Carpococcyx radiatus,Bornean Ground-cuckoo,H,U,H,L
Carpococcyx renauldi,Coral-billed Ground-cuckoo,U,L,L,L
Carpococcyx viridis,Sumatran Ground-cuckoo,H,U,H,L
Carpodacus cassinii,Cassin's Finch,H,L,L,L
Carpodacus edwardsii,Dark-rumped Rosefinch,U,U,U,L
Carpodacus eos,Pink-rumped Rosefinch,U,U,U,L
Carpodacus erythrinus,Common Rosefinch,H,L,H,L
Carpodacus mexicanus,House Finch,H,L,H,L
Carpodacus nipalensis,Dark-breasted Rosefinch,U,U,U,L
Carpodacus pulcherrimus,Beautiful Rosefinch,U,U,U,L
Carpodacus puniceus,Red-fronted Rosefinch,U,U,U,L
Carpodacus purpureus,Purple Finch,H,L,L,L
Carpodacus rhodochlamys,Red-mantled Rosefinch,U,U,U,L
Carpodacus roborowskii,Tibetan Rosefinch,H,U,L,L
Carpodacus rodochroa,Pink-browed Rosefinch,U,U,U,L
Carpodacus rodopeplus,Spot-winged Rosefinch,U,U,U,L
Carpodacus roseus,Pallas's Rosefinch,H,U,H,L
Carpodacus rubescens,Crimson Rosefinch,H,U,H,L
Carpodacus rubicilla,Great Rosefinch,H,L,H,L
Carpodacus rubicilloides,Streaked Rosefinch,U,U,U,L
Carpodacus synoicus,Pale Rosefinch,U,L,U,L
Carpodacus thura,White-browed Rosefinch,U,U,U,L
Carpodacus trifasciatus,Three-banded Rosefinch,U,U,U,L
Carpodacus vinaceus,Vinaceous Rosefinch,H,U,U,L
Carpodectes antoniae,Yellow-billed Cotinga,H,H,H,H
Carpodectes hopkei,Black-tipped Cotinga,H,U,H,L
Carpodectes nitidus,Snowy Cotinga,H,H,H,H
Carpornis cucullata,Hooded Berryeater,H,U,L,L
Carpornis melanocephala,Black-headed Berryeater,H,U,H,L
"Caryothraustes canadensis",Yellow-green Grosbeak,H,H,H,H
"Caryothraustes poliogaster",Black-faced Grosbeak,L,L,H,L
Casiornis fuscus,Ash-throated Casiornis,H,U,L,L
Casiornis rufus,Rufous Casiornis,H,U,L,L
Casuarius bennetti,Dwarf Cassowary,H,H,H,H
Casuarius casuarius,Southern Cassowary,H,H,L,L
"Casuarius unappendiculatus",Northern Cassowary,H,H,L,L
"Catamblyrhynchus diadema",Plushcap,H,H,L,L
Catamenia analis,Band-tailed Seedeater,U,U,H,L
Catamenia homochroa,Paramo Seedeater,U,U,L,L
Catamenia inornata,Plain-coloured Seedeater,U,U,H,L
Cataponera turdoides,Sulawesi Thrush,H,H,H,H
Catharacta antarctica,Southern Skua,H,H,H,H
Catharacta chilensis,Chilean Skua,H,H,H,H
Catharacta lonnbergi,Brown Skua,H,H,L,L
Catharacta maccormicki,South Polar Skua,H,H,L,L
Catharacta skua,Great Skua,L,H,L,L
Catharopeza bishopi,Whistling Warbler,H,H,H,H
Cathartes aura,Turkey Vulture,L,H,L,L
Cathartes burrovianus,"Lesser Yellow-headed Vulture",L,H,L,L
Cathartes melambrotus,"Greater Yellow-headed Vulture",H,H,H,H
Catharus aurantiirostris,"Orange-billed Nightingale-thrush",L,H,L,L
Catharus bicknelli,Bicknell's Thrush,H,H,H,H
Catharus dryas,Spotted Nightingale-thrush,H,H,L,L
Catharus frantzii,"Ruddy-capped Nightingale-thrush",L,H,L,L
Catharus fuscater,"Slaty-backed Nightingale-thrush",H,H,L,L
Catharus fuscescens,Veery,L,L,L,L
Catharus gracilirostris,"Black-billed Nightingale-thrush",U,H,H,L
Catharus guttatus,Hermit Thrush,H,L,L,L
Catharus mexicanus,"Black-headed Nightingale-thrush",H,H,H,H
Catharus minimus,Grey-cheeked Thrush,L,L,L,L
Catharus occidentalis,Russet Nightingale-thrush,H,H,L,L
Catharus ustulatus,Swainson's Thrush,H,L,L,L
Catherpes mexicanus,Canyon Wren,H,L,H,L
"Catoptrophorus semipalmatus",Willet,L,H,H,L
Catreus wallichi,Cheer Pheasant,H,L,H,L
Celeus brachyurus,Rufous Woodpecker,H,L,U,L
Celeus castaneus,"Chestnut-coloured Woodpecker",H,L,H,L
Celeus elegans,Chestnut Woodpecker,H,L,H,L
Celeus flavus,"Cream-coloured Woodpecker",H,U,H,L
Celeus grammicus,Scaly-breasted Woodpecker,H,U,H,L
Celeus loricatus,Cinnamon Woodpecker,H,U,L,L
Celeus lugubris,Pale-crested Woodpecker,U,U,L,L
Celeus obrieni,Kaempfer's Woodpecker,H,U,L,L
Celeus spectabilis,Rufous-headed Woodpecker,H,H,H,H
Celeus torquatus,Ringed Woodpecker,H,U,H,L
Celeus undatus,Waved Woodpecker,H,U,H,L
Centrocercus minimus,Gunnison Sage-grouse,H,U,L,L
"Centrocercus urophasianus",Greater Sage-grouse,H,L,H,L
Centropus andamanensis,Brown Coucal,H,L,L,L
Centropus anselli,Gabon Coucal,U,U,U,L
Centropus ateralbus,Pied Coucal,H,H,H,H
Centropus bengalensis,Lesser Coucal,U,L,U,L
Centropus bernsteini,Lesser Black Coucal,H,H,U,L
Centropus celebensis,Bay Coucal,U,U,H,L
Centropus chalybeus,Biak Coucal,H,U,H,L
Centropus chlororhynchus,Green-billed Coucal,H,L,H,L
Centropus cupreicaudus,Coppery-tailed Coucal,U,L,U,L
Centropus goliath,Goliath Coucal,H,U,H,L
Centropus grillii,Black Coucal,U,L,U,L
Centropus leucogaster,Black-throated Coucal,U,H,U,L
Centropus melanops,Black-faced Coucal,H,U,H,L
Centropus menbeki,Greater Black Coucal,U,U,L,L
Centropus milo,Buff-headed Coucal,H,U,H,L
Centropus monachus,Blue-headed Coucal,U,L,L,L
Centropus nigrorufus,Sunda Coucal,H,H,H,H
Centropus phasianinus,Pheasant Coucal,U,L,L,L
Centropus rectunguis,Short-toed Coucal,H,U,H,L
Centropus senegalensis,Senegal Coucal,U,L,H,L
Centropus sinensis,Greater Coucal,U,L,U,L
Centropus spilopterus,Kai Coucal,H,U,L,L
Centropus steerii,Black-hooded Coucal,H,U,L,L
Centropus superciliosus,White-browed Coucal,U,L,L,L
Centropus toulou,Madagascar Coucal,U,L,U,L
Centropus unirufus,Rufous Coucal,H,U,H,L
Centropus violaceus,Violaceous Coucal,H,L,H,L
Centropus viridis,Philippine Coucal,U,L,U,L
Cephalopterus glabricollis,Bare-necked Umbrellabird,H,H,H,H
Cephalopterus ornatus,Amazonian Umbrellabird,H,H,H,H
Cephalopterus penduliger,Long-wattled Umbrellabird,H,H,H,H
Cephalopyrus flammiceps,Fire-capped Tit,H,L,U,L
Cepphus columba,Pigeon Guillemot,H,H,L,L
Cepphus grylle,Black Guillemot,H,H,H,H
Ceratogymna atrata,Black-casqued Hornbill,H,H,L,L
Ceratogymna elata,Yellow-casqued Hornbill,H,H,L,L
Cercibis oxycerca,Sharp-tailed Ibis,H,H,H,H
Cercococcyx mechowi,Dusky Long-tailed Cuckoo,H,U,H,L
Cercococcyx montanus,Barred Long-tailed Cuckoo,U,U,L,L
Cercococcyx olivinus,Olive Long-tailed Cuckoo,U,U,U,L
Cercomacra brasiliana,Rio de Janeiro Antbird,U,H,L,L
Cercomacra carbonaria,Rio Branco Antbird,H,H,H,H
Cercomacra cinerascens,Grey Antbird,H,H,H,H
Cercomacra ferdinandi,Bananal Antbird,H,H,L,L
Cercomacra laeta,Laeta Antbird,H,H,H,H
Cercomacra manu,Manu Antbird,H,H,H,H
Cercomacra melanaria,Mato Grosso Antbird,H,H,L,L
Cercomacra nigrescens,Blackish Antbird,H,H,L,L
Cercomacra nigricans,Jet Antbird,H,H,L,L
Cercomacra parkeri,Parker's Antbird,U,H,H,L
Cercomacra serva,Black Antbird,H,H,H,H
Cercomacra tyrannina,Dusky Antbird,H,H,H,H
Cercomela dubia,Sombre Chat,H,U,L,L
Cercomela familiaris,Familiar Chat,U,L,U,L
Cercomela fusca,Indian Chat,H,U,U,L
Cercomela melanura,Blackstart,U,L,U,L
Cercomela schlegelii,Karoo Chat,H,H,L,L
Cercomela scotocerca,Brown-tailed Chat,U,U,U,L
Cercomela sinuata,Sicklewing Chat,H,H,L,L
Cercomela sordida,Moorland Chat,U,L,U,L
Cercomela tractrac,Tractrac Chat,H,H,H,H
Cercotrichas podobe,Black Scrub-robin,H,L,H,L
"Cereopsis novaehollandiae",Cape Barren Goose,H,H,U,L
Cerorhinca monocerata,Rhinoceros Auklet,H,H,H,H
Certhia americana,American Treecreeper,H,L,L,L
Certhia brachydactyla,Short-toed Treecreeper,H,L,L,L
Certhia discolor,Brown-throated Treecreeper,H,H,U,L
Certhia familiaris,Eurasian Treecreeper,H,H,H,H
Certhia himalayana,Bar-tailed Treecreeper,H,H,H,H
Certhia hodgsoni,Hodgson's Treecreeper,H,H,H,H
Certhia manipurensis,Manipur Treecreeper,H,H,H,H
Certhia nipalensis,Rusty-flanked Treecreeper,H,H,H,H
Certhia tianquanensis,Sichuan Treecreeper,H,H,L,L
Certhiaxis cinnamomeus,Yellow-chinned Spinetail,U,L,L,L
Certhilauda albescens,Karoo Lark,H,H,L,L
Certhilauda barlowi,Barlow's Lark,H,L,H,L
Certhilauda benguelensis,Benguela Long-billed Lark,H,U,H,L
Certhilauda brevirostris,Agulhas Long-billed Lark,H,L,H,L
Certhilauda burra,Red Lark,H,H,L,L
Certhilauda chuana,Short-clawed Lark,H,H,H,H
Certhilauda curvirostris,Long-billed Lark,H,H,H,H
"Certhilauda erythrochlamys",Dune Lark,H,H,H,H
Certhilauda semitorquata,Eastern Long-billed Lark,H,U,H,L
Certhilauda subcoronata,Karoo Long-billed Lark,H,L,H,L
Certhionyx niger,Black Honeyeater,U,H,U,L
Certhionyx pectoralis,Banded Honeyeater,U,H,L,L
Certhionyx variegatus,Pied Honeyeater,U,L,U,L
Ceryle rudis,Pied Kingfisher,U,L,L,L
Cettia acanthizoides,"Yellowish-bellied Bush-warbler",U,L,U,L
Cettia annae,Palau Bush-warbler,H,H,H,H
Cettia brunnifrons,Grey-sided Bush-warbler,U,L,U,L
Cettia canturians,Manchurian Bush-warbler,U,U,U,L
Cettia carolinae,Tanimbar Bush-warbler,H,U,L,L
Cettia cetti,Cetti's Warbler,H,L,L,L
Cettia diphone,Japanese Bush-warbler,U,L,H,L
Cettia flavolivacea,Aberrant Bush-warbler,U,L,U,L
Cettia fortipes,"Brownish-flanked Bush-warbler",U,L,U,L
Cettia haddeni,Bougainville Bush-warbler,H,H,H,H
Cettia major,"Chestnut-crowned Bush-warbler",H,H,U,L
Cettia pallidipes,Pale-footed Bush-warbler,U,L,U,L
Cettia parens,Shade Warbler,H,H,L,L
Cettia ruficapilla,Fiji Bush-warbler,H,H,H,H
Cettia seebohmi,Philippine Bush-warbler,H,U,H,L
Cettia vulcania,Sunda Bush-warbler,U,U,U,L
Ceuthmochares aereus,Yellowbill,U,U,L,L
Ceyx erithaca,Black-backed Kingfisher,U,L,L,L
Ceyx fallax,Sulawesi Kingfisher,H,U,H,L
Ceyx lecontei,African Dwarf-kingfisher,H,L,U,L
Ceyx lepidus,Variable Kingfisher,U,H,L,L
Ceyx madagascariensis,"Madagascar Pygmy-kingfisher",U,L,U,L
Ceyx melanurus,Philippine Dwarf-kingfisher,H,U,L,L
Ceyx pictus,African Pygmy-kingfisher,U,L,L,L
Ceyx rufidorsa,Rufous-backed Kingfisher,H,L,L,L
Chaetocercus bombus,Little Woodstar,H,U,H,L
Chaetocercus heliodor,Gorgeted Woodstar,U,U,H,L
Chaetocercus jourdanii,Rufous-shafted Woodstar,U,U,H,L
Chaetocercus mulsant,White-bellied Woodstar,U,U,L,L
Chaetops aurantius,Drakensberg Rockjumper,H,H,L,L
Chaetops frenatus,Cape Rock-jumper,H,H,H,H
"Chaetorhynchus papuensis",Pygmy Drongo,H,U,L,L
Chaetornis striata,Bristled Grassbird,H,L,H,L
Chaetura brachyura,Short-tailed Swift,H,L,H,L
Chaetura chapmani,Chapman's Swift,H,H,H,H
Chaetura cinereiventris,Grey-rumped Swift,H,L,H,L
Chaetura egregia,Pale-rumped Swift,H,U,H,L
Chaetura fumosa,Costa Rican Swift,H,U,H,L
Chaetura martinica,Lesser Antillean Swift,H,L,H,L
Chaetura meridionalis,Sick's Swift,U,L,L,L
Chaetura pelagica,Chimney Swift,L,L,L,L
Chaetura spinicaudus,Band-rumped Swift,H,U,H,L
Chaetura vauxi,Vaux's Swift,L,L,H,L
Chaetura viridipennis,Amazonian Swift,H,U,L,L
"Chaimarrornis leucocephalus","White-capped Water-redstart",U,L,H,L
Chalcophaps indica,Emerald Dove,U,H,L,L
Chalcophaps stephani,Stephan's Dove,U,H,L,L
Chalcopsitta atra,Black Lory,H,H,H,H
Chalcopsitta cardinalis,Cardinal Lory,H,H,H,H
Chalcopsitta duivenbodei,Brown Lory,H,H,H,H
Chalcopsitta sintillata,Yellow-streaked Lory,U,H,U,L
Chalcostigma herrani,Rainbow-bearded Thornbill,H,H,H,H
"Chalcostigma heteropogon",Bronze-tailed Thornbill,U,H,H,L
Chalcostigma olivaceum,Olivaceous Thornbill,H,H,H,H
Chalcostigma ruficeps,Rufous-capped Thornbill,H,H,H,H
Chalcostigma stanleyi,Blue-mantled Thornbill,U,H,H,L
Chalybura buffonii,White-vented Plumeleteer,U,U,H,L
Chalybura urochrysia,Bronze-tailed Plumeleteer,H,U,H,L
Chamaea fasciata,Wrentit,H,L,L,L
Chamaepetes goudotii,Sickle-winged Guan,H,U,H,L
Chamaepetes unicolor,Black Guan,H,L,H,L
Chamaeza campanisona,Short-tailed Antthrush,H,H,L,L
Chamaeza meruloides,Such's Antthrush,U,U,L,L
Chamaeza mollissima,Barred Antthrush,H,H,L,L
Chamaeza nobilis,Striated Antthrush,H,H,L,L
Chamaeza ruficauda,Rufous-tailed Antthrush,U,U,L,L
Charadrius alexandrinus,Kentish Plover,L,L,L,L
Charadrius alticola,Puna Plover,H,U,H,L
Charadrius asiaticus,Caspian Plover,H,L,L,L
Charadrius australis,Inland Dotterel,H,L,L,L
Charadrius bicinctus,Double-banded Plover,U,L,U,L
Charadrius collaris,Collared Plover,H,H,H,H
Charadrius dubius,Little Ringed Plover,L,L,H,L
Charadrius falklandicus,Two-banded Plover,L,L,L,L
Charadrius forbesi,Forbes's Plover,L,L,H,L
Charadrius hiaticula,Common Ringed Plover,H,H,H,H
Charadrius javanicus,Javan Plover,H,U,H,L
Charadrius leschenaultii,Greater Sand Plover,L,L,L,L
Charadrius marginatus,White-fronted Plover,L,H,L,L
Charadrius melodus,Piping Plover,H,L,L,L
Charadrius modestus,Rufous-chested Plover,L,H,H,L
Charadrius mongolus,Lesser Sand Plover,L,L,H,L
Charadrius montanus,Mountain Plover,H,H,H,H
Charadrius obscurus,New Zealand Dotterel,H,L,H,L
Charadrius pallidus,Chestnut-banded Plover,H,H,L,L
Charadrius pecuarius,Kittlitz's Plover,L,H,L,L
Charadrius peronii,Malaysian Plover,H,L,H,L
Charadrius placidus,Long-billed Plover,H,L,U,L
Charadrius ruficapillus,Red-capped Plover,U,H,U,L
"Charadrius sanctaehelenae",St Helena Plover,H,H,U,L
Charadrius semipalmatus,Semipalmated Plover,L,H,H,L
Charadrius thoracicus,Madagascar Plover,H,H,H,H
Charadrius tricollaris,Three-banded Plover,L,H,L,L
Charadrius veredus,Oriental Plover,L,U,L,L
Charadrius vociferus,Killdeer,H,L,L,L
Charadrius wilsonia,Wilson's Plover,H,L,H,L
Charitospiza eucosma,Coal-crested Finch,H,U,L,L
Charmosyna amabilis,Red-throated Lorikeet,H,H,H,H
Charmosyna diadema,New Caledonian Lorikeet,H,U,H,L
Charmosyna josefinae,Josephine's Lorikeet,U,U,U,L
Charmosyna margarethae,Duchess Lorikeet,H,U,H,L
Charmosyna meeki,Meek's Lorikeet,H,U,H,L
Charmosyna multistriata,Striated Lorikeet,H,U,H,L
Charmosyna palmarum,Palm Lorikeet,H,H,H,H
Charmosyna papou,Papuan Lorikeet,U,H,H,L
Charmosyna placentis,Red-flanked Lorikeet,U,H,U,L
Charmosyna pulchella,Fairy Lorikeet,U,H,U,L
Charmosyna rubrigularis,Red-chinned Lorikeet,H,H,H,H
Charmosyna wilhelminae,Pygmy Lorikeet,U,U,U,L
Chasiempis sandwichensis,Elepaio,L,U,H,L
Chauna chavaria,Northern Screamer,H,L,H,L
Chauna torquata,Southern Screamer,H,L,L,L
Chelictinia riocourii,African Swallow-tailed Kite,H,H,H,H
Chelidoptera tenebrosa,Swallow-wing,U,H,H,L
Chen caerulescens,Snow Goose,H,H,L,L
Chen canagica,Emperor Goose,H,H,H,H
Chen rossii,Ross's Goose,H,H,H,H
Chenonetta jubata,Maned Duck,H,H,U,L
Cheramoeca leucosterna,White-backed Swallow,H,L,L,L
Chersomanes albofasciata,Spike-heeled Lark,H,L,L,L
Chersophilus duponti,Dupont's Lark,H,L,L,L
Chilia melanura,Crag Chilia,H,L,H,L
Chionis albus,Snowy Sheathbill,H,H,H,H
Chionis minor,Black-faced Sheathbill,H,H,H,H
Chiroxiphia boliviana,Yungas Manakin,H,H,H,H
Chiroxiphia caudata,Swallow-tailed Manakin,H,H,L,L
Chiroxiphia lanceolata,Lance-tailed Manakin,U,H,L,L
Chiroxiphia linearis,Long-tailed Manakin,H,H,H,H
Chiroxiphia pareola,Blue-backed Manakin,H,H,H,H
Chlamydera cerviniventris,Fawn-breasted Bowerbird,U,H,U,L
Chlamydera guttata,Western Bowerbird,U,H,U,L
Chlamydera lauterbachi,Yellow-breasted Bowerbird,U,H,U,L
Chlamydera maculata,Spotted Bowerbird,H,H,L,L
Chlamydera nuchalis,Great Bowerbird,U,H,L,L
Chlamydochaera jefferyi,Fruit-hunter,H,H,H,H
Chlamydotis undulata,Houbara Bustard,H,H,H,H
Chlidonias hybrida,Whiskered Tern,L,H,L,L
Chlidonias leucopterus,White-winged Tern,L,H,L,L
Chlidonias niger,Black Tern,L,H,H,L
Chloephaga hybrida,Kelp Goose,L,H,H,L
Chloephaga melanoptera,Andean Goose,H,H,H,H
Chloephaga picta,Upland Goose,H,H,L,L
Chloephaga poliocephala,Ashy-headed Goose,H,H,L,L
Chloephaga rubidiceps,Ruddy-headed Goose,H,H,L,L
Chlorestes notata,Blue-chinned Sapphire,H,H,H,H
Chloroceryle aenea,American Pygmy Kingfisher,H,L,H,L
Chloroceryle amazona,Amazon Kingfisher,L,L,L,L
Chloroceryle americana,Green Kingfisher,L,L,L,L
Chloroceryle inda,Green-and-rufous Kingfisher,H,L,H,L
Chlorocharis emiliae,Mountain Blackeye,H,H,H,H
Chlorochrysa calliparaea,Orange-eared Tanager,H,U,U,L
Chlorocichla falkensteini,Yellow-necked Greenbul,H,H,H,H
Chlorocichla flavicollis,Yellow-throated Greenbul,U,H,H,L
Chlorocichla flaviventris,Yellow-bellied Greenbul,U,H,L,L
Chlorocichla laetissima,Joyful Greenbul,U,U,H,L
Chlorocichla prigoginei,Prigogine's Greenbul,H,H,L,L
Chlorocichla simplex,Simple Greenbul,H,H,H,H
Chloropeta gracilirostris,Papyrus Yellow Warbler,H,L,H,L
Chloropeta natalensis,Yellow Flycatcher-warbler,U,H,U,L
Chloropeta similis,Mountain Flycatcher-warbler,U,H,U,L
Chlorophanes spiza,Green Honeycreeper,L,H,H,L
Chlorophonia callophrys,"Golden-browed Chlorophonia",H,L,H,L
Chlorophonia cyanea,Blue-naped Chlorophonia,U,L,L,L
Chlorophonia flavirostris,"Yellow-collared Chlorophonia",H,U,H,L
Chlorophonia occipitalis,Blue-crowned Chlorophonia,L,L,H,L
Chlorophonia pyrrhophrys,"Chestnut-breasted Chlorophonia",H,U,H,L
Chloropsis aurifrons,Golden-fronted Leafbird,U,L,H,L
Chloropsis cochinchinensis,Blue-winged Leafbird,U,L,U,L
Chloropsis cyanopogon,Lesser Green Leafbird,H,U,H,L
Chloropsis flavipennis,Philippine Leafbird,H,U,H,L
Chloropsis hardwickii,Orange-bellied Leafbird,U,L,H,L
Chloropsis jerdoni,Jerdon's Leafbird,U,U,L,L
Chloropsis kinabaluensis,Bornean Leafbird,H,H,H,H
Chloropsis media,Sumatran Leafbird,U,U,H,L
Chloropsis palawanensis,Yellow-throated Leafbird,H,H,H,H
Chloropsis sonnerati,Greater Green Leafbird,H,U,H,L
Chloropsis venusta,Blue-masked Leafbird,U,U,H,L
Chlorornis riefferii,Grass-green Tanager,H,H,L,L
Chlorospingus canigularis,Ashy-throated Bush-tanager,U,U,U,L
Chlorospingus flavigularis,"Yellow-throated Bush-tanager",U,U,U,L
Chlorospingus flavovirens,Yellow-green Bush-tanager,H,U,H,L
Chlorospingus inornatus,Pirre Bush-tanager,U,H,U,L
"Chlorospingus ophthalmicus",Common Bush-tanager,U,L,U,L
Chlorospingus parvirostris,"Yellow-whiskered Bush-tanager",U,U,U,L
Chlorospingus pileatus,Sooty-capped Bush-tanager,U,H,U,L
Chlorospingus semifuscus,Dusky Bush-tanager,H,U,U,L
Chlorospingus tacarcunae,Tacarcuna Bush-tanager,H,H,U,L
Chlorostilbon alice,Green-tailed Emerald,U,H,H,L
Chlorostilbon assimilis,Garden Emerald,H,H,L,L
Chlorostilbon auriceps,Golden-crowned Emerald,L,H,H,L
Chlorostilbon forficatus,Cozumel Emerald,L,H,H,L
Chlorostilbon gibsoni,Red-billed Emerald,U,H,H,L
Chlorostilbon lucidus,Glittering-bellied Emerald,U,H,L,L
Chlorostilbon maugaeus,Puerto Rican Emerald,H,H,H,H
"Chlorostilbon melanorhynchus",Western Emerald,H,U,H,L
Chlorostilbon mellisugus,Blue-tailed Emerald,U,H,L,L
Chlorostilbon olivaresi,Chiribiquete Emerald,H,U,H,L
Chlorostilbon poortmani,Short-tailed Emerald,H,H,H,H
Chlorostilbon ricordii,Cuban Emerald,U,H,H,L
Chlorostilbon russatus,Coppery Emerald,U,H,H,L
Chlorostilbon stenurus,Narrow-tailed Emerald,U,H,H,L
Chlorostilbon swainsonii,Hispaniolan Emerald,H,H,H,H
Chlorothraupis carmioli,Olive Tanager,U,H,U,L
Chlorothraupis olivacea,Lemon-spectacled Tanager,U,U,U,L
Chlorothraupis stolzmanni,Ochre-breasted Tanager,U,H,U,L
Chondestes grammacus,Lark Sparrow,H,L,H,L
Chondrohierax uncinatus,Hook-billed Kite,H,H,L,L
Chondrohierax wilsonii,Cuban Kite,H,H,H,H
Chordeiles acutipennis,Lesser Nighthawk,L,H,L,L
Chordeiles gundlachii,Antillean Nighthawk,L,H,L,L
Chordeiles minor,Common Nighthawk,L,H,L,L
Chordeiles pusillus,Least Nighthawk,U,H,L,L
Chordeiles rupestris,Sand-coloured Nighthawk,H,H,L,L
Chrysococcyx basalis,Horsfield's Bronze-cuckoo,H,H,L,L
Chrysococcyx caprius,Didric Cuckoo,U,U,L,L
Chrysococcyx crassirostris,Pied Bronze-cuckoo,H,U,L,L
Chrysococcyx cupreus,African Emerald Cuckoo,U,U,L,L
Chrysococcyx flavigularis,Yellow-throated Cuckoo,H,U,U,L
Chrysococcyx klaas,Klaas's Cuckoo,U,U,L,L
Chrysococcyx lucidus,Shining Bronze-cuckoo,U,H,U,L
Chrysococcyx maculatus,Asian Emerald Cuckoo,U,U,H,L
Chrysococcyx meyeri,White-eared Bronze-cuckoo,U,U,L,L
Chrysococcyx minutillus,Little Bronze-cuckoo,U,H,U,L
Chrysococcyx osculans,Black-eared Cuckoo,U,H,U,L
Chrysococcyx ruficollis,"Rufous-throated Bronze-cuckoo",H,U,H,L
Chrysococcyx russatus,Gould's Bronze-cuckoo,U,H,L,L
"Chrysococcyx xanthorhynchus",Violet Cuckoo,U,U,U,L
Chrysocolaptes festivus,White-naped Woodpecker,U,H,U,L
Chrysocolaptes lucidus,Greater Flameback,U,L,L,L
Chrysolampis mosquitus,Ruby-topaz Hummingbird,U,H,H,L
Chrysolophus amherstiae,Lady Amherst's Pheasant,L,L,H,L
Chrysomma altirostre,Jerdon's Babbler,H,L,H,L
Chrysomma poecilotis,Rufous-tailed Babbler,U,U,U,L
Chrysomma sinense,Yellow-eyed Babbler,U,L,U,L
Chrysomus icterocephalus,Yellow-hooded Blackbird,U,L,H,L
Chrysomus ruficapillus,Chestnut-capped Blackbird,U,L,L,L
Chrysothlypis chrysomelas,Black-and-yellow Tanager,H,U,H,L
Chrysothlypis salmoni,Scarlet-and-white Tanager,U,U,H,L
Chrysuronia oenone,Golden-tailed Sapphire,U,U,H,L
Chthonicola sagittatus,Speckled Warbler,H,H,L,L
Chunga burmeisteri,Black-legged Seriema,H,H,L,L
Cichladusa arquata,Collared Palm-thrush,U,L,L,L
Cichladusa guttata,Spotted Morning-thrush,H,L,L,L
Cichladusa ruficauda,Rufous-tailed Palm-thrush,U,L,L,L
Cichlherminia lherminieri,Forest Thrush,H,H,H,H
Cichlocolaptes leucophrus,Pale-browed Treehunter,H,H,L,L
Cichlopsis leucogenys,Rufous-brown Solitaire,H,H,H,H
Cicinnurus magnificus,Magnificent Bird-of-paradise,H,H,U,L
Cicinnurus regius,King Bird-of-paradise,H,H,L,L
Cicinnurus respublica,Wilson's Bird-of-paradise,H,H,H,H
Ciconia abdimii,Abdim's Stork,L,H,L,L
Ciconia boyciana,Oriental Stork,H,H,H,H
Ciconia ciconia,White Stork,H,H,H,H
Ciconia episcopus,Woolly-necked Stork,L,H,L,L
Ciconia maguari,Maguari Stork,U,H,U,L
Ciconia nigra,Black Stork,H,H,H,H
Ciconia stormi,Storm's Stork,H,H,H,H
Cinclidium diana,Sunda Robin,H,H,H,H
Cinclidium frontale,Blue-fronted Robin,U,U,U,L
Cinclidium leucurum,White-tailed Robin,U,L,H,L
Cinclocerthia gutturalis,Grey Trembler,H,H,H,H
Cinclocerthia ruficauda,Brown Trembler,H,H,H,H
Cinclodes antarcticus,Blackish Cinclodes,H,H,H,H
Cinclodes aricomae,Royal Cinclodes,H,H,H,H
Cinclodes atacamensis,White-winged Cinclodes,H,H,H,H
Cinclodes comechingonus,Cordoba Cinclodes,H,H,H,H
Cinclodes excelsior,Stout-billed Cinclodes,H,H,H,H
Cinclodes fuscus,Bar-winged Cinclodes,H,L,L,L
Cinclodes nigrofumosus,Seaside Cinclodes,U,L,H,L
Cinclodes olrogi,Olrog's Cinclodes,H,H,H,H
Cinclodes oustaleti,Grey-flanked Cinclodes,H,L,L,L
Cinclodes pabsti,Long-tailed Cinclodes,H,U,H,L
Cinclodes palliatus,White-bellied Cinclodes,H,H,H,H
Cinclodes patagonicus,Dark-bellied Cinclodes,U,L,H,L
Cincloramphus mathewsi,Rufous Songlark,U,L,U,L
Cinclosoma ajax,Painted Quail-thrush,H,U,L,L
"Cinclosoma castaneothorax","Chestnut-breasted Quail-thrush",U,L,U,L
Cinclosoma castanotum,Chestnut Quail-thrush,U,H,U,L
"Cinclosoma cinnamomeum",Cinnamon Quail-thrush,H,L,L,L
Cinclosoma punctatum,Spotted Quail-thrush,H,H,L,L
Cinclus cinclus,White-throated Dipper,H,L,H,L
Cinclus leucocephalus,White-capped Dipper,H,H,L,L
Cinclus mexicanus,American Dipper,H,L,H,L
Cinclus pallasii,Brown Dipper,H,L,U,L
Cinclus schulzi,Rufous-throated Dipper,H,H,H,H
Cinnycerthia fulva,Fulvous Wren,H,H,H,H
Cinnycerthia olivascens,Sharpe's Wren,H,H,H,H
Cinnycerthia peruana,Peruvian Wren,H,H,H,H
Cinnycerthia unirufa,Rufous Wren,H,H,H,H
Cinnyricinclus femoralis,Abbott's Starling,H,U,H,L
Cinnyricinclus leucogaster,Violet-backed Starling,U,L,L,L
Cinnyricinclus sharpii,Sharpe's Starling,H,L,H,L
Circaetus beaudouini,Beaudouin's Snake-eagle,H,H,H,H
Circaetus cinerascens,Banded Snake-eagle,U,H,L,L
Circaetus cinereus,Brown Snake-eagle,L,H,L,L
Circaetus fasciolatus,"Southern Banded Snake-eagle",H,H,L,L
Circaetus gallicus,Short-toed Snake-eagle,H,H,L,L
