Route,Year,Shannon,Lati,Longi,GEOID,county
85,2004,3.267332497,38.9081057,-83.7588579,39015,Brown
85,2003,2.995166302,38.9081057,-83.7588579,39015,Brown
85,2008,3.363180886,38.9081057,-83.7588579,39015,Brown
85,2012,3.386623739,38.9081057,-83.7588579,39015,Brown
85,2005,3.282694704,38.9081057,-83.7588579,39015,Brown
85,2002,3.154910961,38.9081057,-83.7588579,39015,Brown
85,2007,3.461018918,38.9081057,-83.7588579,39015,Brown
85,2010,3.488083106,38.9081057,-83.7588579,39015,Brown
85,2009,3.485514109,38.9081057,-83.7588579,39015,Brown
85,2006,3.414451726,38.9081057,-83.7588579,39015,Brown
85,2000,3.24461421,38.9081057,-83.7588579,39015,Brown
86,2010,3.829465935,38.6696358,-83.4163514,39001,Adams
86,2008,3.689078738,38.6696358,-83.4163514,39001,Adams
86,2013,3.696862136,38.6696358,-83.4163514,39001,Adams
86,2005,3.612752976,38.6696358,-83.4163514,39001,Adams
86,2001,3.460968976,38.6696358,-83.4163514,39001,Adams
86,2000,3.672807528,38.6696358,-83.4163514,39001,Adams
86,2002,3.613319632,38.6696358,-83.4163514,39001,Adams
86,2011,3.808161083,38.6696358,-83.4163514,39001,Adams
86,2003,3.599745268,38.6696358,-83.4163514,39001,Adams
86,2007,3.618537715,38.6696358,-83.4163514,39001,Adams
86,2009,3.526669994,38.6696358,-83.4163514,39001,Adams
86,2012,3.695750085,38.6696358,-83.4163514,39001,Adams
86,2006,3.664601663,38.6696358,-83.4163514,39001,Adams
87,2002,3.099208741,38.8817267,-82.7884369,39145,Scioto
87,2001,3.195090331,38.8817267,-82.7884369,39145,Scioto
87,2006,3.345691545,38.8817267,-82.7884369,39145,Scioto
87,2005,3.426519716,38.8817267,-82.7884369,39145,Scioto
87,2010,3.36972887,38.8817267,-82.7884369,39145,Scioto
87,2009,3.568931526,38.8817267,-82.7884369,39145,Scioto
87,2000,3.3512458,38.8817267,-82.7884369,39145,Scioto
87,2008,3.217203214,38.8817267,-82.7884369,39145,Scioto
87,2011,3.425595569,38.8817267,-82.7884369,39145,Scioto
87,2007,3.547781549,38.8817267,-82.7884369,39145,Scioto
87,2004,3.424458948,38.8817267,-82.7884369,39145,Scioto
87,2012,3.466330378,38.8817267,-82.7884369,39145,Scioto
87,2013,3.476934312,38.8817267,-82.7884369,39145,Scioto
87,2003,3.221750438,38.8817267,-82.7884369,39145,Scioto
107,2010,2.798372396,41.5440972,-83.4580032,39173,Wood
107,2001,2.824377063,41.5440972,-83.4580032,39173,Wood
107,2011,3.036699036,41.5440972,-83.4580032,39173,Wood
107,2012,2.964777219,41.5440972,-83.4580032,39173,Wood
107,2008,2.813570923,41.5440972,-83.4580032,39173,Wood
107,2004,2.789076701,41.5440972,-83.4580032,39173,Wood
107,2006,2.799049782,41.5440972,-83.4580032,39173,Wood
107,2013,3.0451011,41.5440972,-83.4580032,39173,Wood
107,2005,2.77385646,41.5440972,-83.4580032,39173,Wood
107,2000,2.873273069,41.5440972,-83.4580032,39173,Wood
107,2009,2.855762448,41.5440972,-83.4580032,39173,Wood
107,2003,2.783607851,41.5440972,-83.4580032,39173,Wood
107,2007,2.930022551,41.5440972,-83.4580032,39173,Wood
107,2002,2.779645311,41.5440972,-83.4580032,39173,Wood
112,2012,3.120133541,41.1609237,-82.6332099,39077,Huron
112,2009,3.147918313,41.1609237,-82.6332099,39077,Huron
112,2005,3.14496343,41.1609237,-82.6332099,39077,Huron
112,2000,3.173186254,41.1609237,-82.6332099,39077,Huron
112,2003,3.21814387,41.1609237,-82.6332099,39077,Huron
112,2010,2.523958185,41.1609237,-82.6332099,39077,Huron
112,2002,2.890841721,41.1609237,-82.6332099,39077,Huron
112,2007,3.24605665,41.1609237,-82.6332099,39077,Huron
112,2001,3.421194401,41.1609237,-82.6332099,39077,Huron
113,2011,3.068207451,41.4083645,-82.8822098,39143,Sandusky
113,2009,3.168980785,41.4083645,-82.8822098,39143,Sandusky
113,2006,2.835175188,41.4083645,-82.8822098,39143,Sandusky
113,2005,2.803742605,41.4083645,-82.8822098,39143,Sandusky
113,2012,3.0063931,41.4083645,-82.8822098,39143,Sandusky
113,2013,2.983370776,41.4083645,-82.8822098,39143,Sandusky
113,2007,2.759448132,41.4083645,-82.8822098,39143,Sandusky
113,2002,2.875682953,41.4083645,-82.8822098,39143,Sandusky
113,2008,3.035078323,41.4083645,-82.8822098,39143,Sandusky
113,2003,2.995260826,41.4083645,-82.8822098,39143,Sandusky
113,2004,2.972086855,41.4083645,-82.8822098,39143,Sandusky
113,2010,3.1593582,41.4083645,-82.8822098,39143,Sandusky
116,2008,2.905287717,41.3256857,-81.0505989,39133,Portage
116,2007,3.283857057,41.3256857,-81.0505989,39133,Portage
116,2011,3.302015503,41.3256857,-81.0505989,39133,Portage
116,2000,3.149713646,41.3256857,-81.0505989,39133,Portage
116,2012,3.294030174,41.3256857,-81.0505989,39133,Portage
116,2010,3.278126694,41.3256857,-81.0505989,39133,Portage
116,2001,3.369058249,41.3256857,-81.0505989,39133,Portage
116,2009,3.219368594,41.3256857,-81.0505989,39133,Portage
116,2013,3.095750402,41.3256857,-81.0505989,39133,Portage
116,2006,3.39525048,41.3256857,-81.0505989,39133,Portage
118,2006,3.112553484,41.2747817,-81.956725,39103,Medina
118,2000,3.186223812,41.2747817,-81.956725,39103,Medina
118,2001,3.230870882,41.2747817,-81.956725,39103,Medina
118,2013,2.895724579,41.2747817,-81.956725,39103,Medina
118,2007,3.044248219,41.2747817,-81.956725,39103,Medina
118,2012,3.093252792,41.2747817,-81.956725,39103,Medina
118,2005,3.143464122,41.2747817,-81.956725,39103,Medina
118,2004,2.88856807,41.2747817,-81.956725,39103,Medina
118,2003,2.931533788,41.2747817,-81.956725,39103,Medina
126,2007,2.58524089,40.0778757,-84.1360999,39109,Miami
126,2009,2.760907703,40.0778757,-84.1360999,39109,Miami
126,2012,2.887712101,40.0778757,-84.1360999,39109,Miami
126,2003,2.622535284,40.0778757,-84.1360999,39109,Miami
126,2010,2.947687166,40.0778757,-84.1360999,39109,Miami
126,2002,2.989189892,40.0778757,-84.1360999,39109,Miami
126,2001,3.021979043,40.0778757,-84.1360999,39109,Miami
126,2000,2.934623301,40.0778757,-84.1360999,39109,Miami
141,2003,3.144497293,40.0945941,-82.8994756,39049,Franklin
141,2011,3.249105695,40.0945941,-82.8994756,39049,Franklin
141,2012,3.312178173,40.0945941,-82.8994756,39049,Franklin
141,2013,2.863543192,40.0945941,-82.8994756,39049,Franklin
141,2006,3.198667995,40.0945941,-82.8994756,39049,Franklin
141,2005,3.229666705,40.0945941,-82.8994756,39049,Franklin
141,2001,3.210510656,40.0945941,-82.8994756,39049,Franklin
141,2008,3.33472443,40.0945941,-82.8994756,39049,Franklin
141,2007,3.114557607,40.0945941,-82.8994756,39049,Franklin
141,2009,2.906134487,40.0945941,-82.8994756,39049,Franklin
141,2010,3.060032119,40.0945941,-82.8994756,39049,Franklin
141,2004,3.080781376,40.0945941,-82.8994756,39049,Franklin
141,2000,3.23169403,40.0945941,-82.8994756,39049,Franklin
141,2002,3.06029434,40.0945941,-82.8994756,39049,Franklin
148,2007,3.46218755,40.3076787,-81.5841149,39157,Tuscarawas
148,2009,3.585830297,40.3076787,-81.5841149,39157,Tuscarawas
148,2001,3.438856189,40.3076787,-81.5841149,39157,Tuscarawas
148,2010,3.707655442,40.3076787,-81.5841149,39157,Tuscarawas
148,2002,3.160817148,40.3076787,-81.5841149,39157,Tuscarawas
148,2011,3.682901805,40.3076787,-81.5841149,39157,Tuscarawas
148,2006,3.571072175,40.3076787,-81.5841149,39157,Tuscarawas
148,2012,3.665441782,40.3076787,-81.5841149,39157,Tuscarawas
148,2004,3.363002506,40.3076787,-81.5841149,39157,Tuscarawas
148,2013,3.384271021,40.3076787,-81.5841149,39157,Tuscarawas
150,2013,3.01883718,40.1037173,-81.4172305,39059,Guernsey
150,2009,3.099706345,40.1037173,-81.4172305,39059,Guernsey
150,2011,3.26317271,40.1037173,-81.4172305,39059,Guernsey
150,2007,3.298746184,40.1037173,-81.4172305,39059,Guernsey
150,2010,2.984865527,40.1037173,-81.4172305,39059,Guernsey
150,2003,3.070614836,40.1037173,-81.4172305,39059,Guernsey
150,2008,2.925552467,40.1037173,-81.4172305,39059,Guernsey
150,2012,3.103692233,40.1037173,-81.4172305,39059,Guernsey
150,2006,3.316359807,40.1037173,-81.4172305,39059,Guernsey
157,2001,3.55080803,40.9118093,-80.5379536,39099,Mahoning
157,2006,3.447882715,40.9118093,-80.5379536,39099,Mahoning
157,2005,3.354327528,40.9118093,-80.5379536,39099,Mahoning
157,2000,3.615380088,40.9118093,-80.5379536,39099,Mahoning
157,2003,3.365547494,40.9118093,-80.5379536,39099,Mahoning
157,2004,3.341435262,40.9118093,-80.5379536,39099,Mahoning
157,2007,3.482649467,40.9118093,-80.5379536,39099,Mahoning
157,2010,3.256968496,40.9118093,-80.5379536,39099,Mahoning
159,2000,3.075900918,39.6680438,-84.2514604,39113,Montgomery
159,2004,3.397099377,39.6680438,-84.2514604,39113,Montgomery
159,2008,3.186320397,39.6680438,-84.2514604,39113,Montgomery
159,2013,2.956529596,39.6680438,-84.2514604,39113,Montgomery
159,2001,3.104985713,39.6680438,-84.2514604,39113,Montgomery
161,2010,3.483133453,39.4989563,-84.0134234,39165,Warren
161,2009,3.370069349,39.4989563,-84.0134234,39165,Warren
161,2008,3.417743444,39.4989563,-84.0134234,39165,Warren
161,2003,2.942686409,39.4989563,-84.0134234,39165,Warren
161,2007,3.450223451,39.4989563,-84.0134234,39165,Warren
161,2000,3.291783195,39.4989563,-84.0134234,39165,Warren
161,2006,3.528559665,39.4989563,-84.0134234,39165,Warren
161,2001,3.216380898,39.4989563,-84.0134234,39165,Warren
161,2012,3.394115142,39.4989563,-84.0134234,39165,Warren
161,2005,3.292784985,39.4989563,-84.0134234,39165,Warren
161,2004,3.34979972,39.4989563,-84.0134234,39165,Warren
161,2002,3.261932783,39.4989563,-84.0134234,39165,Warren
165,2008,2.817018394,39.5569036,-83.8484908,39027,Clinton
165,2010,2.891987539,39.5569036,-83.8484908,39027,Clinton
165,2003,2.926600875,39.5569036,-83.8484908,39027,Clinton
165,2004,2.883813641,39.5569036,-83.8484908,39027,Clinton
165,2013,2.744523626,39.5569036,-83.8484908,39027,Clinton
165,2001,3.054564593,39.5569036,-83.8484908,39027,Clinton
165,2006,2.977818033,39.5569036,-83.8484908,39027,Clinton
165,2009,2.859158648,39.5569036,-83.8484908,39027,Clinton
165,2000,2.933058757,39.5569036,-83.8484908,39027,Clinton
165,2005,2.868118435,39.5569036,-83.8484908,39027,Clinton
165,2012,2.674892784,39.5569036,-83.8484908,39027,Clinton
165,2007,2.921877365,39.5569036,-83.8484908,39027,Clinton
165,2002,2.780300076,39.5569036,-83.8484908,39027,Clinton
165,2011,2.882803995,39.5569036,-83.8484908,39027,Clinton
166,2003,3.003348452,39.8496832,-83.4658472,39097,Madison
166,2000,3.145171522,39.8496832,-83.4658472,39097,Madison
166,2011,3.172483934,39.8496832,-83.4658472,39097,Madison
166,2007,3.209283936,39.8496832,-83.4658472,39097,Madison
166,2004,3.099112413,39.8496832,-83.4658472,39097,Madison
166,2008,3.345825349,39.8496832,-83.4658472,39097,Madison
166,2009,3.092579842,39.8496832,-83.4658472,39097,Madison
166,2001,3.202157338,39.8496832,-83.4658472,39097,Madison
166,2006,3.168596319,39.8496832,-83.4658472,39097,Madison
166,2012,3.207345933,39.8496832,-83.4658472,39097,Madison
166,2005,3.15004372,39.8496832,-83.4658472,39097,Madison
166,2002,2.930258496,39.8496832,-83.4658472,39097,Madison
166,2010,3.226345938,39.8496832,-83.4658472,39097,Madison
168,2000,3.180361413,39.8881087,-83.9166709,39023,Clark
168,2002,3.32877853,39.8881087,-83.9166709,39023,Clark
168,2003,3.201956607,39.8881087,-83.9166709,39023,Clark
168,2011,3.47382532,39.8881087,-83.9166709,39023,Clark
168,2009,3.302207632,39.8881087,-83.9166709,39023,Clark
168,2006,3.041370637,39.8881087,-83.9166709,39023,Clark
168,2004,3.106999626,39.8881087,-83.9166709,39023,Clark
168,2005,3.257258431,39.8881087,-83.9166709,39023,Clark
168,2007,3.272396263,39.8881087,-83.9166709,39023,Clark
168,2010,2.943117468,39.8881087,-83.9166709,39023,Clark
168,2008,3.333628789,39.8881087,-83.9166709,39023,Clark
168,2012,3.137223244,39.8881087,-83.9166709,39023,Clark
168,2013,2.771588835,39.8881087,-83.9166709,39023,Clark
168,2001,3.147728751,39.8881087,-83.9166709,39023,Clark
181,2002,3.890787656,39.5671857,-81.5807429,39167,Washington
181,2011,3.804701813,39.5671857,-81.5807429,39167,Washington
181,2003,3.911217379,39.5671857,-81.5807429,39167,Washington
181,2006,3.808919156,39.5671857,-81.5807429,39167,Washington
181,2005,3.906783134,39.5671857,-81.5807429,39167,Washington
181,2007,3.794940103,39.5671857,-81.5807429,39167,Washington
181,2013,3.670663145,39.5671857,-81.5807429,39167,Washington
181,2009,3.895767696,39.5671857,-81.5807429,39167,Washington
181,2004,3.834811608,39.5671857,-81.5807429,39167,Washington
181,2010,3.777063669,39.5671857,-81.5807429,39167,Washington
181,2008,3.729672895,39.5671857,-81.5807429,39167,Washington
181,2012,3.829700061,39.5671857,-81.5807429,39167,Washington
188,2001,3.643239342,38.6295227,-82.4578029,39087,Lawrence
188,2003,3.641456716,38.6295227,-82.4578029,39087,Lawrence
188,2009,3.553047085,38.6295227,-82.4578029,39087,Lawrence
188,2000,3.629863549,38.6295227,-82.4578029,39087,Lawrence
251,2009,3.317080224,40.2967664,-81.8718895,39031,Coshocton
251,2005,3.472911853,40.2967664,-81.8718895,39031,Coshocton
251,2002,3.752229262,40.2967664,-81.8718895,39031,Coshocton
251,2003,3.800355457,40.2967664,-81.8718895,39031,Coshocton
251,2000,3.737575771,40.2967664,-81.8718895,39031,Coshocton
251,2010,3.369308107,40.2967664,-81.8718895,39031,Coshocton
251,2001,3.893740572,40.2967664,-81.8718895,39031,Coshocton
251,2012,3.254073036,40.2967664,-81.8718895,39031,Coshocton
901,2000,3.340534319,38.6865963,-82.6150863,39087,Lawrence
901,2010,3.564233138,38.6865963,-82.6150863,39087,Lawrence
901,2009,3.572758966,38.6865963,-82.6150863,39087,Lawrence
901,2002,3.123859481,38.6865963,-82.6150863,39087,Lawrence
901,2001,3.290131927,38.6865963,-82.6150863,39087,Lawrence
901,2012,3.35303371,38.6865963,-82.6150863,39087,Lawrence
901,2006,3.419244072,38.6865963,-82.6150863,39087,Lawrence
901,2013,3.398556162,38.6865963,-82.6150863,39087,Lawrence
901,2008,3.29214089,38.6865963,-82.6150863,39087,Lawrence
902,2000,3.378112444,38.6574767,-83.1875069,39145,Scioto
903,2005,3.337581212,39.3200896,-82.2847853,39009,Athens
903,2003,3.291610447,39.3200896,-82.2847853,39009,Athens
903,2013,3.570444654,39.3200896,-82.2847853,39009,Athens
903,2002,3.283179214,39.3200896,-82.2847853,39009,Athens
903,2000,3.513585928,39.3200896,-82.2847853,39009,Athens
904,2013,3.572529157,39.3754092,-82.7626109,39141,Ross
904,2004,3.675794195,39.3754092,-82.7626109,39141,Ross
904,2005,3.638267684,39.3754092,-82.7626109,39141,Ross
904,2007,3.568927142,39.3754092,-82.7626109,39141,Ross
904,2009,3.464492487,39.3754092,-82.7626109,39141,Ross
904,2011,3.532300565,39.3754092,-82.7626109,39141,Ross
904,2008,3.504817803,39.3754092,-82.7626109,39141,Ross
904,2003,3.507256829,39.3754092,-82.7626109,39141,Ross
904,2010,3.60001289,39.3754092,-82.7626109,39141,Ross
904,2006,3.53313315,39.3754092,-82.7626109,39141,Ross
904,2001,3.54009253,39.3754092,-82.7626109,39141,Ross
904,2012,3.524559996,39.3754092,-82.7626109,39141,Ross
904,2000,3.606595406,39.3754092,-82.7626109,39141,Ross
905,2003,3.407260552,39.1798097,-82.9220429,39141,Ross
905,2002,3.391891601,39.1798097,-82.9220429,39141,Ross
905,2004,3.323083543,39.1798097,-82.9220429,39141,Ross
905,2007,3.314174025,39.1798097,-82.9220429,39141,Ross
905,2005,3.519145843,39.1798097,-82.9220429,39141,Ross
905,2001,3.401300065,39.1798097,-82.9220429,39141,Ross
905,2000,3.340727404,39.1798097,-82.9220429,39141,Ross
905,2006,3.413681955,39.1798097,-82.9220429,39141,Ross
905,2013,3.520573116,39.1798097,-82.9220429,39141,Ross
906,2013,3.569534373,39.4318937,-81.8838039,39009,Athens
906,2004,3.675524667,39.4318937,-81.8838039,39009,Athens
906,2005,3.616597969,39.4318937,-81.8838039,39009,Athens
906,2007,3.568966379,39.4318937,-81.8838039,39009,Athens
906,2002,3.657062002,39.4318937,-81.8838039,39009,Athens
906,2003,3.661276439,39.4318937,-81.8838039,39009,Athens
906,2000,3.663088614,39.4318937,-81.8838039,39009,Athens
906,2001,3.586324266,39.4318937,-81.8838039,39009,Athens
906,2010,3.606006258,39.4318937,-81.8838039,39009,Athens
906,2012,3.560612666,39.4318937,-81.8838039,39009,Athens
906,2006,3.582625501,39.4318937,-81.8838039,39009,Athens
906,2011,3.492121884,39.4318937,-81.8838039,39009,Athens
907,2000,3.331173347,39.2280901,-83.2106382,39141,Ross
907,2002,3.388564671,39.2280901,-83.2106382,39141,Ross
907,2013,3.603319194,39.2280901,-83.2106382,39141,Ross
907,2001,3.297186118,39.2280901,-83.2106382,39141,Ross
908,2012,3.620005574,40.6382548,-82.3344147,39005,Ashland
908,2008,3.376686164,40.6382548,-82.3344147,39005,Ashland
908,2002,3.464295099,40.6382548,-82.3344147,39005,Ashland
908,2009,3.288532276,40.6382548,-82.3344147,39005,Ashland
908,2010,3.335643112,40.6382548,-82.3344147,39005,Ashland
908,2000,3.48166555,40.6382548,-82.3344147,39005,Ashland
908,2005,3.390210666,40.6382548,-82.3344147,39005,Ashland
908,2013,3.595636211,40.6382548,-82.3344147,39005,Ashland
908,2006,3.323401809,40.6382548,-82.3344147,39005,Ashland
908,2003,3.351678785,40.6382548,-82.3344147,39005,Ashland
908,2011,3.543267276,40.6382548,-82.3344147,39005,Ashland
908,2004,3.426320238,40.6382548,-82.3344147,39005,Ashland
908,2001,3.509997401,40.6382548,-82.3344147,39005,Ashland
908,2007,3.25743588,40.6382548,-82.3344147,39005,Ashland
952,2005,3.444882529,38.649962,-83.1869915,39145,Scioto
952,2008,3.465701886,38.649962,-83.1869915,39145,Scioto
952,2013,3.357378452,38.649962,-83.1869915,39145,Scioto
952,2002,3.51127734,38.649962,-83.1869915,39145,Scioto
952,2012,3.394217495,38.649962,-83.1869915,39145,Scioto
952,2010,3.432120564,38.649962,-83.1869915,39145,Scioto
952,2009,3.509669061,38.649962,-83.1869915,39145,Scioto
952,2006,3.601177653,38.649962,-83.1869915,39145,Scioto
952,2001,3.390951065,38.649962,-83.1869915,39145,Scioto
952,2011,3.479501668,38.649962,-83.1869915,39145,Scioto
952,2004,3.369362873,38.649962,-83.1869915,39145,Scioto
952,2007,3.441876026,38.649962,-83.1869915,39145,Scioto
