"ID","Status","lat","lon"
20607,"Certified",41.2868769,-82.491116
20608,"Certified",40.649662,-81.71195
20609,"Certified",40.6582738,-82.1278765
20589,"Certified",40.613949,-83.555695
20595,"Certified",41.409349,-81.085431
20587,"Certified",40.4852998,-81.7855935
20578,"Certified",40.3931033,-84.3760612
20579,"Certified",40.330183,-82.231996
20580,"Certified",39.379406,-84.5193378
20581,"Certified",41.5136808,-84.6494732
20582,"Certified",39.3236736,-83.6910336
20583,"Certified",40.2524413,-81.1067812
20584,"Certified",41.301646,-81.105262
20743,"Certified",40.6825948,-81.694911
20744,"Certified",40.5907702,-81.9224059
20745,"Certified",40.529912,-81.738102
20746,"Certified",40.6254061,-82.0155788
20747,"Certified",40.615541,-81.7833825
20737,"Certified",41.431356,-80.957539
20738,"Certified",40.7192135,-81.7273494
20731,"Certified",40.5711329,-81.7616156
20732,"Certified",41.401316,-81.032005
20733,"Certified",40.77416,-81.769548
20734,"Certified",40.478297,-81.878366
20735,"Certified",39.8863526,-81.2615825
20728,"Certified",40.30291,-81.72004
20729,"Certified",40.6669005,-81.7037464
20725,"Certified",39.9678695,-83.098671
20726,"Certified",40.3405721,-84.4155815
20716,"Certified",41.3997688,-80.9900312
20764,"Certified",40.6767255,-81.8704168
20760,"Certified",40.5613992,-81.7939167
20758,"Certified",40.382703,-81.733391
20749,"Certified",40.745616,-81.818275
20750,"Certified",41.23931,-82.347064
20751,"Certified",41.427783,-80.971092
20752,"Certified",40.608019,-81.698079
20753,"Certified",40.5698162,-81.7395724
20754,"Certified",40.6457912,-81.8251075
20755,"Certified",40.138557,-83.229867
20756,"Certified",40.626973,-81.018242
20780,"Certified",40.3352755,-82.0065994
20781,"Certified",40.642559,-81.715921
20782,"Certified",40.678546,-81.824984
20777,"Certified",40.56671,-81.844547
20778,"Certified",40.7231189,-81.838264
20774,"Certified",39.108298,-83.477729
20775,"Certified",40.5952158,-81.6616848
20766,"Certified",40.560451,-81.835179
20767,"Certified",40.062146,-83.3508389
20768,"Certified",40.6075805,-81.7805516
20769,"Certified",38.5488757,-82.6157987
20770,"Certified",40.5842972,-81.8416428
20771,"Certified",40.6720011,-81.687874
20772,"Certified",40.5360159,-81.7502908
20790,"Certified",40.5726526,-81.8551844
20784,"Certified",40.6240369,-81.9957061
20785,"Certified",40.5641859,-81.7853686
20786,"Certified",40.059054,-83.349981
20787,"Certified",40.9231141,-80.9937025
20800,"Certified",41.1505722,-83.0944802
20792,"Certified",39.600232,-84.726794
20793,"Certified",40.6797165,-81.6920499
20794,"Certified",40.4631706,-81.6578067
20795,"Certified",41.440208,-81.098229
20796,"Certified",40.660375,-81.9104
20798,"Certified",40.6702579,-81.983108
20833,"Certified",41.4853433,-81.8100807
20839,"Certified",40.984449,-81.968815
20840,"Certified",39.4661695,-83.2261908
20837,"Certified",41.336284,-83.649109
20830,"Certified",40.7385112,-82.240736
20831,"Certified",40.452428,-84.631208
20828,"Certified",40.975584,-82.00936
20824,"Certified",40.4298505,-83.1198245
20809,"Certified",40.545935,-82.3648599
20803,"Certified",40.9375757,-83.8804859
20804,"Certified",40.5638426,-82.2194839
20805,"Certified",40.5724078,-82.3686801
20806,"Certified",40.4686064,-81.7929706
20807,"Certified",40.5510068,-82.3783976
20821,"Certified",40.3800389,-84.46945
20822,"Certified",40.3380127,-84.7717491
20850,"Certified",40.610582,-81.707606
20851,"Certified",40.4939517,-81.7873177
20855,"Certified",40.7131558,-82.1679433
20856,"Certified",40.701737,-82.3151014
20846,"Certified",40.5267559,-82.3660324
20847,"Certified",39.283486,-83.507776
20812,"Certified",40.8425732,-82.1682767
20843,"Certified",40.669681,-81.809188
20869,"Certified",39.3964969,-84.763165
20870,"Certified",39.417647,-81.978352
20871,"Certified",40.472433,-82.484473
20872,"Certified",40.594727,-82.4209643
20873,"Certified",41.372701,-81.365781
20874,"Certified",39.1822222,-84.5159818
20875,"Certified",40.147636,-82.548794
20876,"Certified",39.529793,-82.8041059
20877,"Certified",41.486918,-81.662424
20862,"Certified",40.070789,-83.3746199
20863,"Certified",39.4191027,-83.3043596
20864,"Certified",41.179814,-83.860749
20853,"Certified",40.693452,-81.7420379
20858,"Certified",41.5022779,-81.636169
20859,"Certified",41.0510261,-83.3823048
20860,"Certified",41.248518,-81.697925
20411,"Certified",40.3764519,-83.8901401
20412,"Certified",40.3595539,-83.8535181
20413,"Certified",40.866064,-82.403167
20415,"Certified",41.2404953,-83.1116479
20408,"Certified",41.446343,-81.085947
20409,"Certified",40.8431293,-81.0616202
20417,"Certified",40.7790896,-81.9283532
20419,"Certified",39.1037039,-81.8640188
20421,"Certified",40.8275859,-82.122339
20423,"Certified",39.689741,-83.757587
20424,"Certified",41.1689421,-82.2179354
20425,"Certified",40.563105,-81.779513
20401,"Certified",38.821435,-84.157226
20402,"Certified",39.4014502,-83.9813202
20392,"Certified",39.511148,-83.875934
20393,"Certified",40.737249,-81.66015
20394,"Certified",40.810922,-81.80865
20450,"Certified",40.6019547,-82.7278486
20448,"Certified",39.9349396,-84.7600297
20460,"Certified",40.634774,-82.131395
20461,"Certified",40.617987,-81.9925559
20462,"Certified",40.4427612,-83.7576706
20463,"Certified",40.6295049,-81.9243089
20464,"Certified",40.4564827,-82.637324
20465,"Certified",40.910162,-81.8971679
20466,"Certified",41.1856549,-81.620751
20467,"Certified",39.519399,-84.129181
20443,"Certified",41.469549,-81.0358959
20438,"Certified",39.8577221,-81.2799912
20439,"Certified",39.8577221,-81.2799912
20440,"Certified",40.4851505,-83.7946979
20441,"Certified",40.4966061,-83.7807957
20427,"Certified",41.109876,-83.0398604
20429,"Certified",39.8419219,-82.0690709
20432,"Certified",40.531187,-81.723397
20433,"Certified",40.5003738,-83.6764713
20471,"Certified",39.879603,-81.041202
20456,"Certified",40.3903392,-84.0115216
20457,"Certified",39.632568,-82.992984
20452,"Certified",40.7885263,-80.7573454
20474,"Certified",41.0397877,-82.3044665
20480,"Certified",41.705359,-81.021025
20481,"Certified",41.0162199,-81.526401
20492,"Certified",39.817943,-83.925172
20493,"Certified",39.738897,-83.964347
20494,"Certified",39.9860789,-82.9062469
20496,"Certified",40.557883,-81.0118191
20497,"Certified",39.1722927,-83.6492372
20498,"Certified",40.2921351,-83.824935
20499,"Certified",40.7480053,-81.6222851
20500,"Certified",40.449877,-84.642265
20501,"Certified",40.991982,-84.1029609
20502,"Certified",39.673692,-82.704195
20477,"Certified",40.427811,-84.434124
20487,"Certified",40.019784,-84.1740627
20483,"Certified",39.408731,-83.880943
20484,"Certified",41.2772442,-82.9750957
20485,"Certified",39.4372935,-83.335392
20530,"Certified",40.518226,-82.398687
20531,"Certified",40.0359482,-82.4780661
20524,"Certified",40.827385,-81.691491
20525,"Certified",41.096336,-81.487468
20526,"Certified",39.7444973,-84.5321727
20537,"Certified",41.439633,-81.870035
20538,"Certified",41.416203,-81.487531
20522,"Certified",40.824526,-81.72968
20514,"Certified",40.891307,-82.574333
20515,"Certified",40.4526595,-84.3223133
20516,"Certified",39.3441301,-83.3127392
20517,"Certified",41.090904,-81.5216219
20518,"Certified",40.377474,-81.437791
20519,"Certified",40.454335,-84.606735
20520,"Certified",39.4071253,-84.2483519
20512,"Certified",40.482695,-81.878208
20490,"Certified",40.605789,-80.962923
20504,"Certified",40.6286489,-83.4897147
20505,"Certified",39.1023748,-84.5773245
20507,"Certified",41.1856549,-81.620751
20508,"Certified",40.3913927,-83.8922263
20576,"Certified",40.3253252,-84.4955081
20574,"Certified",40.928944,-81.7803859
20572,"Certified",39.537285,-83.828026
20549,"Certified",40.687419,-81.773472
20567,"Certified",39.503126,-82.0845892
20569,"Certified",39.248337,-82.020027
20562,"Certified",39.5618093,-84.318481
20563,"Certified",40.046911,-84.4555829
20564,"Certified",40.8626999,-81.700766
20551,"Certified",41.0557107,-82.2015092
20552,"Certified",40.235818,-82.305965
20553,"Certified",40.992053,-82.178964
20554,"Certified",40.485337,-83.7924925
20555,"Certified",41.065604,-82.14688
20556,"Certified",40.8238173,-81.6738028
20557,"Certified",40.897182,-81.6741119
20558,"Certified",41.267497,-81.2093809
20542,"Certified",41.675208,-81.230912
20540,"Certified",40.375237,-84.483343
20544,"Certified",40.9141766,-81.9050803
20545,"Certified",40.8667099,-81.2070352
20605,"Certified",40.159751,-83.0080458
21022,"Certified",39.937196,-83.844511
21015,"Certified",41.107911,-83.798035
20994,"Certified",40.0170709,-82.9192391
20619,"Certified",39.4024589,-84.2196996
20657,"Certified",40.5348399,-81.9163224
20719,"Certified",41.370894,-82.060154
20857,"Certified",40.732675,-81.100333
20547,"Certified",40.5250853,-81.8052768
20455,"Certified",40.797362,-81.521698
20959,"Certified",40.5737315,-81.7813769
21016,"Certified",41.107911,-83.798035
21017,"Certified",41.107925,-83.797366
20980,"Certified",39.975704,-82.9899968
20950,"Certified",40.9957939,-80.643429
20907,"Certified",40.039077,-82.461097
20898,"Certified",40.010426,-82.024342
20451,"Certified",40.057903,-84.2420379
20436,"Certified",41.208019,-83.908301
20486,"Certified",41.0317699,-81.5511106
20476,"Certified",40.0899703,-83.1630749
20482,"Certified",40.48521,-84.623124
20473,"Certified",39.1068044,-84.5138869
20565,"Certified",39.9806903,-81.5487525
20577,"Certified",39.083903,-84.571116
20521,"Certified",40.609768,-83.131351
20396,"Certified",40.122713,-84.34828
20405,"Certified",39.5358189,-83.407978
20865,"Certified",41.50264,-81.6460682
20814,"Certified",40.10252,-82.928897
20825,"Certified",39.3115817,-84.4440206
20826,"Certified",39.303354,-84.455218
20715,"Certified",41.1963957,-83.948915
20693,"Certified",41.6841,-83.489157
20676,"Certified",41.685038,-83.471683
20689,"Certified",41.448409,-82.701706
20613,"Certified",39.330606,-84.464912
20649,"Certified",40.591925,-82.609905
20599,"Certified",40.563487,-81.681403
20588,"Certified",40.654084,-81.801362
20586,"Certified",41.406487,-80.549225
20597,"Certified",40.5477929,-82.6229968
20590,"Certified",40.601467,-81.795768
20592,"Certified",40.5547003,-82.6361732
20697,"Certified",40.964236,-82.419597
20709,"Certified",40.5929894,-83.6273403
20815,"Certified",41.4252696,-81.8011324
20816,"Certified",41.424455,-81.806467
20817,"Certified",41.424455,-81.806467
20810,"Certified",40.9673835,-82.3957611
20811,"Certified",40.966324,-82.407825
20842,"Certified",40.4172871,-82.907123
20801,"Certified",40.465289,-81.774321
20802,"Certified",40.565671,-82.6506859
20791,"Certified",40.5492265,-82.8274014
20789,"Certified",40.9020631,-82.346682
20762,"Certified",40.465289,-81.774321
