countrynum,statenum,Route,Active,Lati,Longi,Stratum,BCR,LandTypeID,RouteTypeID,RouteTypeDetailId
840,51,21,1,34.9746087,-88.5438689,4,27,0,1,1
840,51,22,1,34.2998857,-88.5977339,4,27,0,1,1
840,51,23,1,33.1507326,-88.6241136,4,27,0,1,1
840,51,24,0,32.8336097,-88.4929289,4,27,0,1,1
840,51,25,1,33.8691757,-88.6571809,4,27,0,1,1
840,51,26,1,32.5003056,-88.9270272,4,27,0,1,1
840,51,27,1,31.2334957,-88.7900629,4,27,0,1,1
840,51,28,1,31.6890917,-88.5298989,4,27,0,1,1
840,51,29,0,30.3885217,-88.6519849,3,27,0,1,1
840,51,30,1,30.8158367,-88.7684399,3,27,0,1,1
840,51,31,1,31.7258462,-89.3435859,4,27,0,1,1
840,51,32,1,32.5813361,-89.8675417,4,27,0,1,1
840,51,33,1,31.5323896,-90.1565225,4,27,0,1,1
840,51,34,1,33.6053333,-91.11808,5,26,0,1,1
840,51,35,1,32.1287076,-90.749474,4,27,0,1,1
840,51,36,1,32.4505861,-90.8809066,4,26,0,1,1
840,51,37,1,31.0534826,-89.2701391,3,27,0,1,1
840,51,38,1,33.1294539,-89.1031668,4,27,0,1,1
840,51,39,1,34.1629417,-89.6794343,4,27,0,1,1
840,51,40,1,33.9667056,-90.7664328,5,26,0,1,1
840,51,41,1,34.3507798,-89.1849649,4,27,0,1,1
840,51,42,1,34.6420194,-88.1386101,4,27,0,1,1
840,51,43,1,31.0239867,-90.574498,3,27,0,1,1
840,51,101,1,31.0878235,-91.5470139,5,27,0,1,1
840,51,104,1,34.4218377,-90.4983459,5,26,0,1,1
840,51,105,0,33.2231312,-90.097125,5,26,0,1,1
840,51,111,1,34.9641831,-89.6888585,4,27,0,1,1
840,51,113,1,33.5589457,-89.3902589,4,27,0,1,1
840,51,119,1,30.6193407,-89.5109799,3,27,0,1,1
840,51,124,0,32.8,-88.5,4,27,0,1,1
840,51,129,0,30.5101687,-88.7825559,3,27,0,1,1
840,51,205,1,33.2231312,-90.097125,5,26,0,1,1
840,51,224,1,32.8330316,-88.4874274,4,27,0,1,1
840,51,229,1,30.4987757,-88.7992689,3,27,0,1,1
840,51,900,1,31.3793177,-91.2068399,4,27,0,1,3
840,51,901,1,31.9621774,-89.2120306,4,27,0,1,3
840,51,902,1,32.4750637,-88.7854619,4,27,0,1,3
840,51,903,1,32.6458127,-90.721818,5,26,0,1,3
840,51,904,1,33.7693377,-90.1416549,5,26,0,1,3
840,51,905,1,33.9855857,-90.1939619,5,26,0,1,3
840,51,906,1,33.7956097,-89.6124889,4,27,0,1,3
840,51,907,1,31.84267,-91.05911,4,27,0,1,3
840,51,908,1,32.35975,-90.30616,4,27,0,1,3
840,51,909,1,32.37442,-90.27754,4,27,0,1,3
840,51,910,1,32.92994,-89.61418,4,27,0,1,3
840,51,911,1,33.56245,-89.13321,4,27,0,1,3
840,51,912,1,34.08999,-88.86494,4,27,0,1,3
840,51,913,1,34.15009,-88.81929,4,27,0,1,3
840,51,914,1,32.38947,-90.6744,4,27,0,1,3
840,51,915,1,32.282286,-90.89045,5,26,0,1,3
840,51,916,1,32.34472,-90.84771,4,27,0,1,3
840,51,917,1,32.7304133,-90.589471,5,26,0,1,3
840,51,918,1,33.6867588,-90.901184,5,26,0,1,3
840,51,919,1,33.09059,-90.998086,5,26,0,1,3
840,51,920,1,32.0948643,-90.043274,4,27,0,1,3
840,52,1,1,36.8252566,-89.2477946,5,26,0,1,1
840,52,2,1,36.5936897,-90.7479869,19,24,0,1,1
840,52,3,1,36.8637267,-91.6865341,19,24,0,1,1
840,52,4,1,36.857026,-92.5003493,19,24,0,1,1
840,52,5,1,36.6608617,-93.9101019,19,24,0,1,1
840,52,6,1,36.5642282,-94.2388636,19,24,0,1,1
840,52,7,1,37.3066269,-89.526555,5,26,0,1,1
840,52,8,1,37.2598585,-90.3074923,19,24,0,1,1
840,52,9,0,37.6502657,-90.6780689,19,24,0,1,1
840,52,10,1,37.3759607,-91.5529269,19,24,0,1,1
840,52,11,1,37.9039787,-91.4239279,19,24,0,1,1
840,52,12,0,37.7511032,-92.0354011,19,24,0,1,1
840,52,13,1,37.5143127,-92.9258039,19,24,0,1,1
840,52,14,1,37.4542087,-93.513291,33,24,0,1,1
840,52,15,1,37.7705887,-93.8518459,33,22,0,1,1
840,52,16,1,37.1404034,-94.1191991,33,24,0,1,1
840,52,17,0,38.5176867,-90.9840159,19,22,0,1,1
840,52,18,1,38.0833137,-91.9847259,19,24,0,1,1
840,52,19,1,38.9160367,-91.6100939,31,22,0,1,1
840,52,20,1,38.2794376,-92.900614,19,24,0,1,1
840,52,21,1,38.5860411,-92.434843,19,24,0,1,1
840,52,22,0,38.4465267,-93.2213989,33,24,0,1,1
840,52,23,1,38.1949807,-93.8401499,33,22,0,1,1
840,52,24,0,38.9606177,-94.1129899,33,22,0,1,1
840,52,25,1,39.6396973,-91.556756,31,22,0,1,1
840,52,26,0,39.7354717,-91.6029119,31,22,0,1,1
840,52,27,1,39.4571477,-92.1893609,31,22,0,1,1
840,52,28,1,39.4294496,-92.5567869,31,22,0,1,1
840,52,29,1,39.3300772,-93.8041794,32,22,0,1,1
840,52,30,0,39.4087287,-93.7397839,32,22,0,1,1
840,52,31,0,39.7275367,-94.0632469,32,22,0,1,1
840,52,32,1,39.6539807,-94.6654829,32,22,0,1,1
840,52,33,0,40.4712817,-91.7164609,32,22,0,1,1
840,52,34,1,40.0661717,-92.4966959,32,22,0,1,1
840,52,35,1,40.0903817,-93.5563439,32,22,0,1,1
840,52,36,0,40.0768697,-94.8528289,32,22,0,1,1
840,52,37,0,40.4658297,-95.2344749,32,22,0,1,1
840,52,52,1,36.9623781,-90.5490559,19,24,0,1,1
840,52,53,1,36.7289917,-90.9894119,19,24,0,1,1
840,52,54,1,36.6429207,-92.9744729,19,24,0,1,1
840,52,55,1,36.8802807,-93.3981849,19,24,0,1,1
840,52,56,1,37.2408609,-89.8075467,19,24,0,1,1
840,52,57,1,37.6791707,-90.0763459,19,24,0,1,1
840,52,58,1,37.5165109,-91.0309594,19,24,0,1,1
840,52,59,1,37.3383177,-92.8345789,19,24,0,1,1
840,52,61,1,38.3512407,-91.8060379,19,24,0,1,1
840,52,62,1,38.1619747,-92.5999229,19,24,0,1,1
840,52,64,1,39.1033113,-91.1438533,31,22,0,1,1
840,52,66,1,39.7948327,-93.1267409,32,22,0,1,1
840,52,67,1,39.3970207,-94.5010299,32,22,0,1,1
840,52,68,1,40.1681387,-92.5154419,32,22,0,1,1
840,52,70,1,40.1002567,-94.1422189,32,22,0,1,1
840,52,71,1,40.025462,-95.0331182,32,22,0,1,1
840,52,109,1,37.6701567,-90.6467484,19,24,0,1,1
840,52,112,0,37.751103,-92.035401,19,24,0,1,1
840,52,117,0,38.4847567,-90.9431139,19,22,0,1,1
840,52,122,1,38.4464167,-93.2211229,33,24,0,1,1
840,52,124,1,38.6698532,-94.1050404,33,22,0,1,1
840,52,126,1,39.5296983,-91.2159803,31,22,0,1,1
840,52,130,1,39.4087287,-93.7397839,32,22,0,1,1
840,52,131,1,39.7131417,-94.0662299,32,22,0,1,1
840,52,133,1,40.4712811,-91.7164602,32,22,0,1,1
840,52,136,1,40.0840684,-94.8524242,32,22,0,1,1
840,52,137,1,40.4657727,-95.2344499,32,22,0,1,1
840,52,138,1,40.510921,-95.488087,32,22,0,1,1
840,52,139,1,40.172626,-94.201898,32,22,0,1,1
840,52,140,1,40.466853,-93.338346,32,22,0,1,1
840,52,141,1,40.402616,-92.554325,32,22,0,1,1
840,52,142,1,40.583201,-91.823103,32,22,0,1,1
840,52,143,1,39.439109,-94.944187,32,22,0,1,1
840,52,144,1,39.195858,-93.665217,32,22,0,1,1
840,52,145,1,39.026638,-92.547115,31,24,0,1,1
840,52,146,1,39.832371,-91.815904,31,22,0,1,1
840,52,147,1,39.225067,-90.890831,31,22,0,1,1
840,52,148,1,38.645253,-94.282506,33,22,0,1,1
840,52,149,1,38.372932,-93.469628,19,24,0,1,1
840,52,150,1,38.322228,-92.36526,19,24,0,1,1
840,52,151,1,38.454195,-91.253776,19,22,0,1,1
840,52,152,1,38.408802,-90.569852,19,22,0,1,1
840,52,153,1,37.537148,-94.040652,33,22,0,1,1
840,52,154,1,37.396993,-93.726898,33,24,0,1,1
840,52,155,1,37.937149,-92.441823,19,24,0,1,1
840,52,156,1,37.953767,-91.266667,19,24,0,1,1
840,52,157,1,37.671966,-90.558115,19,24,0,1,1
840,52,158,1,37.039352,-89.528728,5,26,0,1,1
840,52,159,1,36.995397,-94.350659,33,24,0,1,1
840,52,160,1,36.536803,-93.105827,19,24,0,1,1
840,52,161,1,36.584782,-92.831149,19,24,0,1,1
840,52,162,1,36.56879,-91.824506,19,24,0,1,1
840,52,163,1,36.119345,-90.248525,5,26,0,1,1
840,52,164,1,36.125139,-89.663654,5,26,0,1,1
840,52,212,1,37.618747,-92.154503,19,24,0,1,1
840,52,217,0,38.4856457,-90.9431079,19,22,0,1,1
840,52,317,1,38.4847647,-90.9431159,19,22,0,1,1
840,53,1,1,48.3571764,-115.0332204,64,10,0,1,1
840,53,2,1,48.1080187,-114.4619289,65,10,0,1,1
840,53,3,0,48.8084087,-113.4130179,65,10,0,1,1
840,53,4,1,48.9576837,-112.3253929,38,11,0,1,1
840,53,5,0,48.8711551,-111.622297,38,11,0,1,1
840,53,6,1,48.0610003,-110.3321782,38,11,0,1,1
840,53,7,1,48.2967897,-109.0648339,39,11,0,1,1
840,53,8,1,48.3824357,-108.7144099,38,11,0,1,1
840,53,9,1,48.2200197,-107.868382,38,11,0,1,1
840,53,10,1,48.2045751,-106.5334326,38,11,0,1,1
840,53,11,1,48.0596931,-105.9946591,38,11,0,1,1
840,53,12,1,48.8382207,-104.8419949,38,11,0,1,1
840,53,13,1,47.2997227,-115.1044549,64,10,0,1,1
840,53,14,1,47.7185447,-114.2006069,65,10,0,1,1
840,53,15,1,47.1824757,-113.9489899,64,10,0,1,1
840,53,16,1,47.3060617,-112.4118119,65,10,0,1,1
840,53,17,1,47.4941887,-111.2628629,38,11,0,1,1
840,53,18,1,47.5054097,-110.8958659,39,17,0,1,1
840,53,19,1,47.7874097,-109.4150839,39,17,0,1,1
840,53,20,1,47.2705926,-108.8010122,39,17,0,1,1
840,53,21,1,47.498806,-107.3129313,39,17,0,1,1
840,53,22,1,47.6042107,-106.9035649,39,17,0,1,1
840,53,23,1,47.548833,-105.812316,39,17,0,1,1
840,53,24,1,47.4695697,-104.1527019,39,17,0,1,1
840,53,25,1,46.9175377,-114.4626919,64,10,0,1,1
840,53,26,1,46.7236933,-113.6681583,64,10,0,1,1
840,53,27,1,46.6205137,-112.4949499,65,10,0,1,1
840,53,28,1,46.1235467,-111.9188609,65,10,0,1,1
840,53,29,1,46.3295907,-110.0515279,65,17,0,1,1
840,53,30,1,46.1032917,-109.6664819,39,17,0,1,1
840,53,31,0,46.9022197,-108.3468089,39,17,0,1,1
840,53,32,1,46.5835337,-107.0640799,39,17,0,1,1
840,53,33,1,46.2579454,-106.6939401,39,17,0,1,1
840,53,34,1,46.4973888,-105.0895338,39,17,0,1,1
840,53,35,1,46.1128407,-104.4950949,39,17,0,1,1
840,53,36,1,45.8507057,-113.9522469,64,10,0,1,1
840,53,37,0,45.3055747,-112.5643159,65,10,0,1,1
840,53,38,0,45.9146442,-111.7636564,65,10,0,1,1
840,53,39,1,45.5761407,-110.7878949,64,10,0,1,1
840,53,40,1,45.7251707,-109.5466543,65,17,0,1,1
840,53,41,1,45.5642095,-108.7802397,39,10,0,1,1
840,53,42,1,45.4319207,-107.7207419,39,17,0,1,1
840,53,43,1,45.8279275,-106.4290921,39,17,0,1,1
840,53,44,1,45.9440787,-105.4130672,39,17,0,1,1
840,53,45,1,45.3107762,-104.4650383,39,17,0,1,1
840,53,46,1,44.5869032,-112.025803,65,10,0,1,1
840,53,47,1,44.5987327,-111.5237969,65,10,0,1,1
840,53,63,1,47.6497425,-115.17429,64,10,0,1,1
840,53,64,1,47.0312302,-114.3938692,64,10,0,1,1
840,53,74,1,47.6601727,-114.1345589,65,10,0,1,1
840,53,75,1,46.9078696,-114.8109307,64,10,0,1,1
840,53,76,0,46.0502147,-113.8339539,64,10,0,1,1
840,53,86,1,45.7461729,-114.4473183,64,10,0,1,1
840,53,87,1,45.5347235,-113.0794573,65,10,0,1,1
840,53,97,1,44.5611413,-112.710893,65,10,0,1,1
840,53,101,1,47.8265037,-115.5453879,64,10,0,1,1
840,53,103,1,48.808387,-113.41292,65,10,0,1,1
840,53,105,1,48.682302,-111.46974,38,11,0,1,1
840,53,131,1,46.9022197,-108.3468,39,17,0,1,1
840,53,137,1,45.3790727,-112.6419759,65,10,0,1,1
840,53,138,1,45.9146442,-111.763656,65,10,0,1,1
840,53,176,1,46.0090781,-113.8492175,64,10,0,1,1
840,53,231,0,46.8267,-108.1998,39,17,0,1,1
840,53,800,1,48.6986692,-114.1929772,64,10,0,1,6
840,53,900,1,48.6915527,-113.5308299,64,10,0,1,3
840,53,901,1,46.3310791,-114.1724926,65,10,0,1,3
840,53,902,1,46.5749907,-113.831439,65,10,0,1,3
840,53,903,1,46.7256818,-113.589985,65,10,0,1,3
840,53,904,0,46.7003077,-113.2233429,65,10,0,1,3
840,53,905,0,47.0305267,-113.2368619,65,10,0,1,3
840,53,906,1,46.8935108,-113.3867024,65,10,0,1,3
840,53,907,1,45.20504,-108.7538747,64,10,0,1,3
840,53,908,1,46.1988347,-108.4511499,39,17,0,1,3
840,53,955,0,47.0307201,-113.2372617,65,10,0,1,3
840,53,956,1,47.0307201,-113.237261,65,10,0,1,3
840,54,1,1,40.5520447,-95.7947529,32,22,0,1,1
840,54,2,1,40.4650912,-96.0668798,32,22,0,1,1
840,54,3,0,40.0734217,-96.4070669,32,19,0,1,1
840,54,4,1,40.2199177,-97.5577459,34,19,0,1,1
840,54,5,1,40.8872417,-97.1583399,34,19,0,1,1
840,54,6,1,40.6184587,-98.6673129,34,19,0,1,1
840,54,7,1,40.6406757,-98.8760679,34,19,0,1,1
840,54,8,1,40.9376453,-99.5023032,34,19,0,1,1
840,54,9,1,40.3070527,-99.9683619,34,19,0,1,1
840,54,10,1,40.1757846,-100.2510124,34,19,0,1,1
840,54,11,1,40.0025497,-101.2298429,34,19,0,1,1
840,54,12,1,41.1764063,-96.1391528,32,22,0,1,1
840,54,13,1,41.34351,-96.08125,32,22,0,1,1
840,54,14,1,41.1630727,-97.3498079,34,19,0,1,1
840,54,15,1,41.4820177,-97.1945039,32,22,0,1,1
840,54,16,0,41.9187247,-98.6840139,36,19,0,1,1
840,54,17,1,41.8865107,-98.0363319,34,19,0,1,1
840,54,18,1,41.8425077,-99.6487049,34,19,0,1,1
840,54,19,0,41.1189127,-99.7141019,34,19,0,1,1
840,54,20,1,41.1634457,-101.2702409,36,18,0,1,1
840,54,21,1,41.3523266,-102.9730078,36,18,0,1,1
840,54,22,1,42.1915702,-96.7354923,32,22,0,1,1
840,54,23,1,42.6988061,-97.9539527,32,11,0,1,1
840,54,24,0,42.1849007,-97.1347279,32,11,0,1,1
840,54,25,1,42.7695353,-98.5988124,34,11,0,1,1
840,54,26,1,42.6534207,-98.6769859,34,11,0,1,1
840,54,27,1,42.021567,-99.4624293,36,19,0,1,1
840,54,28,1,42.5928366,-99.9988861,36,19,0,1,1
840,54,29,1,42.2796649,-101.7208618,36,19,0,1,1
840,54,30,0,42.2503717,-103.7829219,36,18,0,1,1
840,54,31,1,42.6521647,-100.5366606,36,19,0,1,1
840,54,32,1,41.1770247,-100.0548479,34,19,0,1,1
840,54,33,1,41.2483521,-103.6630552,36,18,0,1,1
840,54,34,1,42.7324127,-102.2045289,36,19,0,1,1
840,54,35,1,40.9946407,-100.4720309,34,19,0,1,1
840,54,36,1,40.0572037,-101.5499949,36,18,0,1,1
840,54,37,1,41.7218051,-100.7705095,36,19,0,1,1
840,54,38,1,41.4342597,-101.7086419,36,19,0,1,1
840,54,39,1,41.7858723,-102.4579398,36,19,0,1,1
840,54,40,1,41.6980247,-103.9868089,36,18,0,1,1
840,54,41,1,42.2888847,-100.5364229,36,19,0,1,1
840,54,42,1,42.0059106,-101.0465689,36,19,0,1,1
840,54,43,1,42.1806217,-102.7815019,36,18,0,1,1
840,54,44,1,42.607185,-103.5836566,39,18,0,1,1
840,54,103,0,40.0735636,-96.4074068,32,19,0,1,1
840,54,116,1,41.9425827,-98.7032699,36,19,0,1,1
840,54,119,1,41.1258697,-99.4989389,34,19,0,1,1
840,54,124,1,42.1847772,-97.134886,32,11,0,1,1
840,54,130,1,42.2789651,-103.6599064,36,18,0,1,1
840,54,203,1,40.088258,-96.388121,32,19,0,1,1
840,54,900,1,42.9298442,-103.875342,39,17,0,1,3
840,54,901,1,42.7519425,-102.9147494,39,18,0,1,3
840,55,1,0,41.4882487,-119.8303989,89,9,0,1,1
840,55,2,1,41.3171877,-118.9004059,80,9,0,1,1
840,55,3,0,41.8823377,-117.1034859,88,9,0,1,1
840,55,4,1,41.2263817,-116.5900339,88,9,0,1,1
840,55,5,1,41.0704517,-115.9007665,88,9,0,1,1
840,55,6,1,41.9460977,-114.0728079,88,9,0,1,1
840,55,7,1,40.2636938,-119.7796496,80,9,0,1,1
840,55,8,0,40.4792817,-118.3329159,80,9,0,1,1
840,55,9,1,40.1686217,-117.1872779,88,9,0,1,1
840,55,10,1,40.0802831,-116.5858881,88,9,0,1,1
840,55,11,1,40.0935212,-115.6324132,88,9,0,1,1
840,55,12,1,40.328679,-114.8020439,88,9,0,1,1
840,55,13,0,39.7695387,-119.5489579,88,9,0,1,1
840,55,14,0,39.2738067,-118.3101189,80,9,0,1,1
840,55,15,1,39.0044442,-117.4662536,88,9,0,1,1
840,55,16,1,39.5518146,-116.3870941,88,9,0,1,1
840,55,17,1,39.3621311,-115.2707624,88,9,0,1,1
840,55,18,1,39.2075029,-114.4976522,88,9,0,1,1
840,55,19,0,39.0037402,-119.8462197,88,9,0,1,1
840,55,20,0,38.5501977,-118.4721449,80,9,0,1,1
840,55,21,0,38.8057797,-117.1041949,80,9,0,1,1
840,55,22,1,38.8779597,-116.4033739,88,9,0,1,1
840,55,23,1,38.1481212,-115.612409,88,9,0,1,1
840,55,24,1,38.7946177,-114.5604399,88,9,0,1,1
840,55,25,0,37.7555048,-117.6339503,80,33,0,1,1
840,55,27,1,37.6075607,-115.0336839,80,9,0,1,1
840,55,28,1,37.6959387,-114.7461089,80,9,0,1,1
840,55,29,1,36.9072027,-116.7617883,83,33,0,1,1
840,55,30,0,36.9884637,-115.2569349,80,33,0,1,1
840,55,31,1,36.5012519,-114.7610923,83,33,0,1,1
840,55,32,1,35.7204427,-115.2094039,83,33,0,1,1
840,55,33,1,35.7087118,-114.7110604,83,33,0,1,1
840,55,37,1,41.9347177,-115.4191359,88,9,0,1,1
840,55,43,0,40.3534367,-115.6277619,88,9,0,1,1
840,55,45,1,39.9432554,-119.3834746,88,9,0,1,1
840,55,101,1,41.833551,-119.6696108,89,9,0,1,1
840,55,103,1,41.4177434,-117.4503139,88,9,0,1,1
840,55,108,0,40.4669574,-118.3127891,88,9,0,1,1
840,55,114,1,39.4020097,-118.7255249,80,9,0,1,1
840,55,119,1,39.0037402,-119.84621,88,9,0,1,1
840,55,120,0,38.6442617,-118.7546769,88,9,0,1,1
840,55,121,1,38.8931842,-117.19377,80,9,0,1,1
840,55,125,1,37.7555048,-117.63395,80,33,0,1,1
840,55,130,1,36.9477957,-115.2763589,80,9,0,1,1
840,55,143,1,40.1798727,-115.4929227,88,9,0,1,1
840,55,208,1,40.653659,-118.00395,88,9,0,1,1
840,55,901,1,39.1598606,-114.8025242,88,9,0,1,3
840,55,902,1,41.7889927,-115.9521789,88,9,0,1,3
840,55,903,1,41.5905187,-119.3053669,89,9,0,1,3
840,55,904,0,39.3028567,-119.2548979,80,9,0,1,3
840,55,905,1,39.2077202,-117.0926751,88,9,0,1,3
840,55,906,1,36.4907307,-116.3432079,83,33,0,1,3
840,55,907,1,41.7723066,-119.1199346,89,9,0,1,3
840,55,908,1,37.6097121,-114.5220782,88,9,0,1,3
840,55,909,0,39.3,-119.26666,80,9,0,1,3
124,56,1,0,47.57378,-68.26669,29,14,0,1,1
124,56,2,1,47.26541,-68.71072,28,14,0,1,1
124,56,3,0,47.46469,-68.51393,28,14,0,1,1
124,56,5,0,47.07088,-67.53488,28,14,0,1,1
124,56,6,0,47.84996,-67.00915,28,14,0,1,1
124,56,7,1,47.75451,-67.67612,29,14,0,1,1
124,56,8,1,47.17676,-67.20293,28,14,0,1,1
124,56,9,1,47.40475,-66.51451,29,14,0,1,1
124,56,10,0,47.91594,-66.21001,28,14,0,1,1
124,56,13,1,46.99828,-64.83911,28,14,0,1,1
124,56,14,1,47.80494,-65.22097,28,14,0,1,1
124,56,15,1,47.26688,-65.29641,28,14,0,1,1
124,56,16,1,47.61835,-64.81201,28,14,0,1,1
124,56,17,0,46.91322,-67.18408,28,14,0,1,1
124,56,18,1,46.35704,-67.5403,27,14,0,1,1
124,56,21,1,46.40997,-66.9302,28,14,0,1,1
124,56,22,1,46.01228,-66.18177,28,14,0,1,1
124,56,23,1,46.74246,-66.01595,28,14,0,1,1
124,56,24,1,46.52591,-66.50546,28,14,0,1,1
124,56,25,1,46.5308,-65.85627,28,14,0,1,1
124,56,26,1,46.95989,-65.79167,28,14,0,1,1
124,56,29,1,46.73222,-64.96499,28,14,0,1,1
124,56,30,0,46.88718,-64.95069,28,14,0,1,1
124,56,31,1,45.86972,-64.29218,28,14,0,1,1
124,56,32,1,45.72228,-64.91758,28,14,0,1,1
124,56,33,1,45.33027,-67.42583,28,14,0,1,1
124,56,34,1,45.57721,-67.34539,28,14,0,1,1
124,56,36,1,44.60036,-66.90482,28,14,0,1,1
124,56,37,1,45.86385,-66.10086,28,14,0,1,1
124,56,38,1,45.08596,-66.65618,28,14,0,1,1
124,56,39,0,45.27959,-66.09898,28,14,0,1,1
124,56,40,1,45.18486,-66.77426,28,14,0,1,1
124,56,41,1,45.63438,-65.79995,28,14,0,1,1
124,56,42,1,45.76289,-65.04924,28,14,0,1,1
124,56,44,1,45.71386,-65.94536,28,14,0,1,1
124,56,101,1,47.57713,-68.2773,29,14,0,1,1
124,56,105,1,47.08097,-67.54301,28,14,0,1,1
124,56,110,0,47.91594,-66.21001,28,14,0,1,1
124,56,117,0,46.83645,-67.14385,28,14,0,1,1
124,56,125,1,46.073502,-65.366544,28,14,0,1,1
124,56,131,1,46.182678,-64.118707,28,14,0,1,1
124,56,137,1,45.90808,-66.25363,28,14,0,1,1
124,56,217,1,46.717616,-67.249359,28,14,0,1,1
124,57,1,1,46.70801,-53.4743,29,8,0,1,1
124,57,2,0,46.93472,-55.53559,29,8,0,1,1
124,57,3,1,47.58182,-52.6783,29,8,0,1,1
124,57,4,1,47.7166,-53.49419,29,8,0,1,1
124,57,5,0,47.58256,-54.88131,29,8,0,1,1
124,57,6,1,47.09373,-55.73472,29,8,0,1,1
124,57,8,1,47.61596,-57.62376,29,8,0,1,1
124,57,9,1,48.52782,-59.04093,29,8,0,1,1
124,57,10,1,47.86874,-59.19222,29,8,0,1,1
124,57,11,1,48.70126,-53.08542,29,8,0,1,1
124,57,12,1,48.64839,-53.87089,29,8,0,1,1
124,57,13,1,48.84491,-55.50898,29,8,0,1,1
124,57,14,1,48.80759,-56.78723,29,8,0,1,1
124,57,15,1,48.17505,-57.74377,29,8,0,1,1
124,57,16,1,48.22512,-58.84443,29,8,0,1,1
124,57,17,1,49.0163,-53.88541,29,8,0,1,1
124,57,18,1,49.26633,-54.48369,29,8,0,1,1
124,57,19,1,49.17495,-55.37649,29,8,0,1,1
124,57,20,1,49.75178,-56.0239,29,8,0,1,1
124,57,21,1,49.85593,-57.79948,29,8,0,1,1
124,57,22,1,50.8746,-56.12527,25,8,0,1,1
124,57,23,1,50.69045,-57.34239,29,8,0,1,1
124,57,24,1,51.37223,-55.59776,25,8,0,1,1
124,57,25,0,51.29187,-56.74013,25,8,0,1,1
124,57,36,1,53.29591,-60.29987,29,8,0,1,1
124,57,37,1,53.4272,-65.1431,25,7,0,1,1
124,57,38,0,53.54743,-56.82886,25,8,0,1,1
124,57,39,1,53.5353,-63.9294,25,7,0,1,1
124,57,40,1,53.48171,-64.71288,25,7,0,1,1
124,57,41,1,53.04657,-66.52966,25,7,0,1,1
124,57,42,1,53.11685,-61.98748,25,8,0,1,1
124,57,43,1,52.55614,-59.2751,29,7,0,1,1
124,57,102,1,46.93472,-55.53559,29,8,0,1,1
124,57,105,1,47.58273,-54.88036,29,8,0,1,1
124,57,121,1,49.4923,-57.92655,29,8,0,1,1
124,57,125,1,51.31228,-56.74056,25,8,0,1,1
124,57,138,1,53.68051,-57.03025,29,8,0,1,1
124,57,225,1,51.93558,-56.36639,25,8,0,1,1
124,57,919,0,48.49383,-54.01716,29,8,0,1,3
124,57,921,0,49.43703,-58.13215,29,8,0,1,3
840,58,1,1,42.9015085,-71.8661202,27,14,0,1,1
840,58,2,0,42.9514077,-71.0690899,12,30,0,1,1
840,58,3,1,42.8007764,-72.1685998,27,14,0,1,1
840,58,4,1,43.2321417,-70.9134599,12,30,0,1,1
840,58,5,1,43.1841551,-71.686612,27,14,0,1,1
840,58,6,1,43.1980043,-71.2880123,27,30,0,1,1
840,58,7,1,43.2494327,-71.6191959,27,14,0,1,1
840,58,8,1,43.2499219,-71.1982777,27,30,0,1,1
840,58,9,1,43.3742607,-71.6070436,27,14,0,1,1
840,58,10,1,43.4146177,-71.204272,27,14,0,1,1
840,58,11,1,43.4568165,-71.8805982,27,14,0,1,1
840,58,12,1,43.9913408,-71.2929175,28,14,0,1,1
840,58,13,1,43.0263963,-72.3814817,27,14,0,1,1
840,58,14,1,43.0768236,-72.2121162,27,14,0,1,1
840,58,15,1,43.5045711,-72.1318885,27,14,0,1,1
840,58,16,0,44.1166667,-71.35,28,14,0,1,1
840,58,17,1,44.3571867,-71.3885019,28,14,0,1,1
840,58,18,1,44.1798777,-71.7063079,28,14,0,1,1
840,58,19,1,44.6075764,-71.3190129,28,14,0,1,1
840,58,20,1,44.6832807,-71.5868762,28,14,0,1,1
840,58,21,1,44.8672811,-71.3006396,28,14,0,1,1
840,58,22,1,44.9972951,-71.3746691,28,14,0,1,1
840,58,23,1,44.0894974,-71.2050191,28,14,0,1,1
840,58,102,1,42.9513695,-71.0680056,12,30,0,1,1
840,58,116,1,44.0969107,-71.3537309,28,14,0,1,1
840,59,1,1,39.8314157,-75.1462189,4,30,0,1,1
840,59,2,1,39.3852634,-75.3494715,4,30,0,1,1
840,59,3,1,39.5314149,-75.1074594,4,30,0,1,1
840,59,4,0,39.6822997,-75.4913609,4,30,0,1,1
840,59,5,1,39.9994195,-74.2280982,4,30,0,1,1
840,59,6,1,39.7769177,-74.9720939,4,30,0,1,1
840,59,7,0,39.6956577,-74.8443379,4,30,0,1,1
840,59,8,0,39.9721857,-74.8571779,4,30,0,1,1
840,59,9,0,39.4166137,-74.9255249,4,30,0,1,1
840,59,10,1,40.5089177,-74.9307429,10,29,0,1,1
840,59,11,0,40.0824665,-74.288646,4,30,0,1,1
840,59,12,0,40.2684307,-74.7255729,4,30,0,1,1
840,59,13,1,40.1672217,-74.0627799,4,30,0,1,1
840,59,14,0,40.5107877,-74.9305639,10,29,0,1,1
840,59,15,0,40.1964127,-74.5975039,4,29,0,1,1
840,59,16,0,40.8633847,-75.0149169,12,28,0,1,1
840,59,17,0,40.8343707,-74.1099179,10,29,0,1,1
840,59,18,1,41.0726673,-74.2556528,12,28,0,1,1
840,59,19,1,41.1181687,-74.7967659,13,28,0,1,1
840,59,20,1,40.6572687,-75.0997599,13,28,0,1,1
