countrynum,statenum,Route,Active,Lati,Longi,Stratum,BCR,LandTypeID,RouteTypeID,RouteTypeDetailId
840,2,1,1,34.868688,-87.6041417,14,27,0,1,1
840,2,2,0,34.6386747,-87.1912919,14,24,0,1,1
840,2,3,0,34.8,-87.7333333,14,24,0,1,1
840,2,4,1,34.0297881,-87.0592352,13,28,0,1,1
840,2,5,0,34.2016687,-86.4934089,13,28,0,1,1
840,2,6,1,34.5012877,-86.6855493,14,24,0,1,1
840,2,7,1,34.8680404,-86.2030371,14,24,0,1,1
840,2,8,1,34.0278089,-85.7110414,13,28,0,1,1
840,2,9,0,34.3039507,-85.9267589,13,28,0,1,1
840,2,10,1,33.1913463,-85.9258408,11,29,0,1,1
840,2,11,0,33.6257237,-85.7518379,13,28,0,1,1
840,2,12,1,33.6076572,-85.7511714,13,28,0,1,1
840,2,13,1,33.8116977,-86.1153789,13,28,0,1,1
840,2,14,1,33.4549551,-86.6010915,13,28,0,1,1
840,2,15,1,33.6822947,-86.8721632,13,28,0,1,1
840,2,16,1,33.8481773,-87.5888357,13,27,0,1,1
840,2,17,1,33.5263185,-87.0044623,13,28,0,1,1
840,2,18,0,33.15,-87,4,28,0,1,1
840,2,19,1,33.4765537,-88.1712189,4,27,0,1,1
840,2,20,1,32.1307226,-88.3172665,4,27,0,1,1
840,2,21,1,32.2782397,-87.8359539,4,27,0,1,1
840,2,22,1,32.442715,-87.2158334,4,27,0,1,1
840,2,23,1,32.7846996,-87.5153953,4,27,0,1,1
840,2,24,1,32.1312407,-86.2754989,4,27,0,1,1
840,2,25,1,32.6594297,-86.7017714,4,27,0,1,1
840,2,26,1,32.5890245,-86.1307777,4,27,0,1,1
840,2,27,1,32.3116131,-85.5530853,4,27,0,1,1
840,2,28,1,32.8854647,-85.2044589,11,29,0,1,1
840,2,29,1,32.1473077,-85.0626449,4,27,0,1,1
840,2,30,1,31.3388298,-85.5895835,4,27,0,1,1
840,2,31,1,31.0081277,-85.2112631,4,27,0,1,1
840,2,32,1,31.7165541,-85.8156189,4,27,0,1,1
840,2,33,1,31.5859083,-86.250378,4,27,0,1,1
840,2,34,1,31.4439507,-86.6131969,4,27,0,1,1
840,2,35,1,30.9977072,-86.8858316,4,27,0,1,1
840,2,36,1,31.7399574,-87.2090516,4,27,0,1,1
840,2,37,0,31.0969767,-87.8321999,4,27,0,1,1
840,2,38,1,31.3180673,-87.1203132,4,27,0,1,1
840,2,39,1,31.632605,-88.3131441,4,27,0,1,1
840,2,40,0,30.2540327,-88.1125479,3,27,0,1,1
840,2,41,0,30.2818577,-87.5183809,3,27,0,1,1
840,2,42,0,30.3701137,-87.6833489,3,27,0,1,1
840,2,43,1,33.1156047,-87.1007539,13,27,0,1,1
840,2,44,0,33.5909437,-86.6965489,13,28,0,1,1
840,2,45,1,34.1311637,-87.7621469,4,27,0,1,1
840,2,46,1,34.3142387,-86.4773569,13,28,0,1,1
840,2,47,1,33.1379607,-87.8205274,4,27,0,1,1
840,2,48,1,32.6807827,-88.1229309,4,27,0,1,1
840,2,49,1,32.8055085,-87.7643955,4,27,0,1,1
840,2,50,1,32.3276808,-86.7118894,4,27,0,1,1
840,2,51,1,32.5816871,-85.7164607,11,28,0,1,1
840,2,52,1,31.2926075,-88.38516,4,27,0,1,1
840,2,53,1,31.7097587,-87.7767179,4,27,0,1,1
840,2,54,1,31.2223969,-86.0994295,4,27,0,1,1
840,2,55,1,31.6676037,-85.6508719,4,27,0,1,1
840,2,56,0,33.4572917,-86.2574629,13,28,0,1,1
840,2,57,1,34.4236313,-87.3907904,13,28,0,1,1
840,2,58,1,34.5810567,-85.565583,13,28,0,1,1
840,2,59,1,33.2811827,-88.0092154,4,27,0,1,1
840,2,60,1,33.2638251,-87.4241383,4,27,0,1,1
840,2,61,1,33.718519,-86.4457647,13,28,0,1,1
840,2,62,0,33.9282957,-85.4680639,11,28,0,1,1
840,2,63,1,32.4128107,-87.5381089,4,27,0,1,1
840,2,64,0,32.8224147,-86.1118009,11,28,0,1,1
840,2,65,1,32.4341515,-85.8711729,4,27,0,1,1
840,2,66,1,31.2283931,-87.0654001,4,27,0,1,1
840,2,67,1,31.4086552,-86.270046,4,27,0,1,1
840,2,68,1,31.0322875,-85.4115544,4,27,0,1,1
840,2,69,1,30.9422777,-88.3523559,4,27,0,1,1
840,2,70,1,30.3038647,-87.7299991,3,27,0,1,1
840,2,71,1,34.7961251,-87.3837235,14,24,0,1,1
840,2,72,1,34.9292307,-86.9887629,14,24,0,1,1
840,2,73,1,34.9895137,-86.0671689,21,28,0,1,1
840,2,102,1,34.6030578,-87.2543912,14,24,0,1,1
840,2,105,1,34.2126918,-86.4734413,13,28,0,1,1
840,2,109,1,34.3086241,-85.9323092,13,28,0,1,1
840,2,111,1,33.6296357,-85.7466579,13,28,0,1,1
840,2,137,1,31.0706664,-87.8350582,4,27,0,1,1
840,2,140,1,30.248466,-88.1123348,3,27,0,1,1
840,2,141,1,30.2816323,-87.5183917,3,27,0,1,1
840,2,142,1,30.370222,-87.6024375,3,27,0,1,1
840,2,156,1,33.2905307,-86.3312989,13,28,0,1,1
840,2,162,1,33.9413322,-85.450491,11,28,0,1,1
840,2,164,1,32.822371,-86.1117753,11,28,0,1,1
840,2,201,1,34.2884067,-88.0675579,4,27,0,1,1
840,2,203,1,34.8223669,-86.6604516,14,24,0,1,1
840,2,204,1,34.7575557,-85.8594579,13,28,0,1,1
840,2,205,1,33.6853138,-88.1671198,4,27,0,1,1
840,2,206,0,33.8168747,-87.1378259,13,28,0,1,1
840,2,207,1,33.8564625,-86.3813006,13,28,0,1,1
840,2,208,1,33.3180161,-86.1573541,13,28,0,1,1
840,2,209,1,33.1844368,-85.464604,11,29,0,1,1
840,2,210,1,32.1930088,-87.3792753,4,27,0,1,1
840,2,211,1,32.4860839,-86.5697685,4,27,0,1,1
840,2,212,1,32.5033347,-85.2532189,4,27,0,1,1
840,2,213,1,31.1365731,-88.2207774,4,27,0,1,1
840,2,214,1,31.7459607,-87.6361759,4,27,0,1,1
840,2,215,1,31.9052647,-86.1853409,4,27,0,1,1
840,2,216,1,31.7296264,-85.2558091,4,27,0,1,1
840,2,217,1,30.4866365,-88.3854517,3,27,0,1,1
840,2,218,1,30.803493,-87.6374375,3,27,0,1,1
840,2,306,1,33.8163386,-87.1416542,13,28,0,1,1
840,2,750,1,34.4761164,-86.4676524,14,24,0,2,1
840,2,751,1,33.5919601,-86.2041575,13,28,0,2,1
840,2,752,1,32.6683647,-87.2422029,4,27,0,2,1
840,2,753,1,31.3769106,-87.723299,4,27,0,2,1
840,2,754,1,30.688444,-87.969378,4,27,0,2,1
840,2,900,0,34.95,-87.15,14,24,0,1,3
840,2,901,1,34.664049,-88.089857,4,27,0,1,3
840,3,1,1,64.552796,-141.2785932,25,4,0,1,1
840,3,2,1,65.7907167,-144.0890949,25,4,0,1,1
840,3,3,1,65.2698047,-146.727508,25,4,0,1,1
840,3,4,1,64.2556227,-146.0769649,25,4,0,1,1
840,3,5,1,65.5631957,-148.417832,25,4,0,1,1
840,3,6,0,62.5131787,-143.1732939,68,4,0,1,1
840,3,7,1,62.7247807,-143.8893879,68,4,0,1,1
840,3,8,1,63.6152141,-143.9862892,25,4,0,1,1
840,3,9,1,62.4798162,-144.828553,68,4,0,1,1
840,3,10,1,63.0127307,-141.8052529,25,4,0,1,1
840,3,11,1,63.0531897,-146.0607299,68,4,0,1,1
840,3,12,1,63.2771884,-147.944427,68,4,0,1,1
840,3,13,1,63.3793062,-148.86,68,4,0,1,1
840,3,15,1,63.5152626,-150.0484937,68,4,0,1,1
840,3,16,0,60.1279267,-149.434341,96,5,0,1,1
840,3,17,0,61.4001137,-149.842561,96,4,0,1,1
840,3,18,0,60.4588347,-150.274628,96,4,0,1,1
840,3,19,0,59.5666667,-151.3333333,96,4,0,1,1
840,3,20,0,58.2513877,-134.6277769,94,5,0,1,1
840,3,21,1,58.4423687,-134.7660128,94,5,0,1,1
840,3,23,1,55.5557449,-133.0848056,94,5,0,1,1
840,3,24,1,55.3269454,-131.5213101,94,5,0,1,1
840,3,25,1,59.3363717,-135.5684509,94,5,0,1,1
840,3,26,0,55.6333333,-132.75,94,5,0,1,1
840,3,28,1,60.2959485,-151.2763427,96,4,0,1,1
840,3,29,0,61.7327327,-148.752472,96,4,0,1,1
840,3,30,1,61.6593477,-150.1403586,96,4,0,1,1
840,3,31,0,57.8166195,-152.6228043,96,2,0,1,1
840,3,40,0,64.9459157,-146.250915,25,4,0,1,1
840,3,41,1,64.5464143,-146.9948586,25,4,0,1,1
840,3,42,0,64.8922107,-147.541411,25,4,0,1,1
840,3,50,1,60.4971524,-145.870208,96,5,0,1,1
840,3,51,1,61.0587623,-145.9169019,68,5,0,1,1
840,3,52,1,61.7342231,-144.9583298,68,4,0,1,1
840,3,53,1,61.937256,-147.1759823,68,5,0,1,1
840,3,54,1,62.3624206,-145.3725998,68,4,0,1,1
840,3,55,1,61.6605217,-145.1834259,68,4,0,1,1
840,3,60,1,58.5472473,-155.7906521,25,2,0,1,1
840,3,84,0,64.5,-157,25,4,0,1,1
840,3,90,1,51.8267727,-176.63582,99,1,0,1,1
840,3,101,1,64.1668176,-141.4111936,25,4,0,1,1
840,3,112,0,62.0285997,-145.3989869,68,4,0,1,1
840,3,113,0,62.7457057,-150.121842,68,4,0,1,1
840,3,115,1,63.7379551,-149.2910681,68,4,0,1,1
840,3,116,0,60.5022017,-149.370988,96,5,0,1,1
840,3,117,1,61.5848177,-149.442293,96,5,0,1,1
840,3,118,1,60.5957398,-150.7868883,96,4,0,1,1
840,3,119,1,59.7967661,-151.7956533,96,5,0,1,1
840,3,121,0,56.8076137,-132.9127349,94,5,0,1,1
840,3,122,1,57.0173668,-135.1551062,94,5,0,1,1
840,3,123,0,55.688234,-132.6257,94,5,0,1,1
840,3,124,0,56.4698397,-132.3749999,94,5,0,1,1
840,3,125,1,59.4439512,-139.5646039,94,5,0,1,1
840,3,131,1,57.5333333,-152.45,96,2,0,1,1
840,3,142,1,65.0544087,-146.0599662,25,4,0,1,1
840,3,180,1,59.0346173,-158.5270562,25,2,0,1,1
840,3,191,1,55.269419,-162.8976207,99,2,0,1,1
840,3,192,1,58.6704647,-156.4585984,25,2,0,1,1
840,3,212,1,62.2317426,-146.515638,68,4,0,1,1
840,3,213,0,62.3970477,-150.262923,68,4,0,1,1
840,3,216,1,60.7796745,-149.5527653,96,5,0,1,1
840,3,217,0,61.6306207,-149.830079,96,4,0,1,1
840,3,218,1,60.3668387,-151.371947,96,4,0,1,1
840,3,219,0,59.4466527,-151.486467,96,4,0,1,1
840,3,221,1,56.7395445,-132.7658694,94,5,0,1,1
840,3,223,1,55.844263,-132.54334,94,5,0,1,1
840,3,224,1,56.4599307,-132.3798899,94,5,0,1,1
840,3,231,1,57.8128265,-152.6177,96,2,0,1,1
840,3,284,1,64.7706568,-157.0287273,25,4,0,2,1
840,3,313,1,62.3172987,-150.2366378,68,4,0,1,1
840,3,318,1,60.5259627,-150.5656383,96,4,0,1,1
840,3,319,1,59.6464107,-151.560698,96,4,0,1,1
840,3,321,1,59.4178465,-139.0217497,94,5,0,1,1
840,3,372,1,67.6695397,-149.71492,99,3,0,1,1
840,3,401,1,61.4001417,-149.842437,96,4,0,1,1
840,3,402,1,64.4875219,-165.3122783,99,2,0,1,1
840,3,403,1,66.4417734,-150.6324337,99,4,0,1,1
840,3,404,1,67.0166107,-150.29011,99,3,0,1,1
840,3,405,1,64.5451414,-164.4368625,99,2,0,1,1
840,3,406,1,64.0157146,-145.7282965,25,4,0,1,1
840,3,407,1,64.0145247,-159.809447,25,4,0,2,1
840,3,408,1,68.4265923,-149.3473217,99,3,0,1,1
840,3,409,1,68.8572136,-148.8351789,99,3,0,1,1
840,3,410,1,63.5963002,-158.0780083,25,4,0,2,1
840,3,411,1,57.9218687,-135.0455629,94,5,0,1,1
840,3,412,1,56.2075277,-133.0775149,94,5,0,1,1
840,3,413,0,63.0461337,-146.0316309,68,4,0,1,1
840,3,414,1,66.3335727,-152.9504467,25,4,11,2,1
840,3,415,1,62.9510075,-155.5890429,25,4,0,1,1
840,3,416,1,66.5800037,-151.942126,25,4,0,2,1
840,3,417,0,61.5640897,-149.350356,96,4,0,1,1
840,3,418,1,65.0076556,-150.6131749,25,4,0,1,1
840,3,419,1,65.4883997,-148.65472,25,4,0,1,1
840,3,420,1,63.6093407,-142.3235417,25,4,0,1,1
840,3,421,1,63.583047,-157.8441809,25,4,0,2,1
840,3,422,1,64.7776327,-165.9993285,99,2,0,1,1
840,3,423,1,64.4609377,-155.523896,25,4,0,1,1
840,3,424,1,64.61589,-165.3015102,99,2,0,1,1
840,3,425,1,59.5294227,-135.3507079,94,5,0,1,1
840,3,426,1,62.0526113,-163.1690916,99,2,0,1,1
840,3,427,1,64.8314753,-166.0880717,99,2,0,1,1
840,3,428,1,64.9122387,-147.942277,25,4,0,1,1
840,3,429,1,56.3501108,-132.7665559,94,5,0,1,1
840,3,430,1,66.6919918,-144.7314019,25,4,0,2,1
840,3,431,1,63.856257,-145.7381802,25,4,0,1,1
840,3,432,1,61.2964911,-149.7786148,96,4,0,1,1
840,3,433,1,62.9209173,-160.6919837,25,4,0,2,1
840,3,434,1,59.531682,-159.6936457,99,2,0,2,1
840,3,435,1,57.8376397,-135.0598309,94,99,0,1,1
840,3,436,1,60.8732615,-161.6032109,99,2,0,2,1
840,3,437,1,60.6947613,-161.6098199,99,2,0,2,1
840,3,438,1,67.8544008,-163.3028181,99,3,0,1,1
840,3,439,1,55.9156605,-130.0162113,94,5,0,1,1
840,3,440,1,62.9117822,-155.6186013,25,4,0,1,1
840,3,442,1,59.8562241,-160.6818422,99,2,0,2,1
840,3,444,1,66.9018584,-162.563881,99,2,0,1,1
840,3,445,1,66.2372145,-152.1177445,25,4,11,2,1
840,3,760,1,59.3271587,-161.028716,25,99,0,2,1
840,3,811,0,67.1032427,-158.274781,25,4,0,2,6
840,3,812,0,61.9166667,-147.6666667,68,4,0,1,6
840,3,816,0,60.3856237,-149.68837,96,5,0,1,6
840,3,817,0,61,-149,96,5,0,1,6
840,3,821,0,59.4192119,-139.0259182,94,5,0,1,6
840,3,822,0,57.1269767,-135.3478099,94,5,0,1,6
840,3,824,0,56,-132,94,5,0,1,6
840,3,825,0,59,-139,94,5,0,1,6
840,3,832,0,61.2560417,-149.544356,96,5,0,1,6
840,3,850,0,60.4652137,-145.3482303,96,5,0,1,1
840,3,851,0,61.1264627,-146.358644,96,5,0,1,6
840,3,880,0,59.2727127,-158.621354,25,2,0,1,6
840,3,881,0,66.5989357,-159.1257,25,2,0,1,6
840,3,882,0,66.5554507,-159.029436,25,2,0,1,6
840,3,883,1,64.7399997,-156.966,25,4,0,1,6
840,3,884,0,66.8910427,-162.553573,99,2,0,1,6
840,3,891,0,55.1689487,-162.742293,99,2,0,1,6
840,3,892,0,58.6712837,-156.459427,99,2,0,1,6
840,3,901,1,63.0291587,-145.4974345,68,4,0,1,3
840,3,902,1,62.4422837,-143.0712119,68,4,0,1,3
840,3,903,1,61.5260959,-144.4072212,68,4,0,1,3
840,3,905,1,61.4337187,-142.9452499,68,4,0,1,3
840,3,906,1,56.6468465,-131.8566825,94,99,0,2,3
840,3,907,1,56.7078365,-134.2423435,94,5,0,1,3
124,4,1,1,49.93222,-110.84452,38,11,0,1,1
124,4,2,1,49.87324,-111.4102,38,11,0,1,1
124,4,3,1,49.08995,-112.39699,65,11,0,1,1
124,4,4,1,49.81509,-113.56982,38,11,0,1,1
124,4,5,0,49.6325,-114.58692,64,10,0,1,1
124,4,6,1,50.74668,-110.25869,38,11,0,1,1
124,4,7,0,50.56388,-111.84916,38,11,0,1,1
124,4,8,0,50.30279,-112.02041,38,11,0,1,1
124,4,9,1,50.60147,-113.02852,38,11,0,1,1
124,4,10,1,50.48053,-114.42456,30,10,0,1,1
124,4,11,1,51.00887,-110.7956,37,11,0,1,1
124,4,12,0,51.32875,-111.07823,37,11,0,1,1
124,4,13,1,51.77818,-112.64694,37,11,0,1,1
124,4,14,0,51.21261,-113.77234,30,11,0,1,1
124,4,15,1,51.83143,-114.45039,30,6,0,1,1
124,4,16,0,51.09521,-115.09111,64,10,0,1,1
124,4,17,1,51.46021,-116.22023,64,10,0,1,1
124,4,18,1,52.46309,-110.65127,30,11,0,1,1
124,4,19,1,52.20111,-111.07638,37,11,0,1,1
124,4,20,1,52.17208,-112.33861,37,11,0,1,1
124,4,21,0,52.20126,-113.22753,30,11,0,1,1
124,4,22,1,52.02799,-114.47782,30,6,0,1,1
124,4,23,0,52.49814,-116.00016,29,6,0,1,1
124,4,24,1,52.25872,-116.39168,29,10,0,1,1
124,4,25,1,52.73141,-117.63709,64,10,0,1,1
124,4,26,1,53.49666,-110.86644,30,11,0,1,1
124,4,27,1,53.71555,-111.52556,30,11,0,1,1
124,4,28,1,53.33769,-112.78208,30,11,0,1,1
124,4,29,1,53.68701,-113.88548,30,11,0,1,1
124,4,30,1,53.16381,-114.22008,30,6,0,1,1
124,4,31,1,53.80272,-115.26551,29,6,0,1,1
124,4,32,1,53.59917,-116.40425,29,6,0,1,1
124,4,33,1,53.3741,-117.71063,29,6,0,1,1
124,4,34,1,53.81254,-118.48345,29,10,0,1,1
124,4,36,1,54.0577,-110.8863,30,6,0,1,1
124,4,37,1,54.26763,-111.2782,30,6,0,1,1
124,4,38,1,54.49999,-112.97986,29,6,0,1,1
124,4,39,1,54.83513,-113.15816,29,6,0,1,1
124,4,40,1,54.12038,-114.71491,29,6,0,1,1
124,4,41,0,54.76026,-115.53764,29,6,0,1,1
124,4,42,1,54.13311,-116.21592,30,6,0,1,1
124,4,43,1,54.76609,-117.24782,30,6,0,1,1
124,4,44,1,54.75011,-118.22621,30,6,0,1,1
124,4,45,0,54.93788,-119.19583,30,6,0,1,1
124,4,46,1,55.55421,-110.90708,29,6,0,1,1
124,4,47,1,55.00613,-111.73195,29,6,0,1,1
124,4,48,0,55.38705,-112.45371,29,6,0,1,1
124,4,49,1,55.486,-113.44,29,6,0,1,1
124,4,50,1,55.49903,-114.91416,29,6,0,1,1
124,4,51,0,55.25797,-115.38534,29,6,0,1,1
124,4,52,0,55.5528,-116.78184,29,6,0,1,1
124,4,53,1,55.78143,-117.82555,29,6,0,1,1
124,4,54,1,55.84027,-118.45722,29,6,0,1,1
124,4,55,1,55.1415,-119.21774,30,6,0,1,1
124,4,57,0,56.23349,-111.67212,29,6,0,1,1
124,4,61,1,56.28424,-115.36416,29,6,0,1,1
124,4,62,1,56.3628,-117.00335,29,6,0,1,1
124,4,63,1,56.27611,-117.82119,29,6,0,1,1
124,4,64,1,56.50842,-118.73912,29,6,0,1,1
124,4,65,1,56.19496,-119.8199,29,6,0,1,1
124,4,73,1,57.06812,-117.61089,29,6,0,1,1
124,4,77,1,59.98857,-111.83849,25,6,0,1,1
124,4,78,1,59.31102,-112.48716,29,6,0,1,1
124,4,79,1,59.86175,-111.61484,25,6,0,1,1
124,4,96,1,50.98545,-115.07526,64,10,0,1,1
124,4,101,1,49.26127,-110.69079,38,11,0,1,1
124,4,102,1,49.58229,-111.69789,38,11,0,1,1
124,4,103,1,49.61134,-112.1495,38,11,0,1,1
124,4,104,1,49.90214,-113.09867,38,11,0,1,1
124,4,105,1,49.0201,-114.04528,65,10,0,1,1
124,4,106,1,50.00432,-110.07319,38,11,0,1,1
124,4,107,1,50.92139,-111.11275,38,11,0,1,1
124,4,108,0,50.30279,-112.02041,38,11,0,1,1
124,4,109,1,50.42635,-113.82728,37,11,0,1,1
124,4,110,0,50.54263,-114.09345,37,11,0,1,1
124,4,111,1,51.44533,-110.38028,37,11,0,1,1
124,4,112,1,51.57551,-111.20079,37,11,0,1,1
124,4,113,1,51.95441,-112.13115,37,11,0,1,1
124,4,114,1,51.56148,-113.89621,30,11,0,1,1
124,4,115,1,51.54794,-114.21268,30,11,0,1,1
124,4,116,1,51.66166,-115.40694,29,6,0,1,1
124,4,118,1,52.93074,-110.58437,30,11,0,1,1
124,4,119,1,52.90149,-111.89042,30,11,0,1,1
124,4,120,1,52.63801,-111.99628,30,11,0,1,1
124,4,121,1,52.61069,-113.98702,30,11,0,1,1
124,4,122,1,52.5814,-114.40959,30,6,0,1,1
124,4,123,1,52.20935,-115.96781,64,6,0,1,1
124,4,125,1,52.48771,-117.51832,64,10,0,1,1
124,4,126,1,53.29003,-110.54172,30,11,0,1,1
124,4,127,1,53.10329,-111.76012,30,11,0,1,1
124,4,128,1,53.10505,-112.14825,30,11,0,1,1
124,4,129,1,53.11978,-113.1229,30,11,0,1,1
124,4,130,0,53.54122,-114.78685,30,6,0,1,1
124,4,131,1,53.77362,-115.61189,29,6,0,1,1
124,4,136,1,54.18052,-110.30494,29,6,0,1,1
124,4,137,1,54.75735,-111.97184,29,6,0,1,1
124,4,138,1,54.43414,-112.8288,30,6,0,1,1
124,4,139,1,54.05083,-113.91555,30,11,0,1,1
124,4,141,1,54.74231,-115.78253,29,6,0,1,1
124,4,143,1,54.36335,-117.03659,30,6,0,1,1
124,4,147,1,55.66923,-111.10694,29,6,0,1,1
124,4,149,1,55.90366,-113.69851,29,6,0,1,1
124,4,152,1,55.59954,-116.61371,29,6,0,1,1
124,4,153,1,55.08341,-117.357,30,6,0,1,1
124,4,154,1,55.69463,-118.38853,30,6,0,1,1
124,4,155,1,55.31601,-119.66554,30,6,0,1,1
124,4,157,1,56.1651,-110.85584,29,6,0,1,1
124,4,163,1,56.74097,-117.45825,29,6,0,1,1
124,4,164,1,56.24743,-118.07956,29,6,0,1,1
124,4,165,1,56.36365,-119.0307,29,6,0,1,1
124,4,196,1,50.6917,-115.13917,64,10,0,1,1
124,4,201,1,49.53812,-110.27546,38,11,0,1,1
124,4,202,1,49.34847,-111.79937,38,11,0,1,1
124,4,203,1,49.38423,-112.65106,38,11,0,1,1
124,4,204,1,49.26174,-113.65683,38,11,0,1,1
124,4,205,1,49.63589,-114.48967,64,10,0,1,1
124,4,206,1,50.22206,-110.96022,38,11,0,1,1
124,4,207,1,50.15235,-111.98355,38,11,0,1,1
124,4,208,1,50.16448,-112.31428,38,11,0,1,1
124,4,209,1,50.48464,-113.39021,38,11,0,1,1
124,4,210,1,50.51364,-114.2469,37,11,0,1,1
124,4,211,1,51.35788,-110.19278,38,11,0,1,1
124,4,212,1,51.76553,-111.51697,37,11,0,1,1
124,4,213,1,51.18333,-112.33055,37,11,0,1,1
124,4,214,1,51.4154,-113.7321,30,11,0,1,1
124,4,215,1,51.21046,-114.7631,29,10,0,1,1
124,4,218,1,52.28851,-110.19538,30,11,0,1,1
124,4,219,1,52.66775,-111.10859,30,11,0,1,1
124,4,220,1,52.52175,-112.85969,30,11,0,1,1
124,4,221,1,52.55125,-113.93962,30,11,0,1,1
124,4,222,1,52.65721,-114.19363,30,6,0,1,1
124,4,223,0,52.79593,-115.52037,29,6,0,1,1
124,4,225,1,52.98463,-117.34166,29,10,0,1,1
124,4,226,1,53.26353,-110.15187,30,11,0,1,1
124,4,227,1,53.77624,-111.24257,30,6,0,1,1
124,4,228,1,53.93434,-112.70335,30,11,0,1,1
124,4,229,1,53.3377,-113.85339,30,11,0,1,1
124,4,230,1,53.48311,-114.78773,30,6,0,1,1
124,4,231,1,53.72457,-115.71055,29,6,0,1,1
124,4,236,1,54.3556,-110.35393,29,6,0,1,1
124,4,237,1,54.4716,-111.37939,29,6,0,1,1
124,4,238,1,54.23924,-112.22591,30,6,0,1,1
124,4,239,1,54.03624,-113.32135,30,6,0,1,1
124,4,240,0,54.47181,-114.0776,29,6,0,1,1
124,4,241,1,54.03515,-115.11754,29,6,0,1,1
124,4,251,1,54.999,-115.25994,29,6,0,1,1
124,4,252,1,55.43233,-116.4117,29,6,0,1,1
124,4,253,1,55.43279,-117.17992,30,6,0,1,1
124,4,254,1,55.34589,-118.35911,30,6,0,1,1
124,4,255,1,55.46148,-119.0514,30,6,0,1,1
124,4,301,0,49.52351,-110.68143,38,11,0,1,1
124,4,302,1,49.75642,-111.51741,38,11,0,1,1
124,4,303,1,49.46501,-112.42692,38,11,0,1,1
124,4,304,1,49.74948,-113.78431,38,11,0,1,1
124,4,306,1,50.55749,-110.32547,38,11,6,1,1
124,4,307,1,50.93578,-111.86568,38,11,0,1,1
124,4,308,0,50.60144,-112.99408,38,11,0,1,1
124,4,309,1,50.01932,-113.39054,38,11,0,1,1
124,4,310,1,50.27017,-114.20751,37,11,0,1,1
124,4,311,1,51.44452,-110.91913,37,11,0,1,1
124,4,312,1,51.41613,-111.47615,37,11,0,1,1
124,4,313,1,51.32885,-112.04431,37,11,0,1,1
124,4,314,1,51.35786,-113.16917,30,11,0,1,1
124,4,315,1,51.32922,-114.25969,30,11,0,1,1
124,4,318,1,52.01191,-110.74296,30,11,0,1,1
124,4,319,1,51.99756,-111.81444,37,11,0,1,1
124,4,320,1,52.81435,-112.03574,30,11,0,1,1
124,4,321,1,52.72674,-113.22096,30,11,0,1,1
124,4,322,1,52.40635,-114.40958,30,6,0,1,1
124,4,323,0,52.52326,-115.95438,29,6,0,1,1
124,4,326,1,53.99143,-110.94575,30,6,0,1,1
124,4,327,1,53.45383,-111.13402,30,6,0,1,1
124,4,328,1,53.30862,-112.78189,30,11,0,1,1
124,4,329,1,53.1343,-113.19621,30,11,0,1,1
124,4,330,1,53.62844,-114.3987,30,6,0,1,1
124,4,331,1,53.61388,-115.45111,29,6,0,1,1
124,4,336,1,54.63619,-110.76131,29,6,0,1,1
124,4,337,1,54.26769,-111.2532,30,6,0,1,1
124,4,338,1,54.67334,-112.37493,30,6,0,1,1
124,4,339,1,54.61755,-113.43309,29,6,0,1,1
124,4,340,1,54.34059,-114.48941,29,6,0,1,1
124,4,352,1,55.43277,-116.30623,29,6,0,1,1
124,4,353,1,56.00454,-117.18531,29,6,0,1,1
124,4,354,1,55.81052,-118.12955,29,6,0,1,1
124,4,355,1,55.2579,-119.97593,30,6,0,1,1
124,4,401,1,49.86216,-110.68174,38,11,0,1,1
124,4,404,1,49.98083,-113.908,30,10,0,1,1
124,4,407,1,50.56388,-111.84916,38,11,0,1,1
124,4,408,1,50.92147,-112.17449,38,11,0,1,1
124,4,411,1,50.70277,-110.60929,38,11,0,1,1
124,4,412,1,51.27059,-111.19086,37,11,0,1,1
124,4,413,1,49.34834,-112.26998,38,11,0,1,1
124,4,414,1,51.67828,-113.666157,30,11,0,1,1
124,4,421,1,52.20114,-113.21913,30,11,0,1,1
124,4,430,1,53.01772,-114.17258,30,6,0,1,1
124,4,438,1,54.91816,-112.01798,29,6,0,1,1
124,4,440,1,54.23922,-114.05202,29,6,0,1,1
124,4,452,1,55.11255,-116.79778,29,6,0,1,1
124,4,501,1,50.08913,-111.56814,38,11,0,1,1
124,4,508,1,50.83397,-112.45127,37,11,0,1,1
124,4,512,1,49.10149,-110.56255,38,11,0,1,1
124,4,540,1,54.48029,-114.15326,29,6,0,1,1
124,4,608,1,50.60144,-112.99408,38,11,0,1,1
124,4,612,1,49.10149,-110.56255,38,11,0,1,1
124,4,712,1,49.10149,-110.56255,38,11,0,1,1
124,4,928,1,53.71625,-112.81534,30,11,0,1,3
840,6,1,0,36.4118157,-113.3253169,87,16,0,1,1
840,6,2,1,36.7313947,-112.0460509,87,16,0,1,1
840,6,3,0,36.1623537,-111.3865819,87,16,0,1,1
840,6,4,1,36.5612867,-110.5019459,84,16,0,1,1
840,6,5,0,36.5089267,-109.4726859,84,16,0,1,1
840,6,6,0,35.8986777,-114.2909089,83,33,0,1,1
840,6,7,0,35.5156177,-113.2016679,87,16,0,1,1
840,6,8,0,35.7549067,-112.8721919,87,16,0,1,1
840,6,9,1,35.3950617,-111.5777809,84,34,0,1,1
840,6,10,1,35.8687197,-110.6230399,87,16,0,1,1
