"","RTENO","agriculture_prop"
"1",66001,0.837044385883326
"2",66002,0.873735432157901
"3",66003,0.83697502945248
"4",66005,0.817216146950703
"5",66008,0.802220034123706
"6",66027,0.863379384051221
"7",66031,0.816954512730852
"8",66032,0.824935527615759
"9",66033,0.826065378912584
"10",66035,0.850634883409274
"11",66067,0.916189164083456
"12",66165,0.864825793223366
"13",66166,0.826928262112918
