"GEOID","reclass","year","total"
"39031","5",2006,14776
"39033","5",2006,7458
"39035","5",2006,21218
"39037","5",2006,23129
"39039","5",2006,5140
"39041","5",2006,12953
"39043","5",2006,4070
"39045","5",2006,12106
"39047","5",2006,3743
"39049","5",2006,12049
"39051","5",2006,6261
"39053","5",2006,59199
"39055","5",2006,79689
"39057","5",2006,9701
"39059","5",2006,32297
"39061","5",2006,14224
"39063","5",2006,20537
"39065","5",2006,19454
"39067","5",2006,29139
"39069","5",2006,6686
"39071","5",2006,42172
"39073","5",2006,13113
"39075","5",2006,12378
"39077","5",2006,2804
"39079","5",2006,68484
"39081","5",2006,22153
"39083","5",2006,15927
"39085","5",2006,29671
"39087","5",2006,52837
"39089","5",2006,23020
"39091","5",2006,11458
"39093","5",2006,9664
"39095","5",2006,17355
"39097","5",2006,10665
"39099","5",2006,36598
"39101","5",2006,10116
"39103","5",2006,14859
"39105","5",2006,16948
"39107","5",2006,14962
"39109","5",2006,18648
"39111","5",2006,21849
"39113","5",2006,6922
"39115","5",2006,36093
"39117","5",2006,6236
"39119","5",2006,69461
"39121","5",2006,47831
"39123","5",2006,18176
"39125","5",2006,10352
"39127","5",2006,19488
"39129","5",2006,3562
"39131","5",2006,110234
"39133","5",2006,70700
"39135","5",2006,10904
"39137","5",2006,12870
"39139","5",2006,13180
"39141","5",2006,82599
"39143","5",2006,13256
"39145","5",2006,111419
"39147","5",2006,12990
"39149","5",2006,20572
"39151","5",2006,33292
"39153","5",2006,30325
"39155","5",2006,83125
"39157","5",2006,34497
"39159","5",2006,13748
"39161","5",2006,11216
"39163","5",2006,31504
"39165","5",2006,18088
"39167","5",2006,15218
"39169","5",2006,14410
"39171","5",2006,3011
"39173","5",2006,17827
"39175","5",2006,22042
"42007","5",2006,17617
"42039","5",2006,65376
"42049","5",2006,63933
"42073","5",2006,21686
"42085","5",2006,44805
"54009","5",2006,5677
"54011","5",2006,22287
"54029","5",2006,6347
"54035","5",2006,7883
"54051","5",2006,15495
"54053","5",2006,17898
"54069","5",2006,5130
"54073","5",2006,3184
"54095","5",2006,3774
"54099","5",2006,80061
"54103","5",2006,5529
"54107","5",2006,8373
"18001","5",2011,14560
"18003","5",2011,20525
"18029","5",2011,30501
"18033","5",2011,13182
"18047","5",2011,28560
"18075","5",2011,8262
"18135","5",2011,9387
"18151","5",2011,5825
"18161","5",2011,1804
"18177","5",2011,17415
"21015","5",2011,23149
"21019","5",2011,30689
"21023","5",2011,22803
"21037","5",2011,14420
"21089","5",2011,67770
"21117","5",2011,13117
"21135","5",2011,76019
"21161","5",2011,12975
"21191","5",2011,45231
"26023","5",2011,9288
"26059","5",2011,16494
"26091","5",2011,16922
"26115","5",2011,27683
"39001","5",2011,84988
"39003","5",2011,21107
"39005","5",2011,10479
"39007","5",2011,134438
"39009","5",2011,23295
"39011","5",2011,18964
"39013","5",2011,54509
"39015","5",2011,45727
"39017","5",2011,11620
"39019","5",2011,25768
"39021","5",2011,17637
"39023","5",2011,21840
"39025","5",2011,34097
"39027","5",2011,2347
"39029","5",2011,32056
"39031","5",2011,15534
"39033","5",2011,7344
"39035","5",2011,20436
"39037","5",2011,23252
"39039","5",2011,5220
"39041","5",2011,12592
"39043","5",2011,4345
"39045","5",2011,11890
"39047","5",2011,4644
"39049","5",2011,11577
"39051","5",2011,7057
"39053","5",2011,68171
"39055","5",2011,83738
"39057","5",2011,9865
"39059","5",2011,34197
"39061","5",2011,14313
"39063","5",2011,20449
"39065","5",2011,19371
"39067","5",2011,36545
"39069","5",2011,6767
"39071","5",2011,43865
"39073","5",2011,15373
"39075","5",2011,12288
"39077","5",2011,3834
"39079","5",2011,89858
"39081","5",2011,26665
"39083","5",2011,15493
"39085","5",2011,31417
"39087","5",2011,54468
"39089","5",2011,22760
"39091","5",2011,11596
"39093","5",2011,10844
"39095","5",2011,16638
"39097","5",2011,10678
"39099","5",2011,40754
"39101","5",2011,10095
"39103","5",2011,15542
"39105","5",2011,19955
"39107","5",2011,14933
"39109","5",2011,18610
"39111","5",2011,22710
"39113","5",2011,7063
"39115","5",2011,36391
"39117","5",2011,6313
"39119","5",2011,69570
"39121","5",2011,47796
"39123","5",2011,18146
"39125","5",2011,10371
"39127","5",2011,22133
"39129","5",2011,4046
"39131","5",2011,134401
"39133","5",2011,73456
"39135","5",2011,11250
"39137","5",2011,12803
"39139","5",2011,12857
"39141","5",2011,90552
"39143","5",2011,13283
"39145","5",2011,121916
"39147","5",2011,12966
"39149","5",2011,20335
"39151","5",2011,34758
"39153","5",2011,30546
"39155","5",2011,93189
"39157","5",2011,41034
"39159","5",2011,13673
"39161","5",2011,11131
"39163","5",2011,41552
"39165","5",2011,17629
"39167","5",2011,17108
"39169","5",2011,14283
"39171","5",2011,3553
"39173","5",2011,17726
"39175","5",2011,22056
"42007","5",2011,20786
"42039","5",2011,78130
"42049","5",2011,66013
"42073","5",2011,26842
"42085","5",2011,54998
"54009","5",2011,7382
"54011","5",2011,22892
"54029","5",2011,6844
"54035","5",2011,8635
"54051","5",2011,19195
"54053","5",2011,20828
"54069","5",2011,6357
"54073","5",2011,3265
"54095","5",2011,4165
"54099","5",2011,80358
"54103","5",2011,6916
"54107","5",2011,9405
"18001","6",1992,832986
"18003","6",1992,1258386
"18029","6",1992,283735
"18033","6",1992,777951
"18047","6",1992,429814
"18075","6",1992,923949
"18135","6",1992,1110167
"18151","6",1992,564176
"18161","6",1992,328869
"18177","6",1992,841418
"21015","6",1992,215242
"21019","6",1992,59988
"21023","6",1992,155885
"21037","6",1992,104337
"21089","6",1992,137655
"21117","6",1992,111085
"21135","6",1992,206041
"21161","6",1992,378595
"21191","6",1992,229864
"26023","6",1992,970359
"26059","6",1992,1093297
"26091","6",1992,1572718
"26115","6",1992,1026190
"39001","6",1992,500866
"39003","6",1992,844685
"39005","6",1992,680984
"39007","6",1992,708500
"39009","6",1992,272968
"39011","6",1992,931446
"39013","6",1992,435700
"39015","6",1992,751951
"39017","6",1992,639658
"39019","6",1992,365778
"39021","6",1992,1004002
"39023","6",1992,833799
"39025","6",1992,422795
"39027","6",1992,908369
"39029","6",1992,551613
"39031","6",1992,540741
"39033","6",1992,926169
"39035","6",1992,31882
"39037","6",1992,1476644
"39039","6",1992,942200
"39041","6",1992,816122
"39043","6",1992,411338
"39045","6",1992,885287
"39047","6",1992,1023536
"39049","6",1992,496171
"39051","6",1992,978907
"39053","6",1992,355719
"39055","6",1992,315764
"39057","6",1992,787102
"39059","6",1992,367015
"39061","6",1992,117802
"39063","6",1992,1246389
"39065","6",1992,1140012
"39067","6",1992,289793
"39069","6",1992,1041379
"39071","6",1992,972981
"39073","6",1992,163347
"39075","6",1992,627433
"39077","6",1992,1005038
"39079","6",1992,277922
"39081","6",1992,227431
"39083","6",1992,842519
"39085","6",1992,106963
"39087","6",1992,168601
"39089","6",1992,1011896
"39091","6",1992,980575
"39093","6",1992,630673
"39095","6",1992,366910
"39097","6",1992,1202798
"39099","6",1992,399323
"39101","6",1992,946208
"39103","6",1992,560867
"39105","6",1992,276624
"39107","6",1992,1116175
"39109","6",1992,916619
"39111","6",1992,197439
"39113","6",1992,584475
"39115","6",1992,264452
"39117","6",1992,775850
"39119","6",1992,588739
"39121","6",1992,219299
"39123","6",1992,469997
"39125","6",1992,1038120
"39127","6",1992,381127
"39129","6",1992,1206797
"39131","6",1992,303575
"39133","6",1992,508960
"39135","6",1992,933997
"39137","6",1992,1215429
"39139","6",1992,731503
"39141","6",1992,856699
"39143","6",1992,903677
"39145","6",1992,333370
"39147","6",1992,1296686
"39149","6",1992,942230
"39151","6",1992,671364
"39153","6",1992,141249
"39155","6",1992,609314
"39157","6",1992,490386
"39159","6",1992,1046216
"39161","6",1992,1033530
"39163","6",1992,146814
"39165","6",1992,545258
"39167","6",1992,403915
"39169","6",1992,1073928
"39171","6",1992,961738
"39173","6",1992,1436862
"39175","6",1992,943863
"42007","6",1992,189602
"42039","6",1992,959641
"42049","6",1992,773478
"42073","6",1992,374394
"42085","6",1992,754971
"54009","6",1992,33736
"54011","6",1992,66340
"54029","6",1992,28970
"54035","6",1992,207216
"54051","6",1992,119643
"54053","6",1992,247891
"54069","6",1992,50775
"54073","6",1992,23362
"54095","6",1992,68781
"54099","6",1992,46958
"54103","6",1992,34863
"54107","6",1992,159424
"18001","6",2001,832107
"18003","6",2001,1235035
"18029","6",2001,286364
"18033","6",2001,770219
"18047","6",2001,439038
"18075","6",2001,923303
"18135","6",2001,1110414
"18151","6",2001,557954
"18161","6",2001,329983
"18177","6",2001,840148
"21015","6",2001,210847
"21019","6",2001,63835
"21023","6",2001,161350
"21037","6",2001,110156
"21089","6",2001,142503
"21117","6",2001,110064
"21135","6",2001,202817
"21161","6",2001,378894
"21191","6",2001,242691
"26023","6",2001,967917
"26059","6",2001,1090963
"26091","6",2001,1566886
"26115","6",2001,1015925
"39001","6",2001,493279
"39003","6",2001,838455
"39005","6",2001,674976
"39007","6",2001,700963
"39009","6",2001,279727
"39011","6",2001,929195
"39013","6",2001,422174
"39015","6",2001,747963
"39017","6",2001,643244
"39019","6",2001,383923
"39021","6",2001,1000057
"39023","6",2001,825231
"39025","6",2001,411205
"39027","6",2001,913002
"39029","6",2001,592125
"39031","6",2001,551473
"39033","6",2001,922903
"39035","6",2001,16427
"39037","6",2001,1475181
"39039","6",2001,940688
"39041","6",2001,788389
"39043","6",2001,423391
"39045","6",2001,879057
"39047","6",2001,1031094
"39049","6",2001,430306
"39051","6",2001,975936
"39053","6",2001,361597
"39055","6",2001,288419
"39057","6",2001,789326
"39059","6",2001,359780
"39061","6",2001,103912
"39063","6",2001,1240645
"39065","6",2001,1141041
"39067","6",2001,288426
"39069","6",2001,1040195
"39071","6",2001,964558
"39073","6",2001,153594
"39075","6",2001,639580
"39077","6",2001,1025603
"39079","6",2001,269838
"39081","6",2001,227446
"39083","6",2001,841127
"39085","6",2001,96924
"39087","6",2001,178414
"39089","6",2001,995165
"39091","6",2001,978109
"39093","6",2001,623454
"39095","6",2001,356345
"39097","6",2001,1194708
"39099","6",2001,392272
"39101","6",2001,938065
"39103","6",2001,541043
"39105","6",2001,279212
"39107","6",2001,1115228
"39109","6",2001,909919
"39111","6",2001,193516
"39113","6",2001,573567
"39115","6",2001,271398
"39117","6",2001,771720
"39119","6",2001,579380
"39121","6",2001,209813
"39123","6",2001,464153
"39125","6",2001,1036800
"39127","6",2001,374223
"39129","6",2001,1201916
"39131","6",2001,302775
"39133","6",2001,477995
"39135","6",2001,937645
"39137","6",2001,1214707
"39139","6",2001,718652
"39141","6",2001,849563
"39143","6",2001,898063
"39145","6",2001,346165
"39147","6",2001,1295077
"39149","6",2001,939235
"39151","6",2001,685282
"39153","6",2001,100902
"39155","6",2001,576378
"39157","6",2001,512106
"39159","6",2001,1036395
"39161","6",2001,1032612
"39163","6",2001,135134
"39165","6",2001,535885
"39167","6",2001,418565
"39169","6",2001,1094046
"39171","6",2001,959699
"39173","6",2001,1430138
"39175","6",2001,943131
"42007","6",2001,199603
"42039","6",2001,968407
"42049","6",2001,793135
"42073","6",2001,366181
"42085","6",2001,743330
"54009","6",2001,33597
"54011","6",2001,72432
"54029","6",2001,27536
"54035","6",2001,211340
"54051","6",2001,111770
"54053","6",2001,255521
"54069","6",2001,50507
"54073","6",2001,23441
"54095","6",2001,70655
"54099","6",2001,50877
"54103","6",2001,34241
"54107","6",2001,163325
"18001","6",2006,831773
"18003","6",2006,1212810
"18029","6",2006,285192
"18033","6",2006,768002
"18047","6",2006,438942
"18075","6",2006,922994
"18135","6",2006,1110365
"18151","6",2006,556030
"18161","6",2006,329942
"18177","6",2006,839200
"21015","6",2006,205603
"21019","6",2006,63110
"21023","6",2006,161421
"21037","6",2006,108736
"21089","6",2006,140917
"21117","6",2006,107247
"21135","6",2006,202759
"21161","6",2006,378035
"21191","6",2006,242738
"26023","6",2006,967185
"26059","6",2006,1091157
"26091","6",2006,1563287
"26115","6",2006,1010481
"39001","6",2006,495025
"39003","6",2006,835917
"39005","6",2006,675200
"39007","6",2006,698726
"39009","6",2006,279140
"39011","6",2006,928296
"39013","6",2006,419183
"39015","6",2006,747063
"39017","6",2006,629945
"39019","6",2006,385108
"39021","6",2006,999697
"39023","6",2006,821774
"39025","6",2006,408695
"39027","6",2006,911652
"39029","6",2006,589385
"39031","6",2006,552331
"39033","6",2006,920476
"39035","6",2006,14282
"39037","6",2006,1473596
"39039","6",2006,940068
"39041","6",2006,776533
"39043","6",2006,420291
"39045","6",2006,874009
"39047","6",2006,1028173
"39049","6",2006,403509
"39051","6",2006,974299
"39053","6",2006,360750
"39055","6",2006,285630
"39057","6",2006,782881
"39059","6",2006,359112
"39061","6",2006,101386
"39063","6",2006,1235157
"39065","6",2006,1140570
"39067","6",2006,284995
"39069","6",2006,1039364
"39071","6",2006,966686
"39073","6",2006,153576
"39075","6",2006,639325
"39077","6",2006,1025097
"39079","6",2006,272458
"39081","6",2006,226375
"39083","6",2006,841170
"39085","6",2006,95585
"39087","6",2006,175208
"39089","6",2006,994275
"39091","6",2006,977576
"39093","6",2006,609627
"39095","6",2006,347960
"39097","6",2006,1193800
"39099","6",2006,388599
"39101","6",2006,937721
"39103","6",2006,528490
"39105","6",2006,277348
"39107","6",2006,1114376
"39109","6",2006,901818
"39111","6",2006,193605
"39113","6",2006,563504
"39115","6",2006,271404
"39117","6",2006,771985
"39119","6",2006,576044
"39121","6",2006,210617
"39123","6",2006,463840
"39125","6",2006,1036199
"39127","6",2006,374491
"39129","6",2006,1200315
"39131","6",2006,301947
"39133","6",2006,473111
"39135","6",2006,936328
"39137","6",2006,1213759
"39139","6",2006,718923
"39141","6",2006,848486
"39143","6",2006,896900
"39145","6",2006,343323
"39147","6",2006,1293453
"39149","6",2006,936942
"39151","6",2006,675124
"39153","6",2006,96197
"39155","6",2006,574000
"39157","6",2006,508944
"39159","6",2006,1033562
"39161","6",2006,1031462
"39163","6",2006,138452
"39165","6",2006,523257
"39167","6",2006,418429
"39169","6",2006,1090501
"39171","6",2006,957696
"39173","6",2006,1422004
"39175","6",2006,942036
"42007","6",2006,198779
"42039","6",2006,968016
"42049","6",2006,788213
"42073","6",2006,364853
"42085","6",2006,741785
"54009","6",2006,33346
"54011","6",2006,71013
"54029","6",2006,27562
"54035","6",2006,211066
"54051","6",2006,111567
"54053","6",2006,255398
"54069","6",2006,49778
"54073","6",2006,23440
"54095","6",2006,70655
"54099","6",2006,49169
"54103","6",2006,34288
"54107","6",2006,162605
"18001","6",2011,830774
"18003","6",2011,1205326
"18029","6",2011,284384
"18033","6",2011,769709
"18047","6",2011,440237
"18075","6",2011,922265
"18135","6",2011,1109692
"18151","6",2011,555728
"18161","6",2011,329960
"18177","6",2011,838236
"21015","6",2011,201228
"21019","6",2011,62688
"21023","6",2011,161374
"21037","6",2011,108113
"21089","6",2011,139896
"21117","6",2011,105416
"21135","6",2011,202862
"21161","6",2011,378429
"21191","6",2011,242947
"26023","6",2011,967739
"26059","6",2011,1091136
"26091","6",2011,1561510
"26115","6",2011,1005584
"39001","6",2011,496809
"39003","6",2011,832858
"39005","6",2011,675255
"39007","6",2011,699258
"39009","6",2011,278925
"39011","6",2011,927246
"39013","6",2011,419915
"39015","6",2011,747714
"39017","6",2011,619895
"39019","6",2011,384843
"39021","6",2011,998993
"39023","6",2011,819863
"39025","6",2011,408512
"39027","6",2011,909375
"39029","6",2011,589230
"39031","6",2011,553626
"39033","6",2011,919622
"39035","6",2011,13485
"39037","6",2011,1472088
"39039","6",2011,939314
"39041","6",2011,760809
"39043","6",2011,418506
"39045","6",2011,867592
"39047","6",2011,1026928
"39049","6",2011,382604
"39051","6",2011,972933
"39053","6",2011,360549
"39055","6",2011,284817
"39057","6",2011,780699
"39059","6",2011,359241
"39061","6",2011,100106
"39063","6",2011,1232188
"39065","6",2011,1139830
"39067","6",2011,283095
"39069","6",2011,1038165
"39071","6",2011,968143
"39073","6",2011,154208
"39075","6",2011,639378
"39077","6",2011,1025177
"39079","6",2011,273316
"39081","6",2011,226644
"39083","6",2011,841735
"39085","6",2011,94762
"39087","6",2011,174672
"39089","6",2011,986667
"39091","6",2011,977036
"39093","6",2011,604698
"39095","6",2011,341192
"39097","6",2011,1191477
"39099","6",2011,388166
"39101","6",2011,934612
"39103","6",2011,524670
"39105","6",2011,276461
"39107","6",2011,1112943
"39109","6",2011,899913
"39111","6",2011,193446
"39113","6",2011,559702
"39115","6",2011,272602
"39117","6",2011,772665
"39119","6",2011,578225
"39121","6",2011,211105
"39123","6",2011,462892
"39125","6",2011,1035383
"39127","6",2011,376117
"39129","6",2011,1197344
"39131","6",2011,303662
"39133","6",2011,472559
"39135","6",2011,936025
"39137","6",2011,1212368
"39139","6",2011,720386
"39141","6",2011,851339
"39143","6",2011,895221
"39145","6",2011,343243
"39147","6",2011,1292365
"39149","6",2011,935958
"39151","6",2011,671469
"39153","6",2011,94589
"39155","6",2011,574101
"39157","6",2011,509006
"39159","6",2011,1028600
"39161","6",2011,1030172
"39163","6",2011,138750
"39165","6",2011,516175
"39167","6",2011,416928
"39169","6",2011,1089217
"39171","6",2011,956301
"39173","6",2011,1416562
"39175","6",2011,941356
"42007","6",2011,199169
"42039","6",2011,966181
"42049","6",2011,782309
"42073","6",2011,366556
"42085","6",2011,739229
"54009","6",2011,33320
"54011","6",2011,70401
"54029","6",2011,27553
"54035","6",2011,210720
"54051","6",2011,112083
"54053","6",2011,254665
"54069","6",2011,49455
"54073","6",2011,23299
"54095","6",2011,70435
"54099","6",2011,49111
"54103","6",2011,34187
"54107","6",2011,161909
"18001","7",1992,5295
"18003","7",1992,23986
"18029","7",1992,2130
"18033","7",1992,42235
"18047","7",1992,436
"18075","7",1992,4769
"18135","7",1992,3722
"18151","7",1992,166034
"18161","7",1992,818
"18177","7",1992,2585
"21015","7",1992,1834
"21019","7",1992,0
"21023","7",1992,36
"21037","7",1992,1076
"21089","7",1992,12
"21117","7",1992,0
"21135","7",1992,40
"21161","7",1992,0
"21191","7",1992,1270
"26023","7",1992,209521
"26059","7",1992,205547
"26091","7",1992,163437
"26115","7",1992,72029
"39001","7",1992,702
"39003","7",1992,3499
"39005","7",1992,12330
"39007","7",1992,93885
"39009","7",1992,0
"39011","7",1992,2647
"39013","7",1992,2042
"39015","7",1992,565
"39017","7",1992,1876
"39019","7",1992,3172
"39021","7",1992,1406
"39023","7",1992,2931
"39025","7",1992,2841
"39027","7",1992,151
"39029","7",1992,5133
"39031","7",1992,9093
"39033","7",1992,1250
"39035","7",1992,26856
"39037","7",1992,2143
"39039","7",1992,35782
"39041","7",1992,3165
"39043","7",1992,15019
"39045","7",1992,3734
"39047","7",1992,617
"39049","7",1992,3515
"39051","7",1992,12696
"39053","7",1992,1071
"39055","7",1992,21180
"39057","7",1992,3065
"39059","7",1992,3978
"39061","7",1992,2866
"39063","7",1992,4209
"39065","7",1992,2086
"39067","7",1992,3269
"39069","7",1992,4049
"39071","7",1992,360
"39073","7",1992,632
"39075","7",1992,6002
"39077","7",1992,9163
"39079","7",1992,372
"39081","7",1992,640
"39083","7",1992,3565
"39085","7",1992,2673
"39087","7",1992,2076
"39089","7",1992,4723
"39091","7",1992,4923
"39093","7",1992,111016
"39095","7",1992,35370
"39097","7",1992,1641
"39099","7",1992,24698
"39101","7",1992,4963
"39103","7",1992,39138
"39105","7",1992,581
"39107","7",1992,7741
"39109","7",1992,4397
"39111","7",1992,108
"39113","7",1992,4014
"39115","7",1992,575
"39117","7",1992,4455
"39119","7",1992,3631
"39121","7",1992,653
"39123","7",1992,86242
"39125","7",1992,9137
"39127","7",1992,2261
"39129","7",1992,2396
"39131","7",1992,104
"39133","7",1992,37812
"39135","7",1992,2425
"39137","7",1992,5113
"39139","7",1992,7591
"39141","7",1992,918
"39143","7",1992,40099
"39145","7",1992,786
"39147","7",1992,2726
"39149","7",1992,2355
"39151","7",1992,13746
"39153","7",1992,32173
"39155","7",1992,136332
"39157","7",1992,12034
"39159","7",1992,1521
"39161","7",1992,1364
"39163","7",1992,828
"39165","7",1992,1673
"39167","7",1992,79
"39169","7",1992,16474
"39171","7",1992,77157
"39173","7",1992,5952
"39175","7",1992,7448
"42007","7",1992,2541
"42039","7",1992,141210
"42049","7",1992,175847
"42073","7",1992,11370
"42085","7",1992,25600
"54009","7",1992,277
"54011","7",1992,990
"54029","7",1992,32
"54035","7",1992,0
"54051","7",1992,544
"54053","7",1992,1262
"54069","7",1992,16
"54073","7",1992,0
"54095","7",1992,0
"54099","7",1992,0
"54103","7",1992,0
"54107","7",1992,0
"18001","7",2001,5406
"18003","7",2001,24643
"18029","7",2001,2277
"18033","7",2001,43322
"18047","7",2001,542
"18075","7",2001,4809
"18135","7",2001,3731
"18151","7",2001,171109
"18161","7",2001,906
"18177","7",2001,2656
"21015","7",2001,1913
"21019","7",2001,0
"21023","7",2001,41
"21037","7",2001,1103
"21089","7",2001,19
"21117","7",2001,1013
"21135","7",2001,35
"21161","7",2001,46
"21191","7",2001,1342
"26023","7",2001,216843
"26059","7",2001,208621
"26091","7",2001,165691
"26115","7",2001,76080
"39001","7",2001,733
"39003","7",2001,3535
"39005","7",2001,12558
"39007","7",2001,98924
"39009","7",2001,370
"39011","7",2001,2701
"39013","7",2001,2212
"39015","7",2001,583
"39017","7",2001,2021
"39019","7",2001,3192
"39021","7",2001,1470
"39023","7",2001,3122
"39025","7",2001,3019
"39027","7",2001,166
"39029","7",2001,5351
"39031","7",2001,9464
"39033","7",2001,1254
"39035","7",2001,27196
"39037","7",2001,2287
"39039","7",2001,35860
"39041","7",2001,3181
"39043","7",2001,17788
"39045","7",2001,3838
"39047","7",2001,633
"39049","7",2001,3652
"39051","7",2001,12729
"39053","7",2001,1086
"39055","7",2001,22428
"39057","7",2001,3169
"39059","7",2001,4307
"39061","7",2001,3201
"39063","7",2001,4270
"39065","7",2001,2127
"39067","7",2001,3358
"39069","7",2001,4054
"39071","7",2001,400
"39073","7",2001,671
"39075","7",2001,6426
"39077","7",2001,9501
"39079","7",2001,426
"39081","7",2001,660
"39083","7",2001,3596
"39085","7",2001,2881
"39087","7",2001,2088
"39089","7",2001,4782
"39091","7",2001,5101
"39093","7",2001,113904
"39095","7",2001,39180
"39097","7",2001,1749
"39099","7",2001,25676
"39101","7",2001,5960
"39103","7",2001,40196
"39105","7",2001,601
"39107","7",2001,8051
"39109","7",2001,4604
"39111","7",2001,123
"39113","7",2001,4466
"39115","7",2001,590
"39117","7",2001,4473
"39119","7",2001,3847
"39121","7",2001,702
"39123","7",2001,94463
"39125","7",2001,9152
"39127","7",2001,2331
"39129","7",2001,2554
"39131","7",2001,111
"39133","7",2001,40519
"39135","7",2001,2545
"39137","7",2001,5139
"39139","7",2001,7683
"39141","7",2001,935
"39143","7",2001,44355
"39145","7",2001,795
"39147","7",2001,2736
"39149","7",2001,2378
"39151","7",2001,14031
"39153","7",2001,33258
"39155","7",2001,143020
"39157","7",2001,12385
"39159","7",2001,1574
"39161","7",2001,1394
"39163","7",2001,894
"39165","7",2001,1934
"39167","7",2001,94
"39169","7",2001,17787
"39171","7",2001,77824
"39173","7",2001,5993
"39175","7",2001,7983
"42007","7",2001,2726
"42039","7",2001,144071
"42049","7",2001,178098
"42073","7",2001,11993
"42085","7",2001,26599
"54009","7",2001,332
"54011","7",2001,1010
"54029","7",2001,40
"54035","7",2001,543
"54051","7",2001,582
"54053","7",2001,1308
"54069","7",2001,23
"54073","7",2001,2
"54095","7",2001,60
"54099","7",2001,533
"54103","7",2001,105
"54107","7",2001,157
"18001","7",2006,5406
"18003","7",2006,24226
"18029","7",2006,2270
"18033","7",2006,43072
"18047","7",2006,542
"18075","7",2006,4904
"18135","7",2006,3711
"18151","7",2006,170422
"18161","7",2006,906
"18177","7",2006,2668
"21015","7",2006,1900
"21019","7",2006,0
"21023","7",2006,41
"21037","7",2006,1103
"21089","7",2006,19
"21117","7",2006,1013
"21135","7",2006,35
"21161","7",2006,40
"21191","7",2006,1342
"26023","7",2006,216771
"26059","7",2006,208425
"26091","7",2006,165685
"26115","7",2006,76032
"39001","7",2006,733
"39003","7",2006,3520
"39005","7",2006,12602
"39007","7",2006,99852
"39009","7",2006,370
"39011","7",2006,2701
"39013","7",2006,2240
"39015","7",2006,583
"39017","7",2006,2030
"39019","7",2006,3207
"39021","7",2006,1435
"39023","7",2006,3085
"39025","7",2006,3019
"39027","7",2006,166
"39029","7",2006,5322
"39031","7",2006,9349
"39033","7",2006,1305
"39035","7",2006,25162
"39037","7",2006,2282
"39039","7",2006,35815
"39041","7",2006,3138
"39043","7",2006,17823
"39045","7",2006,3815
"39047","7",2006,639
"39049","7",2006,3498
"39051","7",2006,12925
"39053","7",2006,1086
"39055","7",2006,22527
"39057","7",2006,3157
"39059","7",2006,4364
"39061","7",2006,3151
"39063","7",2006,4420
"39065","7",2006,2062
"39067","7",2006,3206
"39069","7",2006,4054
"39071","7",2006,405
"39073","7",2006,658
"39075","7",2006,6413
"39077","7",2006,9660
"39079","7",2006,399
"39081","7",2006,674
"39083","7",2006,3596
"39085","7",2006,3175
"39087","7",2006,2072
"39089","7",2006,4757
"39091","7",2006,5087
"39093","7",2006,111956
"39095","7",2006,38642
"39097","7",2006,1749
"39099","7",2006,26336
"39101","7",2006,5646
"39103","7",2006,39277
"39105","7",2006,601
"39107","7",2006,8078
"39109","7",2006,4574
"39111","7",2006,107
"39113","7",2006,4529
"39115","7",2006,590
"39117","7",2006,4486
"39119","7",2006,3884
"39121","7",2006,690
"39123","7",2006,94625
"39125","7",2006,9138
"39127","7",2006,2330
"39129","7",2006,3472
"39131","7",2006,106
"39133","7",2006,42324
"39135","7",2006,2545
"39137","7",2006,5175
"39139","7",2006,7475
"39141","7",2006,903
"39143","7",2006,44255
"39145","7",2006,795
"39147","7",2006,2736
"39149","7",2006,2389
"39151","7",2006,13845
"39153","7",2006,32232
"39155","7",2006,144908
"39157","7",2006,12330
"39159","7",2006,1564
"39161","7",2006,1411
"39163","7",2006,889
"39165","7",2006,1951
"39167","7",2006,94
"39169","7",2006,17663
"39171","7",2006,77417
"39173","7",2006,6233
"39175","7",2006,8413
"42007","7",2006,2793
"42039","7",2006,144316
"42049","7",2006,178078
"42073","7",2006,12262
"42085","7",2006,26697
"54009","7",2006,317
"54011","7",2006,982
"54029","7",2006,56
"54035","7",2006,543
"54051","7",2006,575
"54053","7",2006,1363
"54069","7",2006,23
"54073","7",2006,30
"54095","7",2006,60
"54099","7",2006,533
"54103","7",2006,105
"54107","7",2006,204
"18001","7",2011,5420
"18003","7",2011,24177
"18029","7",2011,2553
"18033","7",2011,43078
"18047","7",2011,793
"18075","7",2011,4898
"18135","7",2011,3711
"18151","7",2011,170402
"18161","7",2011,963
"18177","7",2011,2705
"21015","7",2011,1908
"21019","7",2011,0
"21023","7",2011,80
"21037","7",2011,1103
"21089","7",2011,63
"21117","7",2011,1013
"21135","7",2011,35
"21161","7",2011,59
"21191","7",2011,1355
"26023","7",2011,216766
"26059","7",2011,208404
"26091","7",2011,165085
"26115","7",2011,75837
"39001","7",2011,784
"39003","7",2011,3507
"39005","7",2011,12725
"39007","7",2011,100725
"39009","7",2011,394
"39011","7",2011,2706
"39013","7",2011,2240
"39015","7",2011,674
"39017","7",2011,2177
"39019","7",2011,3336
"39021","7",2011,1422
"39023","7",2011,3074
"39025","7",2011,3035
"39027","7",2011,166
"39029","7",2011,5584
"39031","7",2011,9657
"39033","7",2011,1460
"39035","7",2011,24432
"39037","7",2011,2297
"39039","7",2011,35843
"39041","7",2011,3132
"39043","7",2011,17943
"39045","7",2011,3757
"39047","7",2011,653
"39049","7",2011,3421
"39051","7",2011,12936
"39053","7",2011,1218
"39055","7",2011,22749
"39057","7",2011,3157
"39059","7",2011,4332
"39061","7",2011,3128
