"GEOID","reclass","year","total"
"21117","3",2001,163
"21135","3",2001,286
"21161","3",2001,644
"21191","3",2001,1702
"26023","3",2001,2698
"26059","3",2001,3150
"26091","3",2001,3425
"26115","3",2001,16137
"39001","3",2001,4846
"39003","3",2001,382
"39005","3",2001,29
"39007","3",2001,2947
"39009","3",2001,1018
"39011","3",2001,102
"39013","3",2001,5607
"39015","3",2001,724
"39017","3",2001,2009
"39019","3",2001,50
"39021","3",2001,288
"39023","3",2001,176
"39025","3",2001,543
"39027","3",2001,755
"39029","3",2001,1632
"39031","3",2001,465
"39033","3",2001,2039
"39035","3",2001,1330
"39037","3",2001,374
"39039","3",2001,4398
"39041","3",2001,1899
"39043","3",2001,13287
"39045","3",2001,45
"39047","3",2001,532
"39049","3",2001,8559
"39051","3",2001,1055
"39053","3",2001,5089
"39055","3",2001,791
"39057","3",2001,1087
"39059","3",2001,462
"39061","3",2001,2401
"39063","3",2001,1369
"39065","3",2001,277
"39067","3",2001,4358
"39069","3",2001,622
"39071","3",2001,2712
"39073","3",2001,613
"39075","3",2001,97
"39077","3",2001,2471
"39079","3",2001,7733
"39081","3",2001,2372
"39083","3",2001,37
"39085","3",2001,1749
"39087","3",2001,1034
"39089","3",2001,167
"39091","3",2001,1292
"39093","3",2001,2525
"39095","3",2001,6283
"39097","3",2001,303
"39099","3",2001,2219
"39101","3",2001,1076
"39103","3",2001,246
"39105","3",2001,2498
"39107","3",2001,41
"39109","3",2001,571
"39111","3",2001,136
"39113","3",2001,976
"39115","3",2001,3621
"39117","3",2001,0
"39119","3",2001,2066
"39121","3",2001,3318
"39123","3",2001,11795
"39125","3",2001,2682
"39127","3",2001,1958
"39129","3",2001,310
"39131","3",2001,1952
"39133","3",2001,1256
"39135","3",2001,121
"39137","3",2001,1718
"39139","3",2001,76
"39141","3",2001,1282
"39143","3",2001,8429
"39145","3",2001,1419
"39147","3",2001,4741
"39149","3",2001,179
"39151","3",2001,1948
"39153","3",2001,655
"39155","3",2001,995
"39157","3",2001,2383
"39159","3",2001,920
"39161","3",2001,106
"39163","3",2001,7966
"39165","3",2001,812
"39167","3",2001,1181
"39169","3",2001,219
"39171","3",2001,858
"39173","3",2001,5337
"39175","3",2001,4254
"42007","3",2001,1377
"42039","3",2001,847
"42049","3",2001,5106
"42073","3",2001,2379
"42085","3",2001,477
"54009","3",2001,507
"54011","3",2001,1052
"54029","3",2001,95
"54035","3",2001,500
"54051","3",2001,205
"54053","3",2001,1332
"54069","3",2001,452
"54073","3",2001,237
"54095","3",2001,47
"54099","3",2001,4611
"54103","3",2001,93
"54107","3",2001,324
"18001","3",2006,266
"18003","3",2006,4417
"18029","3",2006,306
"18033","3",2006,372
"18047","3",2006,646
"18075","3",2006,211
"18135","3",2006,28
"18151","3",2006,686
"18161","3",2006,52
"18177","3",2006,27
"21015","3",2006,1121
"21019","3",2006,962
"21023","3",2006,313
"21037","3",2006,78
"21089","3",2006,1691
"21117","3",2006,137
"21135","3",2006,345
"21161","3",2006,793
"21191","3",2006,1603
"26023","3",2006,2902
"26059","3",2006,3434
"26091","3",2006,4027
"26115","3",2006,16200
"39001","3",2006,5075
"39003","3",2006,468
"39005","3",2006,29
"39007","3",2006,3400
"39009","3",2006,1069
"39011","3",2006,127
"39013","3",2006,19609
"39015","3",2006,1370
"39017","3",2006,2008
"39019","3",2006,1417
"39021","3",2006,282
"39023","3",2006,661
"39025","3",2006,614
"39027","3",2006,1114
"39029","3",2006,6200
"39031","3",2006,3380
"39033","3",2006,2153
"39035","3",2006,1462
"39037","3",2006,755
"39039","3",2006,4463
"39041","3",2006,1768
"39043","3",2006,13440
"39045","3",2006,68
"39047","3",2006,609
"39049","3",2006,7403
"39051","3",2006,979
"39053","3",2006,4771
"39055","3",2006,2187
"39057","3",2006,2508
"39059","3",2006,2637
"39061","3",2006,2594
"39063","3",2006,2103
"39065","3",2006,424
"39067","3",2006,12188
"39069","3",2006,637
"39071","3",2006,2871
"39073","3",2006,667
"39075","3",2006,1321
"39077","3",2006,2471
"39079","3",2006,5769
"39081","3",2006,6649
"39083","3",2006,37
"39085","3",2006,2385
"39087","3",2006,1226
"39089","3",2006,379
"39091","3",2006,1317
"39093","3",2006,3227
"39095","3",2006,6755
"39097","3",2006,299
"39099","3",2006,5031
"39101","3",2006,1037
"39103","3",2006,1093
"39105","3",2006,2573
"39107","3",2006,210
"39109","3",2006,796
"39111","3",2006,812
"39113","3",2006,1323
"39115","3",2006,3204
"39117","3",2006,0
"39119","3",2006,7160
"39121","3",2006,4485
"39123","3",2006,11428
"39125","3",2006,2604
"39127","3",2006,2312
"39129","3",2006,385
"39131","3",2006,1815
"39133","3",2006,1936
"39135","3",2006,120
"39137","3",2006,1694
"39139","3",2006,55
"39141","3",2006,1247
"39143","3",2006,8460
"39145","3",2006,1575
"39147","3",2006,5079
"39149","3",2006,515
"39151","3",2006,7423
"39153","3",2006,2275
"39155","3",2006,1662
"39157","3",2006,14578
"39159","3",2006,918
"39161","3",2006,311
"39163","3",2006,6734
"39165","3",2006,1040
"39167","3",2006,1222
"39169","3",2006,463
"39171","3",2006,1146
"39173","3",2006,5630
"39175","3",2006,5059
"42007","3",2006,3518
"42039","3",2006,805
"42049","3",2006,5503
"42073","3",2006,3987
"42085","3",2006,663
"54009","3",2006,1940
"54011","3",2006,518
"54029","3",2006,486
"54035","3",2006,500
"54051","3",2006,1805
"54053","3",2006,1267
"54069","3",2006,1701
"54073","3",2006,237
"54095","3",2006,47
"54099","3",2006,4876
"54103","3",2006,106
"54107","3",2006,377
"18001","3",2011,207
"18003","3",2011,4359
"18029","3",2011,427
"18033","3",2011,370
"18047","3",2011,999
"18075","3",2011,236
"18135","3",2011,42
"18151","3",2011,688
"18161","3",2011,52
"18177","3",2011,54
"21015","3",2011,1241
"21019","3",2011,1275
"21023","3",2011,505
"21037","3",2011,284
"21089","3",2011,1679
"21117","3",2011,156
"21135","3",2011,626
"21161","3",2011,959
"21191","3",2011,1827
"26023","3",2011,2935
"26059","3",2011,3193
"26091","3",2011,4226
"26115","3",2011,16308
"39001","3",2011,5105
"39003","3",2011,455
"39005","3",2011,54
"39007","3",2011,3123
"39009","3",2011,1884
"39011","3",2011,127
"39013","3",2011,16712
"39015","3",2011,1845
"39017","3",2011,2215
"39019","3",2011,1243
"39021","3",2011,316
"39023","3",2011,602
"39025","3",2011,901
"39027","3",2011,1223
"39029","3",2011,5849
"39031","3",2011,5353
"39033","3",2011,2130
"39035","3",2011,1353
"39037","3",2011,755
"39039","3",2011,4483
"39041","3",2011,2084
"39043","3",2011,13293
"39045","3",2011,264
"39047","3",2011,618
"39049","3",2011,7841
"39051","3",2011,940
"39053","3",2011,6118
"39055","3",2011,1992
"39057","3",2011,2542
"39059","3",2011,3350
"39061","3",2011,3007
"39063","3",2011,1516
"39065","3",2011,454
"39067","3",2011,12351
"39069","3",2011,608
"39071","3",2011,2552
"39073","3",2011,1153
"39075","3",2011,1593
"39077","3",2011,2471
"39079","3",2011,7344
"39081","3",2011,9265
"39083","3",2011,198
"39085","3",2011,2103
"39087","3",2011,1576
"39089","3",2011,825
"39091","3",2011,1448
"39093","3",2011,2857
"39095","3",2011,6024
"39097","3",2011,313
"39099","3",2011,5105
"39101","3",2011,1175
"39103","3",2011,644
"39105","3",2011,3386
"39107","3",2011,197
"39109","3",2011,796
"39111","3",2011,1197
"39113","3",2011,1352
"39115","3",2011,3173
"39117","3",2011,35
"39119","3",2011,7337
"39121","3",2011,6433
"39123","3",2011,11253
"39125","3",2011,2534
"39127","3",2011,4503
"39129","3",2011,613
"39131","3",2011,2598
"39133","3",2011,2153
"39135","3",2011,120
"39137","3",2011,1678
"39139","3",2011,209
"39141","3",2011,1952
"39143","3",2011,8505
"39145","3",2011,2539
"39147","3",2011,5161
"39149","3",2011,499
"39151","3",2011,9647
"39153","3",2011,1458
"39155","3",2011,1632
"39157","3",2011,15503
"39159","3",2011,1189
"39161","3",2011,291
"39163","3",2011,7773
"39165","3",2011,975
"39167","3",2011,1765
"39169","3",2011,466
"39171","3",2011,1836
"39173","3",2011,4970
"39175","3",2011,4743
"42007","3",2011,4429
"42039","3",2011,1093
"42049","3",2011,5483
"42073","3",2011,4327
"42085","3",2011,1075
"54009","3",2011,951
"54011","3",2011,897
"54029","3",2011,365
"54035","3",2011,770
"54051","3",2011,2975
"54053","3",2011,1895
"54069","3",2011,2030
"54073","3",2011,417
"54095","3",2011,75
"54099","3",2011,5614
"54103","3",2011,628
"54107","3",2011,622
"18001","4",1992,45404
"18003","4",1992,153537
"18029","4",1992,486817
"18033","4",1992,116589
"18047","4",1992,593578
"18075","4",1992,91467
"18135","4",1992,84690
"18151","4",1992,56518
"18161","4",1992,99968
"18177","4",1992,166505
"21015","4",1992,353648
"21019","4",1992,279723
"21023","4",1992,380810
"21037","4",1992,231800
"21089","4",1992,704032
"21117","4",1992,227335
"21135","4",1992,1052907
"21161","4",1992,256903
"21191","4",1992,481708
"26023","4",1992,147093
"26059","4",1992,269813
"26091","4",1992,200438
"26115","4",1992,167790
"39001","4",1992,1017259
"39003","4",1992,88399
"39005","4",1992,406738
"39007","4",1992,909030
"39009","4",1992,1046039
"39011","4",1992,78033
"39013","4",1992,919004
"39015","4",1992,526701
"39017","4",1992,275684
"39019","4",1992,662015
"39021","4",1992,121249
"39023","4",1992,85974
"39025","4",1992,662699
"39027","4",1992,180327
"39029","4",1992,739849
"39031","4",1992,926800
"39033","4",1992,107919
"39035","4",1992,288736
"39037","4",1992,86678
"39039","4",1992,93553
"39041","4",1992,238297
"39043","4",1992,149252
"39045","4",1992,373898
"39047","4",1992,66390
"39049","4",1992,148431
"39051","4",1992,67583
"39053","4",1992,830412
"39055","4",1992,575663
"39057","4",1992,147098
"39059","4",1992,959405
"39061","4",1992,401135
"39063","4",1992,90624
"39065","4",1992,94525
"39067","4",1992,754417
"39069","4",1992,47417
"39071","4",1992,477961
"39073","4",1992,965060
"39075","4",1992,477221
"39077","4",1992,267571
"39079","4",1992,781615
"39081","4",1992,780455
"39083","4",1992,517237
"39085","4",1992,246834
"39087","4",1992,975391
"39089","4",1992,708815
"39091","4",1992,187847
"39093","4",1992,308880
"39095","4",1992,120178
"39097","4",1992,42700
"39099","4",1992,413642
"39101","4",1992,73044
"39103","4",1992,365019
"39105","4",1992,854353
"39107","4",1992,58149
"39109","4",1992,85114
"39111","4",1992,998988
"39113","4",1992,159576
"39115","4",1992,827471
"39117","4",1992,297284
"39119","4",1992,1073550
"39121","4",1992,795069
"39123","4",1992,28261
"39125","4",1992,48599
"39127","4",1992,686000
"39129","4",1992,125016
"39131","4",1992,779788
"39133","4",1992,574657
"39135","4",1992,176268
"39137","4",1992,44377
"39139","4",1992,476626
"39141","4",1992,917023
"39143","4",1992,73181
"39145","4",1992,1190835
"39147","4",1992,128437
"39149","4",1992,101643
"39151","4",1992,450442
"39153","4",1992,387735
"39155","4",1992,632136
"39157","4",1992,915598
"39159","4",1992,88931
"39161","4",1992,34420
"39163","4",1992,946574
"39165","4",1992,334023
"39167","4",1992,1234807
"39169","4",1992,289164
"39171","4",1992,60164
"39173","4",1992,68756
"39175","4",1992,98934
"42007","4",1992,764156
"42039","4",1992,1513049
"42049","4",1992,969957
"42073","4",1992,466931
"42085","4",1992,877614
"54009","4",1992,176373
"54011","4",1992,604727
"54029","4",1992,157189
"54035","4",1992,1022052
"54051","4",1992,667377
"54053","4",1992,878309
"54069","4",1992,188471
"54073","4",1992,316509
"54095","4",1992,627964
"54099","4",1992,1213696
"54103","4",1992,929355
"54107","4",1992,738870
"18001","4",2001,45052
"18003","4",2001,153705
"18029","4",2001,480710
"18033","4",2001,118068
"18047","4",2001,580381
"18075","4",2001,91195
"18135","4",2001,84289
"18151","4",2001,55386
"18161","4",2001,99630
"18177","4",2001,165305
"21015","4",2001,336622
"21019","4",2001,269085
"21023","4",2001,372645
"21037","4",2001,217972
"21089","4",2001,681461
"21117","4",2001,216348
"21135","4",2001,1041852
"21161","4",2001,252889
"21191","4",2001,464843
"26023","4",2001,141408
"26059","4",2001,269656
"26091","4",2001,200624
"26115","4",2001,169551
"39001","4",2001,1016027
"39003","4",2001,88268
"39005","4",2001,411333
"39007","4",2001,873632
"39009","4",2001,1030425
"39011","4",2001,77807
"39013","4",2001,921492
"39015","4",2001,526765
"39017","4",2001,257091
"39019","4",2001,641593
"39021","4",2001,123992
"39023","4",2001,89953
"39025","4",2001,656233
"39027","4",2001,173125
"39029","4",2001,685200
"39031","4",2001,910530
"39033","4",2001,109173
"39035","4",2001,246669
"39037","4",2001,86666
"39039","4",2001,93692
"39041","4",2001,248648
"39043","4",2001,129581
"39045","4",2001,374992
"39047","4",2001,57347
"39049","4",2001,159423
"39051","4",2001,67668
"39053","4",2001,815419
"39055","4",2001,562774
"39057","4",2001,139642
"39059","4",2001,959034
"39061","4",2001,385765
"39063","4",2001,90398
"39065","4",2001,93956
"39067","4",2001,750640
"39069","4",2001,47987
"39071","4",2001,481743
"39073","4",2001,970918
"39075","4",2001,460043
"39077","4",2001,243157
"39079","4",2001,768387
"39081","4",2001,777646
"39083","4",2001,517344
"39085","4",2001,215595
"39087","4",2001,954227
"39089","4",2001,719486
"39091","4",2001,187495
"39093","4",2001,302605
"39095","4",2001,120480
"39097","4",2001,48251
"39099","4",2001,380560
"39101","4",2001,75800
"39103","4",2001,368374
"39105","4",2001,845528
"39107","4",2001,58045
"39109","4",2001,85082
"39111","4",2001,999308
"39113","4",2001,152913
"39115","4",2001,808544
"39117","4",2001,300681
"39119","4",2001,1065787
"39121","4",2001,797182
"39123","4",2001,27916
"39125","4",2001,48595
"39127","4",2001,685385
"39129","4",2001,126421
"39131","4",2001,768742
"39133","4",2001,562577
"39135","4",2001,170828
"39137","4",2001,44275
"39139","4",2001,485616
"39141","4",2001,911920
"39143","4",2001,73274
"39145","4",2001,1161790
"39147","4",2001,127787
"39149","4",2001,101522
"39151","4",2001,403308
"39153","4",2001,361644
"39155","4",2001,614132
"39157","4",2001,879702
"39159","4",2001,94379
"39161","4",2001,34323
"39163","4",2001,942869
"39165","4",2001,331138
"39167","4",2001,1210250
"39169","4",2001,256952
"39171","4",2001,60092
"39173","4",2001,68882
"39175","4",2001,97693
"42007","4",2001,742515
"42039","4",2001,1479392
"42049","4",2001,932955
"42073","4",2001,451120
"42085","4",2001,868403
"54009","4",2001,175213
"54011","4",2001,592569
"54029","4",2001,156398
"54035","4",2001,1010712
"54051","4",2001,669801
"54053","4",2001,865065
"54069","4",2001,186944
"54073","4",2001,314458
"54095","4",2001,624572
"54099","4",2001,1192454
"54103","4",2001,928638
"54107","4",2001,724165
"18001","4",2006,45040
"18003","4",2006,150850
"18029","4",2006,480193
"18033","4",2006,117645
"18047","4",2006,580307
"18075","4",2006,91148
"18135","4",2006,84140
"18151","4",2006,55072
"18161","4",2006,99612
"18177","4",2006,165037
"21015","4",2006,332228
"21019","4",2006,268424
"21023","4",2006,371905
"21037","4",2006,217114
"21089","4",2006,680837
"21117","4",2006,214005
"21135","4",2006,1041334
"21161","4",2006,251383
"21191","4",2006,464764
"26023","4",2006,140663
"26059","4",2006,267227
"26091","4",2006,199426
"26115","4",2006,169425
"39001","4",2006,1013896
"39003","4",2006,88080
"39005","4",2006,410514
"39007","4",2006,867820
"39009","4",2006,1029150
"39011","4",2006,77781
"39013","4",2006,905871
"39015","4",2006,524957
"39017","4",2006,254106
"39019","4",2006,639126
"39021","4",2006,123918
"39023","4",2006,89664
"39025","4",2006,652460
"39027","4",2006,171081
"39029","4",2006,680386
"39031","4",2006,906452
"39033","4",2006,108890
"39035","4",2006,233048
"39037","4",2006,86652
"39039","4",2006,93672
"39041","4",2006,242522
"39043","4",2006,129141
"39045","4",2006,373345
"39047","4",2006,56676
"39049","4",2006,151401
"39051","4",2006,67599
"39053","4",2006,814203
"39055","4",2006,558424
"39057","4",2006,138527
"39059","4",2006,956246
"39061","4",2006,382214
"39063","4",2006,90167
"39065","4",2006,93850
"39067","4",2006,743746
"39069","4",2006,48070
"39071","4",2006,478435
"39073","4",2006,967387
"39075","4",2006,459022
"39077","4",2006,242600
"39079","4",2006,762094
"39081","4",2006,772404
"39083","4",2006,517244
"39085","4",2006,210892
"39087","4",2006,953801
"39089","4",2006,717074
"39091","4",2006,187279
"39093","4",2006,293276
"39095","4",2006,119652
"39097","4",2006,48220
"39099","4",2006,374372
"39101","4",2006,75717
"39103","4",2006,359936
"39105","4",2006,845574
"39107","4",2006,58022
"39109","4",2006,84840
"39111","4",2006,998632
"39113","4",2006,150705
"39115","4",2006,808127
"39117","4",2006,300332
"39119","4",2006,1057829
"39121","4",2006,795085
"39123","4",2006,27910
"39125","4",2006,48592
"39127","4",2006,684673
"39129","4",2006,125726
"39131","4",2006,769340
"39133","4",2006,557165
"39135","4",2006,170717
"39137","4",2006,44264
"39139","4",2006,481897
"39141","4",2006,908058
"39143","4",2006,73242
"39145","4",2006,1160263
"39147","4",2006,127610
"39149","4",2006,101395
"39151","4",2006,395286
"39153","4",2006,349806
"39155","4",2006,610102
"39157","4",2006,866956
"39159","4",2006,93898
"39161","4",2006,34321
"39163","4",2006,937505
"39165","4",2006,327120
"39167","4",2006,1209849
"39169","4",2006,255388
"39171","4",2006,59433
"39173","4",2006,68925
"39175","4",2006,97758
"42007","4",2006,737375
"42039","4",2006,1479266
"42049","4",2006,928520
"42073","4",2006,448639
"42085","4",2006,867191
"54009","4",2006,172881
"54011","4",2006,591936
"54029","4",2006,155454
"54035","4",2006,1010695
"54051","4",2006,667695
"54053","4",2006,864767
"54069","4",2006,183357
"54073","4",2006,314432
"54095","4",2006,624572
"54099","4",2006,1192095
"54103","4",2006,928566
"54107","4",2006,723080
"18001","4",2011,44813
"18003","4",2011,150084
"18029","4",2011,479167
"18033","4",2011,116666
"18047","4",2011,578742
"18075","4",2011,90858
"18135","4",2011,83835
"18151","4",2011,54908
"18161","4",2011,99387
"18177","4",2011,164586
"21015","4",2011,329132
"21019","4",2011,266953
"21023","4",2011,370153
"21037","4",2011,216301
"21089","4",2011,678433
"21117","4",2011,212262
"21135","4",2011,1037413
"21161","4",2011,248811
"21191","4",2011,464127
"26023","4",2011,139802
"26059","4",2011,266587
"26091","4",2011,199169
"26115","4",2011,167953
"39001","4",2011,1009330
"39003","4",2011,87366
"39005","4",2011,408882
"39007","4",2011,845853
"39009","4",2011,1023951
"39011","4",2011,77652
"39013","4",2011,897984
"39015","4",2011,522614
"39017","4",2011,252599
"39019","4",2011,636923
"39021","4",2011,123683
"39023","4",2011,89530
"39025","4",2011,649382
"39027","4",2011,170002
"39029","4",2011,676495
"39031","4",2011,902035
"39033","4",2011,108709
"39035","4",2011,227563
"39037","4",2011,86453
"39039","4",2011,93357
"39041","4",2011,238614
"39043","4",2011,128032
"39045","4",2011,371384
"39047","4",2011,55552
"39049","4",2011,146430
"39051","4",2011,66726
"39053","4",2011,803566
"39055","4",2011,552211
"39057","4",2011,137785
"39059","4",2011,953255
"39061","4",2011,379483
"39063","4",2011,89938
"39065","4",2011,93834
"39067","4",2011,738101
"39069","4",2011,47904
"39071","4",2011,474799
"39073","4",2011,963176
"39075","4",2011,458554
"39077","4",2011,239634
"39079","4",2011,738355
"39081","4",2011,764700
"39083","4",2011,515895
"39085","4",2011,205163
"39087","4",2011,951450
"39089","4",2011,713340
"39091","4",2011,187028
"39093","4",2011,284508
"39095","4",2011,116803
"39097","4",2011,48137
"39099","4",2011,367624
"39101","4",2011,75378
"39103","4",2011,356270
"39105","4",2011,842306
"39107","4",2011,57941
"39109","4",2011,84604
"39111","4",2011,997333
"39113","4",2011,149382
"39115","4",2011,807376
"39117","4",2011,299045
"39119","4",2011,1054843
"39121","4",2011,792674
"39123","4",2011,27887
"39125","4",2011,48573
"39127","4",2011,677806
"39129","4",2011,124978
"39131","4",2011,742624
"39133","4",2011,550705
"39135","4",2011,170398
"39137","4",2011,44210
"39139","4",2011,479241
"39141","4",2011,895730
"39143","4",2011,73155
"39145","4",2011,1148714
"39147","4",2011,127488
"39149","4",2011,101350
"39151","4",2011,389431
"39153","4",2011,343279
"39155","4",2011,596453
"39157","4",2011,858571
"39159","4",2011,93602
"39161","4",2011,34281
"39163","4",2011,926065
"39165","4",2011,324918
"39167","4",2011,1208186
"39169","4",2011,254497
"39171","4",2011,59376
"39173","4",2011,68500
"39175","4",2011,97557
"42007","4",2011,731908
"42039","4",2011,1464997
"42049","4",2011,924238
"42073","4",2011,440649
"42085","4",2011,855135
"54009","4",2011,171736
"54011","4",2011,590566
"54029","4",2011,155189
"54035","4",2011,1009798
"54051","4",2011,662144
"54053","4",2011,860955
"54069","4",2011,181483
"54073","4",2011,314220
"54095","4",2011,624378
"54099","4",2011,1190875
"54103","4",2011,926735
"54107","4",2011,721291
"18001","5",1992,14378
"18003","5",1992,20113
"18029","5",1992,28827
"18033","5",1992,14402
"18047","5",1992,27045
"18075","5",1992,8048
"18135","5",1992,9320
"18151","5",1992,5434
"18161","5",1992,1760
"18177","5",1992,16822
"21015","5",1992,22206
"21019","5",1992,27293
"21023","5",1992,19658
"21037","5",1992,13412
"21089","5",1992,52836
"21117","5",1992,12261
"21135","5",1992,60763
"21161","5",1992,10388
"21191","5",1992,42744
"26023","5",1992,8323
"26059","5",1992,16083
"26091","5",1992,16003
"26115","5",1992,28313
"39001","5",1992,76136
"39003","5",1992,20827
"39005","5",1992,9871
"39007","5",1992,92478
"39009","5",1992,17376
"39011","5",1992,19030
"39013","5",1992,37267
"39015","5",1992,42778
"39017","5",1992,11224
"39019","5",1992,21543
"39021","5",1992,17364
"39023","5",1992,21607
"39025","5",1992,33163
"39027","5",1992,1370
"39029","5",1992,23787
"39031","5",1992,13455
"39033","5",1992,7440
"39035","5",1992,19873
"39037","5",1992,23149
"39039","5",1992,0
"39041","5",1992,13239
"39043","5",1992,3915
"39045","5",1992,11664
"39047","5",1992,3594
"39049","5",1992,11995
"39051","5",1992,6300
"39053","5",1992,52477
"39055","5",1992,66318
"39057","5",1992,9725
"39059","5",1992,28871
"39061","5",1992,14020
"39063","5",1992,20666
"39065","5",1992,19370
"39067","5",1992,23426
"39069","5",1992,6649
"39071","5",1992,40579
"39073","5",1992,8837
"39075","5",1992,11172
"39077","5",1992,2870
"39079","5",1992,51969
"39081","5",1992,20459
"39083","5",1992,15440
"39085","5",1992,24087
"39087","5",1992,42369
"39089","5",1992,22621
"39091","5",1992,11383
"39093","5",1992,8999
"39095","5",1992,17477
"39097","5",1992,10139
"39099","5",1992,29719
"39101","5",1992,10079
"39103","5",1992,14302
"39105","5",1992,13427
"39107","5",1992,14912
"39109","5",1992,18744
"39111","5",1992,19683
"39113","5",1992,6932
"39115","5",1992,29307
"39117","5",1992,6185
"39119","5",1992,58493
"39121","5",1992,42606
"39123","5",1992,17913
"39125","5",1992,10373
"39127","5",1992,15666
"39129","5",1992,3484
"39131","5",1992,102717
"39133","5",1992,61331
"39135","5",1992,10881
"39137","5",1992,12775
"39139","5",1992,12958
"39141","5",1992,74075
"39143","5",1992,13302
"39145","5",1992,99375
"39147","5",1992,13028
"39149","5",1992,20484
"39151","5",1992,27980
"39153","5",1992,26945
"39155","5",1992,70573
"39157","5",1992,28252
"39159","5",1992,13529
"39161","5",1992,11180
"39163","5",1992,21647
"39165","5",1992,17623
"39167","5",1992,11982
"39169","5",1992,12787
"39171","5",1992,2192
"39173","5",1992,18121
"39175","5",1992,21946
"42007","5",1992,14614
"42039","5",1992,60063
"42049","5",1992,62288
"42073","5",1992,16588
"42085","5",1992,38621
"54009","5",1992,4802
"54011","5",1992,21063
"54029","5",1992,6135
"54035","5",1992,5412
"54051","5",1992,14710
"54053","5",1992,15014
"54069","5",1992,5251
"54073","5",1992,2490
"54095","5",1992,3235
"54099","5",1992,71232
"54103","5",1992,5115
"54107","5",1992,6118
"18001","5",2001,14502
"18003","5",2001,21214
"18029","5",2001,30348
"18033","5",2001,14477
"18047","5",2001,29186
"18075","5",2001,8147
"18135","5",2001,9390
"18151","5",2001,5624
"18161","5",2001,1806
"18177","5",2001,17074
"21015","5",2001,23453
"21019","5",2001,30010
"21023","5",2001,21243
"21037","5",2001,14426
"21089","5",2001,66219
"21117","5",2001,12904
"21135","5",2001,72604
"21161","5",2001,11300
"21191","5",2001,45116
"26023","5",2001,8696
"26059","5",2001,14627
"26091","5",2001,15498
"26115","5",2001,29393
"39001","5",2001,82745
"39003","5",2001,21074
"39005","5",2001,10112
"39007","5",2001,112782
"39009","5",2001,20498
"39011","5",2001,19124
"39013","5",2001,41902
"39015","5",2001,44852
"39017","5",2001,11694
"39019","5",2001,23542
"39021","5",2001,17521
"39023","5",2001,21981
"39025","5",2001,34421
"39027","5",2001,1449
"39029","5",2001,27676
"39031","5",2001,14731
"39033","5",2001,7504
"39035","5",2001,22554
"39037","5",2001,23253
"39039","5",2001,5151
"39041","5",2001,13613
"39043","5",2001,4088
"39045","5",2001,12251
"39047","5",2001,3743
"39049","5",2001,12705
"39051","5",2001,6299
"39053","5",2001,57741
"39055","5",2001,79812
"39057","5",2001,9742
"39059","5",2001,31743
"39061","5",2001,14531
"39063","5",2001,20816
"39065","5",2001,19474
"39067","5",2001,26352
"39069","5",2001,6691
"39071","5",2001,42717
"39073","5",2001,10070
"39075","5",2001,12588
"39077","5",2001,2950
"39079","5",2001,63695
"39081","5",2001,22228
"39083","5",2001,15948
"39085","5",2001,30283
"39087","5",2001,51834
"39089","5",2001,23352
"39091","5",2001,11461
"39093","5",2001,9836
"39095","5",2001,17537
"39097","5",2001,10661
"39099","5",2001,37000
"39101","5",2001,10209
"39103","5",2001,15869
"39105","5",2001,16647
"39107","5",2001,14999
"39109","5",2001,18816
"39111","5",2001,21326
"39113","5",2001,6948
"39115","5",2001,35275
"39117","5",2001,6246
"39119","5",2001,67399
"39121","5",2001,47722
"39123","5",2001,18080
"39125","5",2001,10416
"39127","5",2001,19397
"39129","5",2001,3572
"39131","5",2001,111152
"39133","5",2001,72253
"39135","5",2001,10920
"39137","5",2001,12899
"39139","5",2001,13558
"39141","5",2001,82202
"39143","5",2001,13324
"39145","5",2001,111288
"39147","5",2001,13052
"39149","5",2001,20691
"39151","5",2001,33059
"39153","5",2001,32875
"39155","5",2001,83481
"39157","5",2001,33420
"39159","5",2001,13809
"39161","5",2001,11223
"39163","5",2001,28508
"39165","5",2001,18245
"39167","5",2001,14955
"39169","5",2001,14641
"39171","5",2001,2055
"39173","5",2001,18174
"39175","5",2001,22038
"42007","5",2001,17927
"42039","5",2001,65752
"42049","5",2001,66490
"42073","5",2001,21714
"42085","5",2001,45140
"54009","5",2001,5526
"54011","5",2001,22321
"54029","5",2001,6404
"54035","5",2001,7909
"54051","5",2001,15741
"54053","5",2001,17674
"54069","5",2001,5829
"54073","5",2001,3184
"54095","5",2001,3774
"54099","5",2001,79314
"54103","5",2001,5517
"54107","5",2001,8411
"18001","5",2006,14502
"18003","5",2006,20757
"18029","5",2006,30309
"18033","5",2006,14536
"18047","5",2006,29137
"18075","5",2006,8147
"18135","5",2006,9382
"18151","5",2006,5821
"18161","5",2006,1791
"18177","5",2006,17074
"21015","5",2006,23185
"21019","5",2006,29854
"21023","5",2006,21274
"21037","5",2006,14418
"21089","5",2006,65976
"21117","5",2006,12824
"21135","5",2006,72490
"21161","5",2006,11094
"21191","5",2006,45131
"26023","5",2006,9343
"26059","5",2006,16332
"26091","5",2006,16540
"26115","5",2006,27661
"39001","5",2006,82333
"39003","5",2006,21002
"39005","5",2006,10169
"39007","5",2006,115632
"39009","5",2006,20532
"39011","5",2006,19105
"39013","5",2006,45211
"39015","5",2006,44672
"39017","5",2006,11592
"39019","5",2006,23256
"39021","5",2006,17510
"39023","5",2006,21920
"39025","5",2006,34241
"39027","5",2006,1421
"39029","5",2006,28440
