"RTENO","reclass","buffer","YEAR","total_pix","km2"
"66073","5","200",1999,364.222222222222,0.3278
"66073","5","400",1999,696.111111111111,0.6265
"66073","5","1000",1999,1219.77777777778,1.0978
"66073","5","2000",1999,2531.44444444444,2.2783
"66073","5","5000",1999,7976.22222222222,7.1786
"66073","5","10000",1999,19671.1111111111,17.704
"66073","6","200",1999,8017.22222222222,7.2155
"66073","6","400",1999,13598.3333333333,12.2385
"66073","6","1000",1999,26589.1111111111,23.9302
"66073","6","2000",1999,46156.1111111111,41.5405
"66073","6","5000",1999,130745.666666667,117.6711
"66073","6","10000",1999,262312.222222222,236.081
"66073","1","200",1999,57.8888888888889,0.0521
"66073","1","400",1999,134.333333333333,0.1209
"66073","1","1000",1999,251.888888888889,0.2267
"66073","1","2000",1999,784.888888888889,0.7064
"66073","1","5000",1999,2533.66666666667,2.2803
"66073","1","10000",1999,5017.66666666667,4.5159
"66073","7","200",1999,3.88888888888889,0.0035
"66073","7","400",1999,11.6666666666667,0.0105
"66073","7","1000",1999,16.3333333333333,0.0147
"66073","7","2000",1999,25.6666666666667,0.0231
"66073","7","5000",1999,122.888888888889,0.1106
"66073","7","10000",1999,177,0.1593
"66073","3","200",1999,12.4444444444444,0.0112
"66073","3","400",1999,56.5555555555556,0.0509
"66073","3","1000",1999,146.888888888889,0.1322
"66073","3","2000",1999,285.222222222222,0.2567
"66073","3","5000",1999,1406.11111111111,1.2655
"66073","3","10000",1999,3700.66666666667,3.3306
"66073","2","200",2000,2482.77777777778,2.2345
"66073","2","400",2000,3130.55555555556,2.8175
"66073","2","1000",2000,6080.88888888889,5.4728
"66073","2","2000",2000,14616.6666666667,13.155
"66073","2","5000",2000,38375.6666666667,34.5381
"66073","2","10000",2000,91108.2222222222,81.9974
"66073","4","200",2000,8209.33333333333,7.3884
"66073","4","400",2000,20391.4444444444,18.3523
"66073","4","1000",2000,59720.3333333333,53.7483
"66073","4","2000",2000,123748.222222222,111.3734
"66073","4","5000",2000,321710.222222222,289.5392
"66073","4","10000",2000,775855.222222222,698.2697
"66073","5","200",2000,372.111111111111,0.3349
"66073","5","400",2000,707.555555555556,0.6368
"66073","5","1000",2000,1241.88888888889,1.1177
"66073","5","2000",2000,2583.22222222222,2.3249
"66073","5","5000",2000,8150.11111111111,7.3351
"66073","5","10000",2000,20034.5555555556,18.0311
"66073","6","200",2000,8040.11111111111,7.2361
"66073","6","400",2000,13637.6666666667,12.2739
"66073","6","1000",2000,26657.5555555556,23.9918
"66073","6","2000",2000,46253.5555555556,41.6282
"66073","6","5000",2000,130993.333333333,117.894
"66073","6","10000",2000,262572.111111111,236.3149
"66073","1","200",2000,62.4444444444444,0.0562
"66073","1","400",2000,138.666666666667,0.1248
"66073","1","1000",2000,257.444444444444,0.2317
"66073","1","2000",2000,793.444444444444,0.7141
"66073","1","5000",2000,2613.33333333333,2.352
"66073","1","10000",2000,5142.33333333333,4.6281
"66073","7","200",2000,4.44444444444444,0.004
"66073","7","400",2000,13.3333333333333,0.012
"66073","7","1000",2000,18.6666666666667,0.0168
"66073","7","2000",2000,29.3333333333333,0.0264
"66073","7","5000",2000,140.444444444444,0.1264
"66073","7","10000",2000,196,0.1764
"66073","3","200",2000,14.2222222222222,0.0128
"66073","3","400",2000,54.7777777777778,0.0493
"66073","3","1000",2000,143.444444444444,0.1291
"66073","3","2000",2000,280.111111111111,0.2521
"66073","3","5000",2000,1405.55555555556,1.265
"66073","3","10000",2000,3800.33333333333,3.4203
"66073","2","200",2001,2488,2.2392
"66073","2","400",2001,3139,2.8251
"66073","2","1000",2001,6104,5.4936
"66073","2","2000",2001,14638,13.1742
"66073","2","5000",2001,38422,34.5798
"66073","2","10000",2001,91250,82.125
"66073","4","200",2001,8178,7.3602
"66073","4","400",2001,20362,18.3258
"66073","4","1000",2001,59623,53.6607
"66073","4","2000",2001,123581,111.2229
"66073","4","5000",2001,321165,289.0485
"66073","4","10000",2001,774865,697.3785
"66073","5","200",2001,380,0.342
"66073","5","400",2001,719,0.6471
"66073","5","1000",2001,1264,1.1376
"66073","5","2000",2001,2635,2.3715
"66073","5","5000",2001,8324,7.4916
"66073","5","10000",2001,20398,18.3582
"66073","6","200",2001,8063,7.2567
"66073","6","400",2001,13677,12.3093
"66073","6","1000",2001,26726,24.0534
"66073","6","2000",2001,46351,41.7159
"66073","6","5000",2001,131241,118.1169
"66073","6","10000",2001,262832,236.5488
"66073","1","200",2001,67,0.0603
"66073","1","400",2001,143,0.1287
"66073","1","1000",2001,263,0.2367
"66073","1","2000",2001,802,0.7218
"66073","1","5000",2001,2693,2.4237
"66073","1","10000",2001,5267,4.7403
"66073","7","200",2001,5,0.0045
"66073","7","400",2001,15,0.0135
"66073","7","1000",2001,21,0.0189
"66073","7","2000",2001,33,0.0297
"66073","7","5000",2001,158,0.1422
"66073","7","10000",2001,215,0.1935
"66073","3","200",2001,16,0.0144
"66073","3","400",2001,53,0.0477
"66073","3","1000",2001,140,0.126
"66073","3","2000",2001,275,0.2475
"66073","3","5000",2001,1405,1.2645
"66073","3","10000",2001,3900,3.51
"66073","2","200",2002,2489,2.2401
"66073","2","400",2002,3140,2.826
"66073","2","1000",2002,6116.6,5.50494
"66073","2","2000",2002,14652,13.1868
"66073","2","5000",2002,38449.4,34.60446
"66073","2","10000",2002,91557,82.4013
"66073","4","200",2002,8171.8,7.35462
"66073","4","400",2002,20345.6,18.31104
"66073","4","1000",2002,59595.8,53.63622
"66073","4","2000",2002,123554.4,111.19896
"66073","4","5000",2002,321145,289.0305
"66073","4","10000",2002,774799.8,697.31982
"66073","5","200",2002,386.2,0.34758
"66073","5","400",2002,735.4,0.66186
"66073","5","1000",2002,1294.2,1.16478
"66073","5","2000",2002,2656.2,2.39058
"66073","5","5000",2002,8345.2,7.51068
"66073","5","10000",2002,20497.8,18.44802
"66073","6","200",2002,8062,7.2558
"66073","6","400",2002,13676,12.3084
"66073","6","1000",2002,26710.4,24.03936
"66073","6","2000",2002,46342.4,41.70816
"66073","6","5000",2002,131209,118.0881
"66073","6","10000",2002,262557.2,236.30148
"66073","1","200",2002,67,0.0603
"66073","1","400",2002,143,0.1287
"66073","1","1000",2002,263,0.2367
"66073","1","2000",2002,802,0.7218
"66073","1","5000",2002,2660.2,2.39418
"66073","1","10000",2002,5224.4,4.70196
"66073","7","200",2002,5,0.0045
"66073","7","400",2002,15,0.0135
"66073","7","1000",2002,21,0.0189
"66073","7","2000",2002,33,0.0297
"66073","7","5000",2002,158,0.1422
"66073","7","10000",2002,215,0.1935
"66073","3","200",2002,16,0.0144
"66073","3","400",2002,53,0.0477
"66073","3","1000",2002,140,0.126
"66073","3","2000",2002,275,0.2475
"66073","3","5000",2002,1441.2,1.29708
"66073","3","10000",2002,3875.8,3.48822
"66073","2","200",2003,2490,2.241
"66073","2","400",2003,3141,2.8269
"66073","2","1000",2003,6129.2,5.51628
"66073","2","2000",2003,14666,13.1994
"66073","2","5000",2003,38476.8,34.62912
"66073","2","10000",2003,91864,82.6776
"66073","4","200",2003,8165.6,7.34904
"66073","4","400",2003,20329.2,18.29628
"66073","4","1000",2003,59568.6,53.61174
"66073","4","2000",2003,123527.8,111.17502
"66073","4","5000",2003,321125,289.0125
"66073","4","10000",2003,774734.6,697.26114
"66073","5","200",2003,392.4,0.35316
"66073","5","400",2003,751.8,0.67662
"66073","5","1000",2003,1324.4,1.19196
"66073","5","2000",2003,2677.4,2.40966
"66073","5","5000",2003,8366.4,7.52976
"66073","5","10000",2003,20597.6,18.53784
"66073","6","200",2003,8061,7.2549
"66073","6","400",2003,13675,12.3075
"66073","6","1000",2003,26694.8,24.02532
"66073","6","2000",2003,46333.8,41.70042
"66073","6","5000",2003,131177,118.0593
"66073","6","10000",2003,262282.4,236.05416
"66073","1","200",2003,67,0.0603
"66073","1","400",2003,143,0.1287
"66073","1","1000",2003,263,0.2367
"66073","1","2000",2003,802,0.7218
"66073","1","5000",2003,2627.4,2.36466
"66073","1","10000",2003,5181.8,4.66362
"66073","7","200",2003,5,0.0045
"66073","7","400",2003,15,0.0135
"66073","7","1000",2003,21,0.0189
"66073","7","2000",2003,33,0.0297
"66073","7","5000",2003,158,0.1422
"66073","7","10000",2003,215,0.1935
"66073","3","200",2003,16,0.0144
"66073","3","400",2003,53,0.0477
"66073","3","1000",2003,140,0.126
"66073","3","2000",2003,275,0.2475
"66073","3","5000",2003,1477.4,1.32966
"66073","3","10000",2003,3851.6,3.46644
"66073","2","200",2004,2491,2.2419
"66073","2","400",2004,3142,2.8278
"66073","2","1000",2004,6141.8,5.52762
"66073","2","2000",2004,14680,13.212
"66073","2","5000",2004,38504.2,34.65378
"66073","2","10000",2004,92171,82.9539
"66073","4","200",2004,8159.4,7.34346
"66073","4","400",2004,20312.8,18.28152
"66073","4","1000",2004,59541.4,53.58726
"66073","4","2000",2004,123501.2,111.15108
"66073","4","5000",2004,321105,288.9945
"66073","4","10000",2004,774669.4,697.20246
"66073","5","200",2004,398.6,0.35874
"66073","5","400",2004,768.2,0.69138
"66073","5","1000",2004,1354.6,1.21914
"66073","5","2000",2004,2698.6,2.42874
"66073","5","5000",2004,8387.6,7.54884
"66073","5","10000",2004,20697.4,18.62766
"66073","6","200",2004,8060,7.254
"66073","6","400",2004,13674,12.3066
"66073","6","1000",2004,26679.2,24.01128
"66073","6","2000",2004,46325.2,41.69268
"66073","6","5000",2004,131145,118.0305
"66073","6","10000",2004,262007.6,235.80684
"66073","1","200",2004,67,0.0603
"66073","1","400",2004,143,0.1287
"66073","1","1000",2004,263,0.2367
"66073","1","2000",2004,802,0.7218
"66073","1","5000",2004,2594.6,2.33514
"66073","1","10000",2004,5139.2,4.62528
"66073","7","200",2004,5,0.0045
"66073","7","400",2004,15,0.0135
"66073","7","1000",2004,21,0.0189
"66073","7","2000",2004,33,0.0297
"66073","7","5000",2004,158,0.1422
"66073","7","10000",2004,215,0.1935
"66073","3","200",2004,16,0.0144
"66073","3","400",2004,53,0.0477
"66073","3","1000",2004,140,0.126
"66073","3","2000",2004,275,0.2475
"66073","3","5000",2004,1513.6,1.36224
"66073","3","10000",2004,3827.4,3.44466
"66073","2","200",2005,2492,2.2428
"66073","2","400",2005,3143,2.8287
"66073","2","1000",2005,6154.4,5.53896
"66073","2","2000",2005,14694,13.2246
"66073","2","5000",2005,38531.6,34.67844
"66073","2","10000",2005,92478,83.2302
"66073","4","200",2005,8153.2,7.33788
"66073","4","400",2005,20296.4,18.26676
"66073","4","1000",2005,59514.2,53.56278
"66073","4","2000",2005,123474.6,111.12714
"66073","4","5000",2005,321085,288.9765
"66073","4","10000",2005,774604.2,697.14378
"66073","5","200",2005,404.8,0.36432
"66073","5","400",2005,784.6,0.70614
"66073","5","1000",2005,1384.8,1.24632
"66073","5","2000",2005,2719.8,2.44782
"66073","5","5000",2005,8408.8,7.56792
"66073","5","10000",2005,20797.2,18.71748
"66073","6","200",2005,8059,7.2531
"66073","6","400",2005,13673,12.3057
"66073","6","1000",2005,26663.6,23.99724
"66073","6","2000",2005,46316.6,41.68494
"66073","6","5000",2005,131113,118.0017
"66073","6","10000",2005,261732.8,235.55952
"66073","1","200",2005,67,0.0603
"66073","1","400",2005,143,0.1287
"66073","1","1000",2005,263,0.2367
"66073","1","2000",2005,802,0.7218
"66073","1","5000",2005,2561.8,2.30562
"66073","1","10000",2005,5096.6,4.58694
"66073","7","200",2005,5,0.0045
"66073","7","400",2005,15,0.0135
"66073","7","1000",2005,21,0.0189
"66073","7","2000",2005,33,0.0297
"66073","7","5000",2005,158,0.1422
"66073","7","10000",2005,215,0.1935
"66073","3","200",2005,16,0.0144
"66073","3","400",2005,53,0.0477
"66073","3","1000",2005,140,0.126
"66073","3","2000",2005,275,0.2475
"66073","3","5000",2005,1549.8,1.39482
"66073","3","10000",2005,3803.2,3.42288
"66073","2","200",2006,2493,2.2437
"66073","2","400",2006,3144,2.8296
"66073","2","1000",2006,6167,5.5503
"66073","2","2000",2006,14708,13.2372
"66073","2","5000",2006,38559,34.7031
"66073","2","10000",2006,92785,83.5065
"66073","4","200",2006,8147,7.3323
"66073","4","400",2006,20280,18.252
"66073","4","1000",2006,59487,53.5383
"66073","4","2000",2006,123448,111.1032
"66073","4","5000",2006,321065,288.9585
"66073","4","10000",2006,774539,697.0851
"66073","5","200",2006,411,0.3699
"66073","5","400",2006,801,0.7209
"66073","5","1000",2006,1415,1.2735
"66073","5","2000",2006,2741,2.4669
"66073","5","5000",2006,8430,7.587
"66073","5","10000",2006,20897,18.8073
"66073","6","200",2006,8058,7.2522
"66073","6","400",2006,13672,12.3048
"66073","6","1000",2006,26648,23.9832
"66073","6","2000",2006,46308,41.6772
"66073","6","5000",2006,131081,117.9729
"66073","6","10000",2006,261458,235.3122
"66073","1","200",2006,67,0.0603
"66073","1","400",2006,143,0.1287
"66073","1","1000",2006,263,0.2367
"66073","1","2000",2006,802,0.7218
"66073","1","5000",2006,2529,2.2761
"66073","1","10000",2006,5054,4.5486
"66073","7","200",2006,5,0.0045
"66073","7","400",2006,15,0.0135
"66073","7","1000",2006,21,0.0189
"66073","7","2000",2006,33,0.0297
"66073","7","5000",2006,158,0.1422
"66073","7","10000",2006,215,0.1935
"66073","3","200",2006,16,0.0144
"66073","3","400",2006,53,0.0477
"66073","3","1000",2006,140,0.126
"66073","3","2000",2006,275,0.2475
"66073","3","5000",2006,1586,1.4274
"66073","3","10000",2006,3779,3.4011
"66073","2","200",2007,2493,2.2437
"66073","2","400",2007,3144,2.8296
"66073","2","1000",2007,6167,5.5503
"66073","2","2000",2007,14708,13.2372
"66073","2","5000",2007,38577,34.7193
"66073","2","10000",2007,92852.2,83.56698
"66073","4","200",2007,8147.6,7.33284
"66073","4","400",2007,20280.6,18.25254
"66073","4","1000",2007,59358.2,53.42238
"66073","4","2000",2007,123204.8,110.88432
"66073","4","5000",2007,320593.6,288.53424
"66073","4","10000",2007,773301.8,695.97162
"66073","5","200",2007,410.4,0.36936
"66073","5","400",2007,800.4,0.72036
"66073","5","1000",2007,1536.8,1.38312
"66073","5","2000",2007,2975.8,2.67822
"66073","5","5000",2007,8879.4,7.99146
"66073","5","10000",2007,21992.2,19.79298
"66073","6","200",2007,8058,7.2522
"66073","6","400",2007,13672,12.3048
"66073","6","1000",2007,26648,23.9832
"66073","6","2000",2007,46307.8,41.67702
"66073","6","5000",2007,131079.6,117.97164
"66073","6","10000",2007,261476.6,235.32894
"66073","1","200",2007,67,0.0603
"66073","1","400",2007,143,0.1287
"66073","1","1000",2007,263,0.2367
"66073","1","2000",2007,802,0.7218
"66073","1","5000",2007,2531.8,2.27862
"66073","1","10000",2007,5055.8,4.55022
"66073","7","200",2007,5,0.0045
"66073","7","400",2007,15,0.0135
"66073","7","1000",2007,21,0.0189
"66073","7","2000",2007,33,0.0297
"66073","7","5000",2007,158,0.1422
"66073","7","10000",2007,215,0.1935
"66073","3","200",2007,16,0.0144
"66073","3","400",2007,53,0.0477
"66073","3","1000",2007,147,0.1323
"66073","3","2000",2007,283.6,0.25524
"66073","3","5000",2007,1588.6,1.42974
"66073","3","10000",2007,3833.4,3.45006
"66073","2","200",2008,2493,2.2437
"66073","2","400",2008,3144,2.8296
"66073","2","1000",2008,6167,5.5503
"66073","2","2000",2008,14708,13.2372
"66073","2","5000",2008,38595,34.7355
"66073","2","10000",2008,92919.4,83.62746
"66073","4","200",2008,8148.2,7.33338
"66073","4","400",2008,20281.2,18.25308
"66073","4","1000",2008,59229.4,53.30646
"66073","4","2000",2008,122961.6,110.66544
"66073","4","5000",2008,320122.2,288.10998
"66073","4","10000",2008,772064.6,694.85814
"66073","5","200",2008,409.8,0.36882
"66073","5","400",2008,799.8,0.71982
"66073","5","1000",2008,1658.6,1.49274
"66073","5","2000",2008,3210.6,2.88954
"66073","5","5000",2008,9328.8,8.39592
"66073","5","10000",2008,23087.4,20.77866
"66073","6","200",2008,8058,7.2522
"66073","6","400",2008,13672,12.3048
"66073","6","1000",2008,26648,23.9832
"66073","6","2000",2008,46307.6,41.67684
"66073","6","5000",2008,131078.2,117.97038
"66073","6","10000",2008,261495.2,235.34568
"66073","1","200",2008,67,0.0603
"66073","1","400",2008,143,0.1287
"66073","1","1000",2008,263,0.2367
"66073","1","2000",2008,802,0.7218
"66073","1","5000",2008,2534.6,2.28114
"66073","1","10000",2008,5057.6,4.55184
"66073","7","200",2008,5,0.0045
"66073","7","400",2008,15,0.0135
"66073","7","1000",2008,21,0.0189
"66073","7","2000",2008,33,0.0297
"66073","7","5000",2008,158,0.1422
"66073","7","10000",2008,215,0.1935
"66073","3","200",2008,16,0.0144
"66073","3","400",2008,53,0.0477
"66073","3","1000",2008,154,0.1386
"66073","3","2000",2008,292.2,0.26298
"66073","3","5000",2008,1591.2,1.43208
"66073","3","10000",2008,3887.8,3.49902
"66073","2","200",2009,2493,2.2437
"66073","2","400",2009,3144,2.8296
"66073","2","1000",2009,6167,5.5503
"66073","2","2000",2009,14708,13.2372
"66073","2","5000",2009,38613,34.7517
"66073","2","10000",2009,92986.6,83.68794
"66073","4","200",2009,8148.8,7.33392
"66073","4","400",2009,20281.8,18.25362
"66073","4","1000",2009,59100.6,53.19054
"66073","4","2000",2009,122718.4,110.44656
"66073","4","5000",2009,319650.8,287.68572
"66073","4","10000",2009,770827.4,693.74466
"66073","5","200",2009,409.2,0.36828
"66073","5","400",2009,799.2,0.71928
"66073","5","1000",2009,1780.4,1.60236
"66073","5","2000",2009,3445.4,3.10086
"66073","5","5000",2009,9778.2,8.80038
"66073","5","10000",2009,24182.6,21.76434
"66073","6","200",2009,8058,7.2522
"66073","6","400",2009,13672,12.3048
"66073","6","1000",2009,26648,23.9832
"66073","6","2000",2009,46307.4,41.67666
"66073","6","5000",2009,131076.8,117.96912
"66073","6","10000",2009,261513.8,235.36242
"66073","1","200",2009,67,0.0603
"66073","1","400",2009,143,0.1287
"66073","1","1000",2009,263,0.2367
"66073","1","2000",2009,802,0.7218
"66073","1","5000",2009,2537.4,2.28366
"66073","1","10000",2009,5059.4,4.55346
"66073","7","200",2009,5,0.0045
"66073","7","400",2009,15,0.0135
"66073","7","1000",2009,21,0.0189
"66073","7","2000",2009,33,0.0297
"66073","7","5000",2009,158,0.1422
"66073","7","10000",2009,215,0.1935
"66073","3","200",2009,16,0.0144
"66073","3","400",2009,53,0.0477
"66073","3","1000",2009,161,0.1449
"66073","3","2000",2009,300.8,0.27072
"66073","3","5000",2009,1593.8,1.43442
"66073","3","10000",2009,3942.2,3.54798
"66073","2","200",2010,2493,2.2437
"66073","2","400",2010,3144,2.8296
"66073","2","1000",2010,6167,5.5503
"66073","2","2000",2010,14708,13.2372
"66073","2","5000",2010,38631,34.7679
"66073","2","10000",2010,93053.8,83.74842
"66073","4","200",2010,8149.4,7.33446
"66073","4","400",2010,20282.4,18.25416
"66073","4","1000",2010,58971.8,53.07462
"66073","4","2000",2010,122475.2,110.22768
"66073","4","5000",2010,319179.4,287.26146
"66073","4","10000",2010,769590.2,692.63118
"66073","5","200",2010,408.6,0.36774
"66073","5","400",2010,798.6,0.71874
"66073","5","1000",2010,1902.2,1.71198
"66073","5","2000",2010,3680.2,3.31218
"66073","5","5000",2010,10227.6,9.20484
"66073","5","10000",2010,25277.8,22.75002
"66073","6","200",2010,8058,7.2522
"66073","6","400",2010,13672,12.3048
"66073","6","1000",2010,26648,23.9832
"66073","6","2000",2010,46307.2,41.67648
"66073","6","5000",2010,131075.4,117.96786
"66073","6","10000",2010,261532.4,235.37916
"66073","1","200",2010,67,0.0603
"66073","1","400",2010,143,0.1287
"66073","1","1000",2010,263,0.2367
"66073","1","2000",2010,802,0.7218
"66073","1","5000",2010,2540.2,2.28618
"66073","1","10000",2010,5061.2,4.55508
"66073","7","200",2010,5,0.0045
"66073","7","400",2010,15,0.0135
"66073","7","1000",2010,21,0.0189
"66073","7","2000",2010,33,0.0297
"66073","7","5000",2010,158,0.1422
"66073","7","10000",2010,215,0.1935
"66073","3","200",2010,16,0.0144
"66073","3","400",2010,53,0.0477
"66073","3","1000",2010,168,0.1512
"66073","3","2000",2010,309.4,0.27846
"66073","3","5000",2010,1596.4,1.43676
"66073","3","10000",2010,3996.6,3.59694
"66073","2","200",2011,2493,2.2437
"66073","2","400",2011,3144,2.8296
"66073","2","1000",2011,6167,5.5503
"66073","2","2000",2011,14708,13.2372
"66073","2","5000",2011,38649,34.7841
"66073","2","10000",2011,93121,83.8089
"66073","4","200",2011,8150,7.335
"66073","4","400",2011,20283,18.2547
"66073","4","1000",2011,58843,52.9587
"66073","4","2000",2011,122232,110.0088
"66073","4","5000",2011,318708,286.8372
"66073","4","10000",2011,768353,691.5177
"66073","5","200",2011,408,0.3672
"66073","5","400",2011,798,0.7182
"66073","5","1000",2011,2024,1.8216
"66073","5","2000",2011,3915,3.5235
"66073","5","5000",2011,10677,9.6093
"66073","5","10000",2011,26373,23.7357
"66073","6","200",2011,8058,7.2522
"66073","6","400",2011,13672,12.3048
"66073","6","1000",2011,26648,23.9832
"66073","6","2000",2011,46307,41.6763
"66073","6","5000",2011,131074,117.9666
"66073","6","10000",2011,261551,235.3959
"66073","1","200",2011,67,0.0603
"66073","1","400",2011,143,0.1287
"66073","1","1000",2011,263,0.2367
"66073","1","2000",2011,802,0.7218
"66073","1","5000",2011,2543,2.2887
"66073","1","10000",2011,5063,4.5567
"66073","7","200",2011,5,0.0045
"66073","7","400",2011,15,0.0135
"66073","7","1000",2011,21,0.0189
"66073","7","2000",2011,33,0.0297
"66073","7","5000",2011,158,0.1422
"66073","7","10000",2011,215,0.1935
"66073","3","200",2011,16,0.0144
"66073","3","400",2011,53,0.0477
"66073","3","1000",2011,175,0.1575
"66073","3","2000",2011,318,0.2862
"66073","3","5000",2011,1599,1.4391
"66073","3","10000",2011,4051,3.6459
"66073","2","200",2012,0,0
"66073","2","400",2012,0,0
"66073","2","1000",2012,0,0
"66073","2","2000",2012,0,0
"66073","2","5000",2012,0,0
"66073","2","10000",2012,0,0
"66073","4","200",2012,0,0
"66073","4","400",2012,0,0
"66073","4","1000",2012,0,0
"66073","4","2000",2012,0,0
"66073","4","5000",2012,0,0
"66073","4","10000",2012,0,0
"66073","5","200",2012,0,0
"66073","5","400",2012,0,0
"66073","5","1000",2012,0,0
"66073","5","2000",2012,0,0
"66073","5","5000",2012,0,0
"66073","5","10000",2012,0,0
"66073","6","200",2012,0,0
"66073","6","400",2012,0,0
"66073","6","1000",2012,0,0
"66073","6","2000",2012,0,0
"66073","6","5000",2012,0,0
"66073","6","10000",2012,0,0
"66073","1","200",2012,0,0
"66073","1","400",2012,0,0
"66073","1","1000",2012,0,0
"66073","1","2000",2012,0,0
"66073","1","5000",2012,0,0
"66073","1","10000",2012,0,0
"66073","7","200",2012,0,0
"66073","7","400",2012,0,0
"66073","7","1000",2012,0,0
"66073","7","2000",2012,0,0
"66073","7","5000",2012,0,0
"66073","7","10000",2012,0,0
"66073","3","200",2012,0,0
"66073","3","400",2012,0,0
"66073","3","1000",2012,0,0
"66073","3","2000",2012,0,0
"66073","3","5000",2012,0,0
"66073","3","10000",2012,0,0
"66074","2","200",1992,3189,2.8701
"66074","2","400",1992,3669,3.3021
"66074","2","1000",1992,5206,4.6854
"66074","2","2000",1992,8612,7.7508
"66074","2","5000",1992,22171,19.9539
"66074","2","10000",1992,80289,72.2601
"66074","4","200",1992,3912,3.5208
"66074","4","400",1992,10747,9.6723
"66074","4","1000",1992,33437,30.0933
"66074","4","2000",1992,70934,63.8406
"66074","4","5000",1992,241975,217.7775
"66074","4","10000",1992,629373,566.4357
"66074","5","200",1992,201,0.1809
"66074","5","400",1992,346,0.3114
"66074","5","1000",1992,562,0.5058
"66074","5","2000",1992,1079,0.9711
"66074","5","5000",1992,3879,3.4911
"66074","5","10000",1992,12219,10.9971
"66074","6","200",1992,11583,10.4247
"66074","6","400",1992,22932,20.6388
"66074","6","1000",1992,54950,49.455
"66074","6","2000",1992,109077,98.1693
"66074","6","5000",1992,244349,219.9141
"66074","6","10000",1992,457145,411.4305
"66074","1","200",1992,0,0
"66074","1","400",1992,157,0.1413
"66074","1","1000",1992,629,0.5661
"66074","1","2000",1992,1443,1.2987
"66074","1","5000",1992,5467,4.9203
"66074","1","10000",1992,10087,9.0783
"66074","7","200",1992,0,0
"66074","7","400",1992,0,0
"66074","7","1000",1992,0,0
"66074","7","2000",1992,0,0
"66074","7","5000",1992,0,0
"66074","7","10000",1992,0,0
"66074","3","200",1992,0,0
"66074","3","400",1992,0,0
"66074","3","1000",1992,0,0
"66074","3","2000",1992,7,0.0063
"66074","3","5000",1992,62,0.0558
"66074","3","10000",1992,248,0.2232
"66074","2","200",1993,3191.88888888889,2.8727
"66074","2","400",1993,3674.22222222222,3.3068
"66074","2","1000",1993,5213.11111111111,4.6918
"66074","2","2000",1993,8622.77777777778,7.7605
"66074","2","5000",1993,22293.1111111111,20.0638
"66074","2","10000",1993,80416.3333333333,72.3747
"66074","4","200",1993,3909.77777777778,3.5188
"66074","4","400",1993,10746.8888888889,9.6722
"66074","4","1000",1993,33465.3333333333,30.1188
"66074","4","2000",1993,70969.6666666667,63.8727
"66074","4","5000",1993,242051.111111111,217.846
"66074","4","10000",1993,629406.888888889,566.4662
"66074","5","200",1993,206.555555555556,0.1859
"66074","5","400",1993,362.111111111111,0.3259
"66074","5","1000",1993,592,0.5328
"66074","5","2000",1993,1127.55555555556,1.0148
"66074","5","5000",1993,3913.33333333333,3.522
"66074","5","10000",1993,12338.1111111111,11.1043
"66074","6","200",1993,11579.8888888889,10.4219
"66074","6","400",1993,22921.1111111111,20.629
"66074","6","1000",1993,54897.3333333333,49.4076
"66074","6","2000",1993,109119.444444444,98.2075
"66074","6","5000",1993,244146.666666667,219.732
"66074","6","10000",1993,456692.888888889,411.0236
"66074","1","200",1993,9.66666666666667,0.0087
"66074","1","400",1993,163.444444444444,0.1471
"66074","1","1000",1993,640.222222222222,0.5762
"66074","1","2000",1993,1472.77777777778,1.3255
"66074","1","5000",1993,5529.66666666667,4.9767
"66074","1","10000",1993,10192,9.1728
"66074","7","200",1993,0,0
"66074","7","400",1993,0,0
"66074","7","1000",1993,0,0
"66074","7","2000",1993,0.555555555555556,5e-04
"66074","7","5000",1993,12.7777777777778,0.0115
"66074","7","10000",1993,36.1111111111111,0.0325
"66074","3","200",1993,0,0
"66074","3","400",1993,0,0
"66074","3","1000",1993,0,0
"66074","3","2000",1993,7.88888888888889,0.0071
"66074","3","5000",1993,71.1111111111111,0.064
"66074","3","10000",1993,324.111111111111,0.2917
"66074","2","200",1994,3194.77777777778,2.8753
"66074","2","400",1994,3679.44444444444,3.3115
"66074","2","1000",1994,5220.22222222222,4.6982
"66074","2","2000",1994,8633.55555555555,7.7702
"66074","2","5000",1994,22415.2222222222,20.1737
"66074","2","10000",1994,80543.6666666667,72.4893
"66074","4","200",1994,3907.55555555556,3.5168
"66074","4","400",1994,10746.7777777778,9.6721
"66074","4","1000",1994,33493.6666666667,30.1443
"66074","4","2000",1994,71005.3333333333,63.9048
"66074","4","5000",1994,242127.222222222,217.9145
"66074","4","10000",1994,629440.777777778,566.4967
"66074","5","200",1994,212.111111111111,0.1909
"66074","5","400",1994,378.222222222222,0.3404
"66074","5","1000",1994,622,0.5598
"66074","5","2000",1994,1176.11111111111,1.0585
"66074","5","5000",1994,3947.66666666667,3.5529
"66074","5","10000",1994,12457.2222222222,11.2115
"66074","6","200",1994,11576.7777777778,10.4191
"66074","6","400",1994,22910.2222222222,20.6192
"66074","6","1000",1994,54844.6666666667,49.3602
"66074","6","2000",1994,109161.888888889,98.2457
"66074","6","5000",1994,243944.333333333,219.5499
"66074","6","10000",1994,456240.777777778,410.6167
"66074","1","200",1994,19.3333333333333,0.0174
"66074","1","400",1994,169.888888888889,0.1529
