"site","reclass","buffer","YEAR","total_pix","km2"
"114","1","5000",2007,856.4,0.77076
"114","7","5000",2007,185,0.1665
"114","7","10000",2007,2313,2.0817
"114","3","10000",2007,990.6,0.89154
"114","2","1000",2007,2142,1.9278
"114","4","1000",2007,1045.8,0.94122
"114","5","1000",2007,131.6,0.11844
"114","6","1000",2007,78.6,0.07074
"114","2","200",2007,78,0.0702
"114","4","200",2007,59,0.0531
"114","2","2000",2007,7400.4,6.66036
"114","4","2000",2007,5303,4.7727
"114","5","2000",2007,472.2,0.42498
"114","6","2000",2007,414.4,0.37296
"114","2","400",2007,285,0.2565
"114","4","400",2007,259,0.2331
"114","5","400",2007,8,0.0072
"114","1","1000",2007,16,0.0144
"114","7","1000",2007,22,0.0198
"114","1","2000",2007,118,0.1062
"114","7","2000",2007,31,0.0279
"114","3","5000",2007,26,0.0234
"114","1","10000",2008,3786.6,3.40794
"114","2","10000",2008,134286.8,120.85812
"114","4","10000",2008,143372,129.0348
"114","5","10000",2008,18809.6,16.92864
"114","6","10000",2008,39763.8,35.78742
"114","2","5000",2008,39896.4,35.90676
"114","4","5000",2008,36077.6,32.46984
"114","5","5000",2008,3656,3.2904
"114","6","5000",2008,5135.2,4.62168
"114","1","5000",2008,855.8,0.77022
"114","7","5000",2008,185,0.1665
"114","7","10000",2008,2415,2.1735
"114","3","10000",2008,922.2,0.82998
"114","2","1000",2008,2150,1.935
"114","4","1000",2008,1042.6,0.93834
"114","5","1000",2008,132.2,0.11898
"114","6","1000",2008,73.2,0.06588
"114","2","200",2008,78,0.0702
"114","4","200",2008,59,0.0531
"114","2","2000",2008,7409.8,6.66882
"114","4","2000",2008,5298,4.7682
"114","5","2000",2008,473.4,0.42606
"114","6","2000",2008,408.8,0.36792
"114","2","400",2008,285,0.2565
"114","4","400",2008,259,0.2331
"114","5","400",2008,8,0.0072
"114","1","1000",2008,16,0.0144
"114","7","1000",2008,22,0.0198
"114","1","2000",2008,118,0.1062
"114","7","2000",2008,31,0.0279
"114","3","5000",2008,26,0.0234
"114","1","10000",2009,3778.4,3.40056
"114","2","10000",2009,134687.2,121.21848
"114","4","10000",2009,142596,128.3364
"114","5","10000",2009,19127.4,17.21466
"114","6","10000",2009,39796.2,35.81658
"114","2","5000",2009,39989.6,35.99064
"114","4","5000",2009,35914.4,32.32296
"114","5","5000",2009,3731,3.3579
"114","6","5000",2009,5130.8,4.61772
"114","1","5000",2009,855.2,0.76968
"114","7","5000",2009,185,0.1665
"114","7","10000",2009,2517,2.2653
"114","3","10000",2009,853.8,0.76842
"114","2","1000",2009,2158,1.9422
"114","4","1000",2009,1039.4,0.93546
"114","5","1000",2009,132.8,0.11952
"114","6","1000",2009,67.8,0.06102
"114","2","200",2009,78,0.0702
"114","4","200",2009,59,0.0531
"114","2","2000",2009,7419.2,6.67728
"114","4","2000",2009,5293,4.7637
"114","5","2000",2009,474.6,0.42714
"114","6","2000",2009,403.2,0.36288
"114","2","400",2009,285,0.2565
"114","4","400",2009,259,0.2331
"114","5","400",2009,8,0.0072
"114","1","1000",2009,16,0.0144
"114","7","1000",2009,22,0.0198
"114","1","2000",2009,118,0.1062
"114","7","2000",2009,31,0.0279
"114","3","5000",2009,26,0.0234
"114","1","10000",2010,3770.2,3.39318
"114","2","10000",2010,135087.6,121.57884
"114","4","10000",2010,141820,127.638
"114","5","10000",2010,19445.2,17.50068
"114","6","10000",2010,39828.6,35.84574
"114","2","5000",2010,40082.8,36.07452
"114","4","5000",2010,35751.2,32.17608
"114","5","5000",2010,3806,3.4254
"114","6","5000",2010,5126.4,4.61376
"114","1","5000",2010,854.6,0.76914
"114","7","5000",2010,185,0.1665
"114","7","10000",2010,2619,2.3571
"114","3","10000",2010,785.4,0.70686
"114","2","1000",2010,2166,1.9494
"114","4","1000",2010,1036.2,0.93258
"114","5","1000",2010,133.4,0.12006
"114","6","1000",2010,62.4,0.05616
"114","2","200",2010,78,0.0702
"114","4","200",2010,59,0.0531
"114","2","2000",2010,7428.6,6.68574
"114","4","2000",2010,5288,4.7592
"114","5","2000",2010,475.8,0.42822
"114","6","2000",2010,397.6,0.35784
"114","2","400",2010,285,0.2565
"114","4","400",2010,259,0.2331
"114","5","400",2010,8,0.0072
"114","1","1000",2010,16,0.0144
"114","7","1000",2010,22,0.0198
"114","1","2000",2010,118,0.1062
"114","7","2000",2010,31,0.0279
"114","3","5000",2010,26,0.0234
"114","1","10000",2011,3762,3.3858
"114","2","10000",2011,135488,121.9392
"114","4","10000",2011,141044,126.9396
"114","5","10000",2011,19763,17.7867
"114","6","10000",2011,39861,35.8749
"114","2","5000",2011,40176,36.1584
"114","4","5000",2011,35588,32.0292
"114","5","5000",2011,3881,3.4929
"114","6","5000",2011,5122,4.6098
"114","1","5000",2011,854,0.7686
"114","7","5000",2011,185,0.1665
"114","7","10000",2011,2721,2.4489
"114","3","10000",2011,717,0.6453
"114","2","1000",2011,2174,1.9566
"114","4","1000",2011,1033,0.9297
"114","5","1000",2011,134,0.1206
"114","6","1000",2011,57,0.0513
"114","2","200",2011,78,0.0702
"114","4","200",2011,59,0.0531
"114","2","2000",2011,7438,6.6942
"114","4","2000",2011,5283,4.7547
"114","5","2000",2011,477,0.4293
"114","6","2000",2011,392,0.3528
"114","2","400",2011,285,0.2565
"114","4","400",2011,259,0.2331
"114","5","400",2011,8,0.0072
"114","1","1000",2011,16,0.0144
"114","7","1000",2011,22,0.0198
"114","1","2000",2011,118,0.1062
"114","7","2000",2011,31,0.0279
"114","3","5000",2011,26,0.0234
"115","1","10000",1992,2861,2.5749
"115","2","10000",1992,113953,102.5577
"115","4","10000",1992,162339,146.1051
"115","5","10000",1992,14919,13.4271
"115","6","10000",1992,47052,42.3468
"115","2","5000",1992,31362,28.2258
"115","4","5000",1992,43276,38.9484
"115","5","5000",1992,2897,2.6073
"115","6","5000",1992,7548,6.7932
"115","1","5000",1992,598,0.5382
"115","7","5000",1992,118,0.1062
"115","7","10000",1992,1850,1.665
"115","3","10000",1992,291,0.2619
"115","2","1000",1992,1643,1.4787
"115","4","1000",1992,1477,1.3293
"115","5","1000",1992,115,0.1035
"115","6","1000",1992,163,0.1467
"115","2","200",1992,63,0.0567
"115","4","200",1992,74,0.0666
"115","2","2000",1992,4993,4.4937
"115","4","2000",1992,7530,6.777
"115","5","2000",1992,428,0.3852
"115","6","2000",1992,639,0.5751
"115","2","400",1992,234,0.2106
"115","4","400",1992,313,0.2817
"115","5","400",1992,5,0.0045
"115","1","1000",1992,0,0
"115","7","1000",1992,0,0
"115","1","2000",1992,0,0
"115","7","2000",1992,0,0
"115","3","5000",1992,0,0
"115","1","10000",1993,2969.88888888889,2.6729
"115","2","10000",1993,115679,104.1111
"115","4","10000",1993,160785.666666667,144.7071
"115","5","10000",1993,15348.2222222222,13.8134
"115","6","10000",1993,46306.1111111111,41.6755
"115","2","5000",1993,32038.1111111111,28.8343
"115","4","5000",1993,42700.2222222222,38.4302
"115","5","5000",1993,3009.44444444444,2.7085
"115","6","5000",1993,7300.66666666667,6.5706
"115","1","5000",1993,627.111111111111,0.5644
"115","7","5000",1993,123.444444444444,0.1111
"115","7","10000",1993,1865.44444444444,1.6789
"115","3","10000",1993,310.666666666667,0.2796
"115","2","1000",1993,1692.11111111111,1.5229
"115","4","1000",1993,1429.88888888889,1.2869
"115","5","1000",1993,118.444444444444,0.1066
"115","6","1000",1993,157.555555555556,0.1418
"115","2","200",1993,64.6666666666667,0.0582
"115","4","200",1993,72.3333333333333,0.0651
"115","2","2000",1993,5193.11111111111,4.6738
"115","4","2000",1993,7329.88888888889,6.5969
"115","5","2000",1993,447.222222222222,0.4025
"115","6","2000",1993,619.777777777778,0.5578
"115","2","400",1993,239.666666666667,0.2157
"115","4","400",1993,307,0.2763
"115","5","400",1993,5.33333333333333,0.0048
"115","1","1000",1993,0,0
"115","7","1000",1993,0,0
"115","1","2000",1993,0,0
"115","7","2000",1993,0,0
"115","3","5000",1993,0,0
"115","1","10000",1994,3078.77777777778,2.7709
"115","2","10000",1994,117405,105.6645
"115","4","10000",1994,159232.333333333,143.3091
"115","5","10000",1994,15777.4444444444,14.1997
"115","6","10000",1994,45560.2222222222,41.0042
"115","2","5000",1994,32714.2222222222,29.4428
"115","4","5000",1994,42124.4444444444,37.912
"115","5","5000",1994,3121.88888888889,2.8097
"115","6","5000",1994,7053.33333333333,6.348
"115","1","5000",1994,656.222222222222,0.5906
"115","7","5000",1994,128.888888888889,0.116
"115","7","10000",1994,1880.88888888889,1.6928
"115","3","10000",1994,330.333333333333,0.2973
"115","2","1000",1994,1741.22222222222,1.5671
"115","4","1000",1994,1382.77777777778,1.2445
"115","5","1000",1994,121.888888888889,0.1097
"115","6","1000",1994,152.111111111111,0.1369
"115","2","200",1994,66.3333333333333,0.0597
"115","4","200",1994,70.6666666666667,0.0636
"115","2","2000",1994,5393.22222222222,4.8539
"115","4","2000",1994,7129.77777777778,6.4168
"115","5","2000",1994,466.444444444444,0.4198
"115","6","2000",1994,600.555555555556,0.5405
"115","2","400",1994,245.333333333333,0.2208
"115","4","400",1994,301,0.2709
"115","5","400",1994,5.66666666666667,0.0051
"115","1","1000",1994,0,0
"115","7","1000",1994,0,0
"115","1","2000",1994,0,0
"115","7","2000",1994,0,0
"115","3","5000",1994,0,0
"115","1","10000",1995,3187.66666666667,2.8689
"115","2","10000",1995,119131,107.2179
"115","4","10000",1995,157679,141.9111
"115","5","10000",1995,16206.6666666667,14.586
"115","6","10000",1995,44814.3333333333,40.3329
"115","2","5000",1995,33390.3333333333,30.0513
"115","4","5000",1995,41548.6666666667,37.3938
"115","5","5000",1995,3234.33333333333,2.9109
"115","6","5000",1995,6806,6.1254
"115","1","5000",1995,685.333333333333,0.6168
"115","7","5000",1995,134.333333333333,0.1209
"115","7","10000",1995,1896.33333333333,1.7067
"115","3","10000",1995,350,0.315
"115","2","1000",1995,1790.33333333333,1.6113
"115","4","1000",1995,1335.66666666667,1.2021
"115","5","1000",1995,125.333333333333,0.1128
"115","6","1000",1995,146.666666666667,0.132
"115","2","200",1995,68,0.0612
"115","4","200",1995,69,0.0621
"115","2","2000",1995,5593.33333333333,5.034
"115","4","2000",1995,6929.66666666667,6.2367
"115","5","2000",1995,485.666666666667,0.4371
"115","6","2000",1995,581.333333333333,0.5232
"115","2","400",1995,251,0.2259
"115","4","400",1995,295,0.2655
"115","5","400",1995,6,0.0054
"115","1","1000",1995,0,0
"115","7","1000",1995,0,0
"115","1","2000",1995,0,0
"115","7","2000",1995,0,0
"115","3","5000",1995,0,0
"115","1","10000",1996,3296.55555555556,2.9669
"115","2","10000",1996,120857,108.7713
"115","4","10000",1996,156125.666666667,140.5131
"115","5","10000",1996,16635.8888888889,14.9723
"115","6","10000",1996,44068.4444444444,39.6616
"115","2","5000",1996,34066.4444444444,30.6598
"115","4","5000",1996,40972.8888888889,36.8756
"115","5","5000",1996,3346.77777777778,3.0121
"115","6","5000",1996,6558.66666666667,5.9028
"115","1","5000",1996,714.444444444444,0.643
"115","7","5000",1996,139.777777777778,0.1258
"115","7","10000",1996,1911.77777777778,1.7206
"115","3","10000",1996,369.666666666667,0.3327
"115","2","1000",1996,1839.44444444444,1.6555
"115","4","1000",1996,1288.55555555556,1.1597
"115","5","1000",1996,128.777777777778,0.1159
"115","6","1000",1996,141.222222222222,0.1271
"115","2","200",1996,69.6666666666667,0.0627
"115","4","200",1996,67.3333333333333,0.0606
"115","2","2000",1996,5793.44444444444,5.2141
"115","4","2000",1996,6729.55555555556,6.0566
"115","5","2000",1996,504.888888888889,0.4544
"115","6","2000",1996,562.111111111111,0.5059
"115","2","400",1996,256.666666666667,0.231
"115","4","400",1996,289,0.2601
"115","5","400",1996,6.33333333333333,0.0057
"115","1","1000",1996,0,0
"115","7","1000",1996,0,0
"115","1","2000",1996,0,0
"115","7","2000",1996,0,0
"115","3","5000",1996,0,0
"115","1","10000",1997,3405.44444444444,3.0649
"115","2","10000",1997,122583,110.3247
"115","4","10000",1997,154572.333333333,139.1151
"115","5","10000",1997,17065.1111111111,15.3586
"115","6","10000",1997,43322.5555555556,38.9903
"115","2","5000",1997,34742.5555555556,31.2683
"115","4","5000",1997,40397.1111111111,36.3574
"115","5","5000",1997,3459.22222222222,3.1133
"115","6","5000",1997,6311.33333333333,5.6802
"115","1","5000",1997,743.555555555556,0.6692
"115","7","5000",1997,145.222222222222,0.1307
"115","7","10000",1997,1927.22222222222,1.7345
"115","3","10000",1997,389.333333333333,0.3504
"115","2","1000",1997,1888.55555555556,1.6997
"115","4","1000",1997,1241.44444444444,1.1173
"115","5","1000",1997,132.222222222222,0.119
"115","6","1000",1997,135.777777777778,0.1222
"115","2","200",1997,71.3333333333333,0.0642
"115","4","200",1997,65.6666666666667,0.0591
"115","2","2000",1997,5993.55555555556,5.3942
"115","4","2000",1997,6529.44444444444,5.8765
"115","5","2000",1997,524.111111111111,0.4717
"115","6","2000",1997,542.888888888889,0.4886
"115","2","400",1997,262.333333333333,0.2361
"115","4","400",1997,283,0.2547
"115","5","400",1997,6.66666666666667,0.006
"115","1","1000",1997,0,0
"115","7","1000",1997,0,0
"115","1","2000",1997,0,0
"115","7","2000",1997,0,0
"115","3","5000",1997,0,0
"115","1","10000",1998,3514.33333333333,3.1629
"115","2","10000",1998,124309,111.8781
"115","4","10000",1998,153019,137.7171
"115","5","10000",1998,17494.3333333333,15.7449
"115","6","10000",1998,42576.6666666667,38.319
"115","2","5000",1998,35418.6666666667,31.8768
"115","4","5000",1998,39821.3333333333,35.8392
"115","5","5000",1998,3571.66666666667,3.2145
"115","6","5000",1998,6064,5.4576
"115","1","5000",1998,772.666666666667,0.6954
"115","7","5000",1998,150.666666666667,0.1356
"115","7","10000",1998,1942.66666666667,1.7484
"115","3","10000",1998,409,0.3681
"115","2","1000",1998,1937.66666666667,1.7439
"115","4","1000",1998,1194.33333333333,1.0749
"115","5","1000",1998,135.666666666667,0.1221
"115","6","1000",1998,130.333333333333,0.1173
"115","2","200",1998,73,0.0657
"115","4","200",1998,64,0.0576
"115","2","2000",1998,6193.66666666667,5.5743
"115","4","2000",1998,6329.33333333333,5.6964
"115","5","2000",1998,543.333333333333,0.489
"115","6","2000",1998,523.666666666667,0.4713
"115","2","400",1998,268,0.2412
"115","4","400",1998,277,0.2493
"115","5","400",1998,7,0.0063
"115","1","1000",1998,0,0
"115","7","1000",1998,0,0
"115","1","2000",1998,0,0
"115","7","2000",1998,0,0
"115","3","5000",1998,0,0
"115","1","10000",1999,3623.22222222222,3.2609
"115","2","10000",1999,126035,113.4315
"115","4","10000",1999,151465.666666667,136.3191
"115","5","10000",1999,17923.5555555556,16.1312
"115","6","10000",1999,41830.7777777778,37.6477
"115","2","5000",1999,36094.7777777778,32.4853
"115","4","5000",1999,39245.5555555556,35.321
"115","5","5000",1999,3684.11111111111,3.3157
"115","6","5000",1999,5816.66666666667,5.235
"115","1","5000",1999,801.777777777778,0.7216
"115","7","5000",1999,156.111111111111,0.1405
"115","7","10000",1999,1958.11111111111,1.7623
"115","3","10000",1999,428.666666666667,0.3858
"115","2","1000",1999,1986.77777777778,1.7881
"115","4","1000",1999,1147.22222222222,1.0325
"115","5","1000",1999,139.111111111111,0.1252
"115","6","1000",1999,124.888888888889,0.1124
"115","2","200",1999,74.6666666666667,0.0672
"115","4","200",1999,62.3333333333333,0.0561
"115","2","2000",1999,6393.77777777778,5.7544
"115","4","2000",1999,6129.22222222222,5.5163
"115","5","2000",1999,562.555555555556,0.5063
"115","6","2000",1999,504.444444444444,0.454
"115","2","400",1999,273.666666666667,0.2463
"115","4","400",1999,271,0.2439
"115","5","400",1999,7.33333333333333,0.0066
"115","1","1000",1999,0,0
"115","7","1000",1999,0,0
"115","1","2000",1999,0,0
"115","7","2000",1999,0,0
"115","3","5000",1999,0,0
"115","1","10000",2000,3732.11111111111,3.3589
"115","2","10000",2000,127761,114.9849
"115","4","10000",2000,149912.333333333,134.9211
"115","5","10000",2000,18352.7777777778,16.5175
"115","6","10000",2000,41084.8888888889,36.9764
"115","2","5000",2000,36770.8888888889,33.0938
"115","4","5000",2000,38669.7777777778,34.8028
"115","5","5000",2000,3796.55555555556,3.4169
"115","6","5000",2000,5569.33333333333,5.0124
"115","1","5000",2000,830.888888888889,0.7478
"115","7","5000",2000,161.555555555556,0.1454
"115","7","10000",2000,1973.55555555556,1.7762
"115","3","10000",2000,448.333333333333,0.4035
"115","2","1000",2000,2035.88888888889,1.8323
"115","4","1000",2000,1100.11111111111,0.9901
"115","5","1000",2000,142.555555555556,0.1283
"115","6","1000",2000,119.444444444444,0.1075
"115","2","200",2000,76.3333333333333,0.0687
"115","4","200",2000,60.6666666666667,0.0546
"115","2","2000",2000,6593.88888888889,5.9345
"115","4","2000",2000,5929.11111111111,5.3362
"115","5","2000",2000,581.777777777778,0.5236
"115","6","2000",2000,485.222222222222,0.4367
"115","2","400",2000,279.333333333333,0.2514
"115","4","400",2000,265,0.2385
"115","5","400",2000,7.66666666666667,0.0069
"115","1","1000",2000,0,0
"115","7","1000",2000,0,0
"115","1","2000",2000,0,0
"115","7","2000",2000,0,0
"115","3","5000",2000,0,0
"115","1","10000",2001,3841,3.4569
"115","2","10000",2001,129487,116.5383
"115","4","10000",2001,148359,133.5231
"115","5","10000",2001,18782,16.9038
"115","6","10000",2001,40339,36.3051
"115","2","5000",2001,37447,33.7023
"115","4","5000",2001,38094,34.2846
"115","5","5000",2001,3909,3.5181
"115","6","5000",2001,5322,4.7898
"115","1","5000",2001,864,0.7776
"115","7","5000",2001,170,0.153
"115","7","10000",2001,2125,1.9125
"115","3","10000",2001,468,0.4212
"115","2","1000",2001,2085,1.8765
"115","4","1000",2001,1053,0.9477
"115","5","1000",2001,146,0.1314
"115","6","1000",2001,114,0.1026
"115","2","200",2001,78,0.0702
"115","4","200",2001,59,0.0531
"115","2","2000",2001,6794,6.1146
"115","4","2000",2001,5729,5.1561
"115","5","2000",2001,601,0.5409
"115","6","2000",2001,466,0.4194
"115","2","400",2001,285,0.2565
"115","4","400",2001,259,0.2331
"115","5","400",2001,8,0.0072
"115","1","1000",2001,16,0.0144
"115","7","1000",2001,22,0.0198
"115","1","2000",2001,118,0.1062
"115","7","2000",2001,31,0.0279
"115","3","5000",2001,26,0.0234
"115","1","10000",2002,3833.4,3.45006
"115","2","10000",2002,130286.8,117.25812
"115","4","10000",2002,147672,132.9048
"115","5","10000",2002,18660.4,16.79436
"115","6","10000",2002,40211,36.1899
"115","2","5000",2002,37899.6,34.10964
"115","4","5000",2002,37756,33.9804
"115","5","5000",2002,3828.4,3.44556
"115","6","5000",2002,5286.4,4.75776
"115","1","5000",2002,862.6,0.77634
"115","7","5000",2002,173,0.1557
"115","7","10000",2002,2142.2,1.92798
"115","3","10000",2002,586.2,0.52758
"115","2","1000",2002,2094.8,1.88532
"115","4","1000",2002,1052.2,0.94698
"115","5","1000",2002,143,0.1287
"115","6","1000",2002,108,0.0972
"115","2","200",2002,78,0.0702
"115","4","200",2002,59,0.0531
"115","2","2000",2002,6913.4,6.22206
"115","4","2000",2002,5644.8,5.08032
"115","5","2000",2002,575,0.5175
"115","6","2000",2002,456.8,0.41112
"115","2","400",2002,285,0.2565
"115","4","400",2002,259,0.2331
"115","5","400",2002,8,0.0072
"115","1","1000",2002,16,0.0144
"115","7","1000",2002,22,0.0198
"115","1","2000",2002,118,0.1062
"115","7","2000",2002,31,0.0279
"115","3","5000",2002,26,0.0234
"115","1","10000",2003,3825.8,3.44322
"115","2","10000",2003,131086.6,117.97794
"115","4","10000",2003,146985,132.2865
"115","5","10000",2003,18538.8,16.68492
"115","6","10000",2003,40083,36.0747
"115","2","5000",2003,38352.2,34.51698
"115","4","5000",2003,37418,33.6762
"115","5","5000",2003,3747.8,3.37302
"115","6","5000",2003,5250.8,4.72572
"115","1","5000",2003,861.2,0.77508
"115","7","5000",2003,176,0.1584
"115","7","10000",2003,2159.4,1.94346
"115","3","10000",2003,704.4,0.63396
"115","2","1000",2003,2104.6,1.89414
"115","4","1000",2003,1051.4,0.94626
"115","5","1000",2003,140,0.126
"115","6","1000",2003,102,0.0918
"115","2","200",2003,78,0.0702
"115","4","200",2003,59,0.0531
"115","2","2000",2003,7032.8,6.32952
"115","4","2000",2003,5560.6,5.00454
"115","5","2000",2003,549,0.4941
"115","6","2000",2003,447.6,0.40284
"115","2","400",2003,285,0.2565
"115","4","400",2003,259,0.2331
"115","5","400",2003,8,0.0072
"115","1","1000",2003,16,0.0144
"115","7","1000",2003,22,0.0198
"115","1","2000",2003,118,0.1062
"115","7","2000",2003,31,0.0279
"115","3","5000",2003,26,0.0234
"115","1","10000",2004,3818.2,3.43638
"115","2","10000",2004,131886.4,118.69776
"115","4","10000",2004,146298,131.6682
"115","5","10000",2004,18417.2,16.57548
"115","6","10000",2004,39955,35.9595
"115","2","5000",2004,38804.8,34.92432
"115","4","5000",2004,37080,33.372
"115","5","5000",2004,3667.2,3.30048
"115","6","5000",2004,5215.2,4.69368
"115","1","5000",2004,859.8,0.77382
"115","7","5000",2004,179,0.1611
"115","7","10000",2004,2176.6,1.95894
"115","3","10000",2004,822.6,0.74034
"115","2","1000",2004,2114.4,1.90296
"115","4","1000",2004,1050.6,0.94554
"115","5","1000",2004,137,0.1233
"115","6","1000",2004,96,0.0864
"115","2","200",2004,78,0.0702
"115","4","200",2004,59,0.0531
"115","2","2000",2004,7152.2,6.43698
"115","4","2000",2004,5476.4,4.92876
"115","5","2000",2004,523,0.4707
"115","6","2000",2004,438.4,0.39456
"115","2","400",2004,285,0.2565
"115","4","400",2004,259,0.2331
"115","5","400",2004,8,0.0072
"115","1","1000",2004,16,0.0144
"115","7","1000",2004,22,0.0198
"115","1","2000",2004,118,0.1062
"115","7","2000",2004,31,0.0279
"115","3","5000",2004,26,0.0234
"115","1","10000",2005,3810.6,3.42954
"115","2","10000",2005,132686.2,119.41758
"115","4","10000",2005,145611,131.0499
"115","5","10000",2005,18295.6,16.46604
"115","6","10000",2005,39827,35.8443
"115","2","5000",2005,39257.4,35.33166
"115","4","5000",2005,36742,33.0678
"115","5","5000",2005,3586.6,3.22794
"115","6","5000",2005,5179.6,4.66164
"115","1","5000",2005,858.4,0.77256
"115","7","5000",2005,182,0.1638
"115","7","10000",2005,2193.8,1.97442
"115","3","10000",2005,940.8,0.84672
"115","2","1000",2005,2124.2,1.91178
"115","4","1000",2005,1049.8,0.94482
"115","5","1000",2005,134,0.1206
"115","6","1000",2005,90,0.081
"115","2","200",2005,78,0.0702
"115","4","200",2005,59,0.0531
"115","2","2000",2005,7271.6,6.54444
"115","4","2000",2005,5392.2,4.85298
"115","5","2000",2005,497,0.4473
"115","6","2000",2005,429.2,0.38628
"115","2","400",2005,285,0.2565
"115","4","400",2005,259,0.2331
"115","5","400",2005,8,0.0072
"115","1","1000",2005,16,0.0144
"115","7","1000",2005,22,0.0198
"115","1","2000",2005,118,0.1062
"115","7","2000",2005,31,0.0279
"115","3","5000",2005,26,0.0234
"115","1","10000",2006,3803,3.4227
"115","2","10000",2006,133486,120.1374
"115","4","10000",2006,144924,130.4316
"115","5","10000",2006,18174,16.3566
"115","6","10000",2006,39699,35.7291
"115","2","5000",2006,39710,35.739
"115","4","5000",2006,36404,32.7636
"115","5","5000",2006,3506,3.1554
"115","6","5000",2006,5144,4.6296
"115","1","5000",2006,857,0.7713
"115","7","5000",2006,185,0.1665
"115","7","10000",2006,2211,1.9899
"115","3","10000",2006,1059,0.9531
"115","2","1000",2006,2134,1.9206
"115","4","1000",2006,1049,0.9441
"115","5","1000",2006,131,0.1179
"115","6","1000",2006,84,0.0756
"115","2","200",2006,78,0.0702
"115","4","200",2006,59,0.0531
"115","2","2000",2006,7391,6.6519
"115","4","2000",2006,5308,4.7772
"115","5","2000",2006,471,0.4239
"115","6","2000",2006,420,0.378
"115","2","400",2006,285,0.2565
"115","4","400",2006,259,0.2331
"115","5","400",2006,8,0.0072
"115","1","1000",2006,16,0.0144
"115","7","1000",2006,22,0.0198
"115","1","2000",2006,118,0.1062
"115","7","2000",2006,31,0.0279
"115","3","5000",2006,26,0.0234
"115","1","10000",2007,3794.8,3.41532
"115","2","10000",2007,133886.4,120.49776
"115","4","10000",2007,144148,129.7332
"115","5","10000",2007,18491.8,16.64262
"115","6","10000",2007,39731.4,35.75826
"115","2","5000",2007,39803.2,35.82288
"115","4","5000",2007,36240.8,32.61672
"115","5","5000",2007,3581,3.2229
"115","6","5000",2007,5139.6,4.62564
"115","1","5000",2007,856.4,0.77076
"115","7","5000",2007,185,0.1665
"115","7","10000",2007,2313,2.0817
"115","3","10000",2007,990.6,0.89154
"115","2","1000",2007,2142,1.9278
"115","4","1000",2007,1045.8,0.94122
"115","5","1000",2007,131.6,0.11844
"115","6","1000",2007,78.6,0.07074
"115","2","200",2007,78,0.0702
"115","4","200",2007,59,0.0531
"115","2","2000",2007,7400.4,6.66036
"115","4","2000",2007,5303,4.7727
"115","5","2000",2007,472.2,0.42498
"115","6","2000",2007,414.4,0.37296
"115","2","400",2007,285,0.2565
"115","4","400",2007,259,0.2331
"115","5","400",2007,8,0.0072
"115","1","1000",2007,16,0.0144
"115","7","1000",2007,22,0.0198
"115","1","2000",2007,118,0.1062
"115","7","2000",2007,31,0.0279
"115","3","5000",2007,26,0.0234
"115","1","10000",2008,3786.6,3.40794
"115","2","10000",2008,134286.8,120.85812
"115","4","10000",2008,143372,129.0348
"115","5","10000",2008,18809.6,16.92864
"115","6","10000",2008,39763.8,35.78742
"115","2","5000",2008,39896.4,35.90676
"115","4","5000",2008,36077.6,32.46984
"115","5","5000",2008,3656,3.2904
"115","6","5000",2008,5135.2,4.62168
"115","1","5000",2008,855.8,0.77022
"115","7","5000",2008,185,0.1665
"115","7","10000",2008,2415,2.1735
"115","3","10000",2008,922.2,0.82998
"115","2","1000",2008,2150,1.935
"115","4","1000",2008,1042.6,0.93834
"115","5","1000",2008,132.2,0.11898
"115","6","1000",2008,73.2,0.06588
"115","2","200",2008,78,0.0702
"115","4","200",2008,59,0.0531
"115","2","2000",2008,7409.8,6.66882
"115","4","2000",2008,5298,4.7682
"115","5","2000",2008,473.4,0.42606
"115","6","2000",2008,408.8,0.36792
"115","2","400",2008,285,0.2565
"115","4","400",2008,259,0.2331
"115","5","400",2008,8,0.0072
"115","1","1000",2008,16,0.0144
"115","7","1000",2008,22,0.0198
"115","1","2000",2008,118,0.1062
"115","7","2000",2008,31,0.0279
"115","3","5000",2008,26,0.0234
"115","1","10000",2009,3778.4,3.40056
"115","2","10000",2009,134687.2,121.21848
"115","4","10000",2009,142596,128.3364
"115","5","10000",2009,19127.4,17.21466
"115","6","10000",2009,39796.2,35.81658
"115","2","5000",2009,39989.6,35.99064
"115","4","5000",2009,35914.4,32.32296
"115","5","5000",2009,3731,3.3579
"115","6","5000",2009,5130.8,4.61772
"115","1","5000",2009,855.2,0.76968
"115","7","5000",2009,185,0.1665
"115","7","10000",2009,2517,2.2653
"115","3","10000",2009,853.8,0.76842
"115","2","1000",2009,2158,1.9422
"115","4","1000",2009,1039.4,0.93546
"115","5","1000",2009,132.8,0.11952
"115","6","1000",2009,67.8,0.06102
"115","2","200",2009,78,0.0702
"115","4","200",2009,59,0.0531
"115","2","2000",2009,7419.2,6.67728
"115","4","2000",2009,5293,4.7637
"115","5","2000",2009,474.6,0.42714
"115","6","2000",2009,403.2,0.36288
"115","2","400",2009,285,0.2565
"115","4","400",2009,259,0.2331
"115","5","400",2009,8,0.0072
"115","1","1000",2009,16,0.0144
"115","7","1000",2009,22,0.0198
"115","1","2000",2009,118,0.1062
"115","7","2000",2009,31,0.0279
"115","3","5000",2009,26,0.0234
"115","1","10000",2010,3770.2,3.39318
"115","2","10000",2010,135087.6,121.57884
