"site","reclass","buffer","YEAR","total_pix","km2"
"1","1","1000",1992,71,0.0639
"1","4","1000",1992,588,0.5292
"1","6","1000",1992,2006,1.8054
"1","7","1000",1992,682,0.6138
"1","1","10000",1992,2153,1.9377
"1","2","10000",1992,39669,35.7021
"1","3","10000",1992,0,0
"1","4","10000",1992,51181,46.0629
"1","5","10000",1992,2210,1.989
"1","6","10000",1992,208191,187.3719
"1","7","10000",1992,37525,33.7725
"1","4","200",1992,57,0.0513
"1","6","200",1992,57,0.0513
"1","1","2000",1992,83,0.0747
"1","2","2000",1992,346,0.3114
"1","4","2000",1992,1797,1.6173
"1","6","2000",1992,9302,8.3718
"1","7","2000",1992,2176,1.9584
"1","4","400",1992,101,0.0909
"1","6","400",1992,247,0.2223
"1","1","5000",1992,245,0.2205
"1","2","5000",1992,6369,5.7321
"1","4","5000",1992,11147,10.0323
"1","5","5000",1992,607,0.5463
"1","6","5000",1992,57305,51.5745
"1","7","5000",1992,10194,9.1746
"1","1","200",1992,0,0
"1","7","200",1992,0,0
"1","1","400",1992,0,0
"1","2","400",1992,0,0
"1","7","400",1992,0,0
"1","2","1000",1992,0,0
"1","5","2000",1992,0,0
"1","1","1000",1993,72.5555555555556,0.0653
"1","4","1000",1993,603,0.5427
"1","6","1000",1993,1987.33333333333,1.7886
"1","7","1000",1993,684.111111111111,0.6157
"1","1","10000",1993,2174.44444444444,1.957
"1","2","10000",1993,39647.6666666667,35.6829
"1","3","10000",1993,0.777777777777778,7e-04
"1","4","10000",1993,51204.2222222222,46.0838
"1","5","10000",1993,2219.33333333333,1.9974
"1","6","10000",1993,208039.555555556,187.2356
"1","7","10000",1993,37643,33.8787
"1","4","200",1993,58.2222222222222,0.0524
"1","6","200",1993,55.7777777777778,0.0502
"1","1","2000",1993,84.5555555555556,0.0761
"1","2","2000",1993,344.888888888889,0.3104
"1","4","2000",1993,1810.55555555556,1.6295
"1","6","2000",1993,9284.55555555555,8.3561
"1","7","2000",1993,2179.44444444444,1.9615
"1","4","400",1993,104.444444444444,0.094
"1","6","400",1993,243.555555555556,0.2192
"1","1","5000",1993,257.444444444444,0.2317
"1","2","5000",1993,6365,5.7285
"1","4","5000",1993,11169.6666666667,10.0527
"1","5","5000",1993,607.555555555556,0.5468
"1","6","5000",1993,57230.3333333333,51.5073
"1","7","5000",1993,10237,9.2133
"1","1","200",1993,0,0
"1","7","200",1993,0,0
"1","1","400",1993,0,0
"1","2","400",1993,0,0
"1","7","400",1993,0,0
"1","2","1000",1993,0,0
"1","5","2000",1993,0,0
"1","1","1000",1994,74.1111111111111,0.0667
"1","4","1000",1994,618,0.5562
"1","6","1000",1994,1968.66666666667,1.7718
"1","7","1000",1994,686.222222222222,0.6176
"1","1","10000",1994,2195.88888888889,1.9763
"1","2","10000",1994,39626.3333333333,35.6637
"1","3","10000",1994,1.55555555555556,0.0014
"1","4","10000",1994,51227.4444444444,46.1047
"1","5","10000",1994,2228.66666666667,2.0058
"1","6","10000",1994,207888.111111111,187.0993
"1","7","10000",1994,37761,33.9849
"1","4","200",1994,59.4444444444444,0.0535
"1","6","200",1994,54.5555555555556,0.0491
"1","1","2000",1994,86.1111111111111,0.0775
"1","2","2000",1994,343.777777777778,0.3094
"1","4","2000",1994,1824.11111111111,1.6417
"1","6","2000",1994,9267.11111111111,8.3404
"1","7","2000",1994,2182.88888888889,1.9646
"1","4","400",1994,107.888888888889,0.0971
"1","6","400",1994,240.111111111111,0.2161
"1","1","5000",1994,269.888888888889,0.2429
"1","2","5000",1994,6361,5.7249
"1","4","5000",1994,11192.3333333333,10.0731
"1","5","5000",1994,608.111111111111,0.5473
"1","6","5000",1994,57155.6666666667,51.4401
"1","7","5000",1994,10280,9.252
"1","1","200",1994,0,0
"1","7","200",1994,0,0
"1","1","400",1994,0,0
"1","2","400",1994,0,0
"1","7","400",1994,0,0
"1","2","1000",1994,0,0
"1","5","2000",1994,0,0
"1","1","1000",1995,75.6666666666667,0.0681
"1","4","1000",1995,633,0.5697
"1","6","1000",1995,1950,1.755
"1","7","1000",1995,688.333333333333,0.6195
"1","1","10000",1995,2217.33333333333,1.9956
"1","2","10000",1995,39605,35.6445
"1","3","10000",1995,2.33333333333333,0.0021
"1","4","10000",1995,51250.6666666667,46.1256
"1","5","10000",1995,2238,2.0142
"1","6","10000",1995,207736.666666667,186.963
"1","7","10000",1995,37879,34.0911
"1","4","200",1995,60.6666666666667,0.0546
"1","6","200",1995,53.3333333333333,0.048
"1","1","2000",1995,87.6666666666667,0.0789
"1","2","2000",1995,342.666666666667,0.3084
"1","4","2000",1995,1837.66666666667,1.6539
"1","6","2000",1995,9249.66666666667,8.3247
"1","7","2000",1995,2186.33333333333,1.9677
"1","4","400",1995,111.333333333333,0.1002
"1","6","400",1995,236.666666666667,0.213
"1","1","5000",1995,282.333333333333,0.2541
"1","2","5000",1995,6357,5.7213
"1","4","5000",1995,11215,10.0935
"1","5","5000",1995,608.666666666667,0.5478
"1","6","5000",1995,57081,51.3729
"1","7","5000",1995,10323,9.2907
"1","1","200",1995,0,0
"1","7","200",1995,0,0
"1","1","400",1995,0,0
"1","2","400",1995,0,0
"1","7","400",1995,0,0
"1","2","1000",1995,0,0
"1","5","2000",1995,0,0
"1","1","1000",1996,77.2222222222222,0.0695
"1","4","1000",1996,648,0.5832
"1","6","1000",1996,1931.33333333333,1.7382
"1","7","1000",1996,690.444444444444,0.6214
"1","1","10000",1996,2238.77777777778,2.0149
"1","2","10000",1996,39583.6666666667,35.6253
"1","3","10000",1996,3.11111111111111,0.0028
"1","4","10000",1996,51273.8888888889,46.1465
"1","5","10000",1996,2247.33333333333,2.0226
"1","6","10000",1996,207585.222222222,186.8267
"1","7","10000",1996,37997,34.1973
"1","4","200",1996,61.8888888888889,0.0557
"1","6","200",1996,52.1111111111111,0.0469
"1","1","2000",1996,89.2222222222222,0.0803
"1","2","2000",1996,341.555555555556,0.3074
"1","4","2000",1996,1851.22222222222,1.6661
"1","6","2000",1996,9232.22222222222,8.309
"1","7","2000",1996,2189.77777777778,1.9708
"1","4","400",1996,114.777777777778,0.1033
"1","6","400",1996,233.222222222222,0.2099
"1","1","5000",1996,294.777777777778,0.2653
"1","2","5000",1996,6353,5.7177
"1","4","5000",1996,11237.6666666667,10.1139
"1","5","5000",1996,609.222222222222,0.5483
"1","6","5000",1996,57006.3333333333,51.3057
"1","7","5000",1996,10366,9.3294
"1","1","200",1996,0,0
"1","7","200",1996,0,0
"1","1","400",1996,0,0
"1","2","400",1996,0,0
"1","7","400",1996,0,0
"1","2","1000",1996,0,0
"1","5","2000",1996,0,0
"1","1","1000",1997,78.7777777777778,0.0709
"1","4","1000",1997,663,0.5967
"1","6","1000",1997,1912.66666666667,1.7214
"1","7","1000",1997,692.555555555556,0.6233
"1","1","10000",1997,2260.22222222222,2.0342
"1","2","10000",1997,39562.3333333333,35.6061
"1","3","10000",1997,3.88888888888889,0.0035
"1","4","10000",1997,51297.1111111111,46.1674
"1","5","10000",1997,2256.66666666667,2.031
"1","6","10000",1997,207433.777777778,186.6904
"1","7","10000",1997,38115,34.3035
"1","4","200",1997,63.1111111111111,0.0568
"1","6","200",1997,50.8888888888889,0.0458
"1","1","2000",1997,90.7777777777778,0.0817
"1","2","2000",1997,340.444444444444,0.3064
"1","4","2000",1997,1864.77777777778,1.6783
"1","6","2000",1997,9214.77777777778,8.2933
"1","7","2000",1997,2193.22222222222,1.9739
"1","4","400",1997,118.222222222222,0.1064
"1","6","400",1997,229.777777777778,0.2068
"1","1","5000",1997,307.222222222222,0.2765
"1","2","5000",1997,6349,5.7141
"1","4","5000",1997,11260.3333333333,10.1343
"1","5","5000",1997,609.777777777778,0.5488
"1","6","5000",1997,56931.6666666667,51.2385
"1","7","5000",1997,10409,9.3681
"1","1","200",1997,0,0
"1","7","200",1997,0,0
"1","1","400",1997,0,0
"1","2","400",1997,0,0
"1","7","400",1997,0,0
"1","2","1000",1997,0,0
"1","5","2000",1997,0,0
"1","1","1000",1998,80.3333333333333,0.0723
"1","4","1000",1998,678,0.6102
"1","6","1000",1998,1894,1.7046
"1","7","1000",1998,694.666666666667,0.6252
"1","1","10000",1998,2281.66666666667,2.0535
"1","2","10000",1998,39541,35.5869
"1","3","10000",1998,4.66666666666667,0.0042
"1","4","10000",1998,51320.3333333333,46.1883
"1","5","10000",1998,2266,2.0394
"1","6","10000",1998,207282.333333333,186.5541
"1","7","10000",1998,38233,34.4097
"1","4","200",1998,64.3333333333333,0.0579
"1","6","200",1998,49.6666666666667,0.0447
"1","1","2000",1998,92.3333333333333,0.0831
"1","2","2000",1998,339.333333333333,0.3054
"1","4","2000",1998,1878.33333333333,1.6905
"1","6","2000",1998,9197.33333333333,8.2776
"1","7","2000",1998,2196.66666666667,1.977
"1","4","400",1998,121.666666666667,0.1095
"1","6","400",1998,226.333333333333,0.2037
"1","1","5000",1998,319.666666666667,0.2877
"1","2","5000",1998,6345,5.7105
"1","4","5000",1998,11283,10.1547
"1","5","5000",1998,610.333333333333,0.5493
"1","6","5000",1998,56857,51.1713
"1","7","5000",1998,10452,9.4068
"1","1","200",1998,0,0
"1","7","200",1998,0,0
"1","1","400",1998,0,0
"1","2","400",1998,0,0
"1","7","400",1998,0,0
"1","2","1000",1998,0,0
"1","5","2000",1998,0,0
"1","1","1000",1999,81.8888888888889,0.0737
"1","4","1000",1999,693,0.6237
"1","6","1000",1999,1875.33333333333,1.6878
"1","7","1000",1999,696.777777777778,0.6271
"1","1","10000",1999,2303.11111111111,2.0728
"1","2","10000",1999,39519.6666666667,35.5677
"1","3","10000",1999,5.44444444444444,0.0049
"1","4","10000",1999,51343.5555555556,46.2092
"1","5","10000",1999,2275.33333333333,2.0478
"1","6","10000",1999,207130.888888889,186.4178
"1","7","10000",1999,38351,34.5159
"1","4","200",1999,65.5555555555556,0.059
"1","6","200",1999,48.4444444444444,0.0436
"1","1","2000",1999,93.8888888888889,0.0845
"1","2","2000",1999,338.222222222222,0.3044
"1","4","2000",1999,1891.88888888889,1.7027
"1","6","2000",1999,9179.88888888889,8.2619
"1","7","2000",1999,2200.11111111111,1.9801
"1","4","400",1999,125.111111111111,0.1126
"1","6","400",1999,222.888888888889,0.2006
"1","1","5000",1999,332.111111111111,0.2989
"1","2","5000",1999,6341,5.7069
"1","4","5000",1999,11305.6666666667,10.1751
"1","5","5000",1999,610.888888888889,0.5498
"1","6","5000",1999,56782.3333333333,51.1041
"1","7","5000",1999,10495,9.4455
"1","1","200",1999,0,0
"1","7","200",1999,0,0
"1","1","400",1999,0,0
"1","2","400",1999,0,0
"1","7","400",1999,0,0
"1","2","1000",1999,0,0
"1","5","2000",1999,0,0
"1","1","1000",2000,83.4444444444444,0.0751
"1","4","1000",2000,708,0.6372
"1","6","1000",2000,1856.66666666667,1.671
"1","7","1000",2000,698.888888888889,0.629
"1","1","10000",2000,2324.55555555556,2.0921
"1","2","10000",2000,39498.3333333333,35.5485
"1","3","10000",2000,6.22222222222222,0.0056
"1","4","10000",2000,51366.7777777778,46.2301
"1","5","10000",2000,2284.66666666667,2.0562
"1","6","10000",2000,206979.444444444,186.2815
"1","7","10000",2000,38469,34.6221
"1","4","200",2000,66.7777777777778,0.0601
"1","6","200",2000,47.2222222222222,0.0425
"1","1","2000",2000,95.4444444444444,0.0859
"1","2","2000",2000,337.111111111111,0.3034
"1","4","2000",2000,1905.44444444444,1.7149
"1","6","2000",2000,9162.44444444445,8.2462
"1","7","2000",2000,2203.55555555556,1.9832
"1","4","400",2000,128.555555555556,0.1157
"1","6","400",2000,219.444444444444,0.1975
"1","1","5000",2000,344.555555555556,0.3101
"1","2","5000",2000,6337,5.7033
"1","4","5000",2000,11328.3333333333,10.1955
"1","5","5000",2000,611.444444444444,0.5503
"1","6","5000",2000,56707.6666666667,51.0369
"1","7","5000",2000,10538,9.4842
"1","1","200",2000,0,0
"1","7","200",2000,0,0
"1","1","400",2000,0,0
"1","2","400",2000,0,0
"1","7","400",2000,0,0
"1","2","1000",2000,0,0
"1","5","2000",2000,0,0
"1","1","1000",2001,85,0.0765
"1","4","1000",2001,723,0.6507
"1","6","1000",2001,1838,1.6542
"1","7","1000",2001,701,0.6309
"1","1","10000",2001,2346,2.1114
"1","2","10000",2001,39599,35.6391
"1","3","10000",2001,7,0.0063
"1","4","10000",2001,51768,46.5912
"1","5","10000",2001,2294,2.0646
"1","6","10000",2001,208522,187.6698
"1","7","10000",2001,38857,34.9713
"1","4","200",2001,68,0.0612
"1","6","200",2001,46,0.0414
"1","1","2000",2001,97,0.0873
"1","2","2000",2001,336,0.3024
"1","4","2000",2001,1919,1.7271
"1","6","2000",2001,9145,8.2305
"1","7","2000",2001,2207,1.9863
"1","4","400",2001,132,0.1188
"1","6","400",2001,216,0.1944
"1","1","5000",2001,357,0.3213
"1","2","5000",2001,6333,5.6997
"1","4","5000",2001,11351,10.2159
"1","5","5000",2001,612,0.5508
"1","6","5000",2001,56633,50.9697
"1","7","5000",2001,10581,9.5229
"1","1","200",2001,10,0.009
"1","7","200",2001,14,0.0126
"1","1","400",2001,41,0.0369
"1","2","400",2001,22,0.0198
"1","7","400",2001,140,0.126
"1","2","1000",2001,91,0.0819
"1","5","2000",2001,27,0.0243
"1","1","1000",2002,85,0.0765
"1","4","1000",2002,714.8,0.64332
"1","6","1000",2002,1846.2,1.66158
"1","7","1000",2002,701,0.6309
"1","1","10000",2002,2346,2.1114
"1","2","10000",2002,40022,36.0198
"1","3","10000",2002,135.6,0.12204
"1","4","10000",2002,51699,46.5291
"1","5","10000",2002,2328.8,2.09592
"1","6","10000",2002,208015.8,187.21422
"1","7","10000",2002,38845.8,34.96122
"1","4","200",2002,68,0.0612
"1","6","200",2002,46,0.0414
"1","1","2000",2002,97,0.0873
"1","2","2000",2002,336,0.3024
"1","4","2000",2002,1910.8,1.71972
"1","6","2000",2002,9153.2,8.23788
"1","7","2000",2002,2207,1.9863
"1","4","400",2002,132,0.1188
"1","6","400",2002,216,0.1944
"1","1","5000",2002,357,0.3213
"1","2","5000",2002,6366.6,5.72994
"1","4","5000",2002,11341.8,10.20762
"1","5","5000",2002,611,0.5499
"1","6","5000",2002,56609.6,50.94864
"1","7","5000",2002,10581,9.5229
"1","1","200",2002,10,0.009
"1","7","200",2002,14,0.0126
"1","1","400",2002,41,0.0369
"1","2","400",2002,22,0.0198
"1","7","400",2002,140,0.126
"1","2","1000",2002,91,0.0819
"1","5","2000",2002,27,0.0243
"1","1","1000",2003,85,0.0765
"1","4","1000",2003,706.6,0.63594
"1","6","1000",2003,1854.4,1.66896
"1","7","1000",2003,701,0.6309
"1","1","10000",2003,2346,2.1114
"1","2","10000",2003,40445,36.4005
"1","3","10000",2003,264.2,0.23778
"1","4","10000",2003,51630,46.467
"1","5","10000",2003,2363.6,2.12724
"1","6","10000",2003,207509.6,186.75864
"1","7","10000",2003,38834.6,34.95114
"1","4","200",2003,68,0.0612
"1","6","200",2003,46,0.0414
"1","1","2000",2003,97,0.0873
"1","2","2000",2003,336,0.3024
"1","4","2000",2003,1902.6,1.71234
"1","6","2000",2003,9161.4,8.24526
"1","7","2000",2003,2207,1.9863
"1","4","400",2003,132,0.1188
"1","6","400",2003,216,0.1944
"1","1","5000",2003,357,0.3213
"1","2","5000",2003,6400.2,5.76018
"1","4","5000",2003,11332.6,10.19934
"1","5","5000",2003,610,0.549
"1","6","5000",2003,56586.2,50.92758
"1","7","5000",2003,10581,9.5229
"1","1","200",2003,10,0.009
"1","7","200",2003,14,0.0126
"1","1","400",2003,41,0.0369
"1","2","400",2003,22,0.0198
"1","7","400",2003,140,0.126
"1","2","1000",2003,91,0.0819
"1","5","2000",2003,27,0.0243
"1","1","1000",2004,85,0.0765
"1","4","1000",2004,698.4,0.62856
"1","6","1000",2004,1862.6,1.67634
"1","7","1000",2004,701,0.6309
"1","1","10000",2004,2346,2.1114
"1","2","10000",2004,40868,36.7812
"1","3","10000",2004,392.8,0.35352
"1","4","10000",2004,51561,46.4049
"1","5","10000",2004,2398.4,2.15856
"1","6","10000",2004,207003.4,186.30306
"1","7","10000",2004,38823.4,34.94106
"1","4","200",2004,68,0.0612
"1","6","200",2004,46,0.0414
"1","1","2000",2004,97,0.0873
"1","2","2000",2004,336,0.3024
"1","4","2000",2004,1894.4,1.70496
"1","6","2000",2004,9169.6,8.25264
"1","7","2000",2004,2207,1.9863
"1","4","400",2004,132,0.1188
"1","6","400",2004,216,0.1944
"1","1","5000",2004,357,0.3213
"1","2","5000",2004,6433.8,5.79042
"1","4","5000",2004,11323.4,10.19106
"1","5","5000",2004,609,0.5481
"1","6","5000",2004,56562.8,50.90652
"1","7","5000",2004,10581,9.5229
"1","1","200",2004,10,0.009
"1","7","200",2004,14,0.0126
"1","1","400",2004,41,0.0369
"1","2","400",2004,22,0.0198
"1","7","400",2004,140,0.126
"1","2","1000",2004,91,0.0819
"1","5","2000",2004,27,0.0243
"1","1","1000",2005,85,0.0765
"1","4","1000",2005,690.2,0.62118
"1","6","1000",2005,1870.8,1.68372
"1","7","1000",2005,701,0.6309
"1","1","10000",2005,2346,2.1114
"1","2","10000",2005,41291,37.1619
"1","3","10000",2005,521.4,0.46926
"1","4","10000",2005,51492,46.3428
"1","5","10000",2005,2433.2,2.18988
"1","6","10000",2005,206497.2,185.84748
"1","7","10000",2005,38812.2,34.93098
"1","4","200",2005,68,0.0612
"1","6","200",2005,46,0.0414
"1","1","2000",2005,97,0.0873
"1","2","2000",2005,336,0.3024
"1","4","2000",2005,1886.2,1.69758
"1","6","2000",2005,9177.8,8.26002
"1","7","2000",2005,2207,1.9863
"1","4","400",2005,132,0.1188
"1","6","400",2005,216,0.1944
"1","1","5000",2005,357,0.3213
"1","2","5000",2005,6467.4,5.82066
"1","4","5000",2005,11314.2,10.18278
"1","5","5000",2005,608,0.5472
"1","6","5000",2005,56539.4,50.88546
"1","7","5000",2005,10581,9.5229
"1","1","200",2005,10,0.009
"1","7","200",2005,14,0.0126
"1","1","400",2005,41,0.0369
"1","2","400",2005,22,0.0198
"1","7","400",2005,140,0.126
"1","2","1000",2005,91,0.0819
"1","5","2000",2005,27,0.0243
"1","1","1000",2006,85,0.0765
"1","4","1000",2006,682,0.6138
"1","6","1000",2006,1879,1.6911
"1","7","1000",2006,701,0.6309
"1","1","10000",2006,2346,2.1114
"1","2","10000",2006,41714,37.5426
"1","3","10000",2006,650,0.585
"1","4","10000",2006,51423,46.2807
"1","5","10000",2006,2468,2.2212
"1","6","10000",2006,205991,185.3919
"1","7","10000",2006,38801,34.9209
"1","4","200",2006,68,0.0612
"1","6","200",2006,46,0.0414
"1","1","2000",2006,97,0.0873
"1","2","2000",2006,336,0.3024
"1","4","2000",2006,1878,1.6902
"1","6","2000",2006,9186,8.2674
"1","7","2000",2006,2207,1.9863
"1","4","400",2006,132,0.1188
"1","6","400",2006,216,0.1944
"1","1","5000",2006,357,0.3213
"1","2","5000",2006,6501,5.8509
"1","4","5000",2006,11305,10.1745
"1","5","5000",2006,607,0.5463
"1","6","5000",2006,56516,50.8644
"1","7","5000",2006,10581,9.5229
"1","1","200",2006,10,0.009
"1","7","200",2006,14,0.0126
"1","1","400",2006,41,0.0369
"1","2","400",2006,22,0.0198
"1","7","400",2006,140,0.126
"1","2","1000",2006,91,0.0819
"1","5","2000",2006,27,0.0243
"1","1","1000",2007,85,0.0765
"1","4","1000",2007,682,0.6138
"1","6","1000",2007,1879,1.6911
"1","7","1000",2007,701,0.6309
"1","1","10000",2007,2345,2.1105
"1","2","10000",2007,41840.6,37.65654
"1","3","10000",2007,613.8,0.55242
"1","4","10000",2007,51371,46.2339
"1","5","10000",2007,2488.2,2.23938
"1","6","10000",2007,205931.8,185.33862
"1","7","10000",2007,38802.6,34.92234
"1","4","200",2007,68,0.0612
"1","6","200",2007,46,0.0414
"1","1","2000",2007,97,0.0873
"1","2","2000",2007,336,0.3024
"1","4","2000",2007,1878,1.6902
"1","6","2000",2007,9186,8.2674
"1","7","2000",2007,2207,1.9863
"1","4","400",2007,132,0.1188
"1","6","400",2007,216,0.1944
"1","1","5000",2007,357,0.3213
"1","2","5000",2007,6503.4,5.85306
"1","4","5000",2007,11300.6,10.17054
"1","5","5000",2007,611.4,0.55026
"1","6","5000",2007,56513.6,50.86224
"1","7","5000",2007,10581,9.5229
"1","1","200",2007,10,0.009
"1","7","200",2007,14,0.0126
"1","1","400",2007,41,0.0369
"1","2","400",2007,22,0.0198
"1","7","400",2007,140,0.126
"1","2","1000",2007,91,0.0819
"1","5","2000",2007,27,0.0243
"1","1","1000",2008,85,0.0765
"1","4","1000",2008,682,0.6138
"1","6","1000",2008,1879,1.6911
"1","7","1000",2008,701,0.6309
"1","1","10000",2008,2344,2.1096
"1","2","10000",2008,41967.2,37.77048
"1","3","10000",2008,577.6,0.51984
"1","4","10000",2008,51319,46.1871
"1","5","10000",2008,2508.4,2.25756
"1","6","10000",2008,205872.6,185.28534
"1","7","10000",2008,38804.2,34.92378
"1","4","200",2008,68,0.0612
"1","6","200",2008,46,0.0414
"1","1","2000",2008,97,0.0873
"1","2","2000",2008,336,0.3024
"1","4","2000",2008,1878,1.6902
"1","6","2000",2008,9186,8.2674
"1","7","2000",2008,2207,1.9863
"1","4","400",2008,132,0.1188
"1","6","400",2008,216,0.1944
"1","1","5000",2008,357,0.3213
"1","2","5000",2008,6505.8,5.85522
"1","4","5000",2008,11296.2,10.16658
"1","5","5000",2008,615.8,0.55422
"1","6","5000",2008,56511.2,50.86008
"1","7","5000",2008,10581,9.5229
"1","1","200",2008,10,0.009
"1","7","200",2008,14,0.0126
"1","1","400",2008,41,0.0369
"1","2","400",2008,22,0.0198
"1","7","400",2008,140,0.126
"1","2","1000",2008,91,0.0819
"1","5","2000",2008,27,0.0243
"1","1","1000",2009,85,0.0765
"1","4","1000",2009,682,0.6138
"1","6","1000",2009,1879,1.6911
"1","7","1000",2009,701,0.6309
"1","1","10000",2009,2343,2.1087
"1","2","10000",2009,42093.8,37.88442
"1","3","10000",2009,541.4,0.48726
"1","4","10000",2009,51267,46.1403
"1","5","10000",2009,2528.6,2.27574
"1","6","10000",2009,205813.4,185.23206
"1","7","10000",2009,38805.8,34.92522
"1","4","200",2009,68,0.0612
"1","6","200",2009,46,0.0414
"1","1","2000",2009,97,0.0873
"1","2","2000",2009,336,0.3024
"1","4","2000",2009,1878,1.6902
"1","6","2000",2009,9186,8.2674
"1","7","2000",2009,2207,1.9863
"1","4","400",2009,132,0.1188
"1","6","400",2009,216,0.1944
"1","1","5000",2009,357,0.3213
"1","2","5000",2009,6508.2,5.85738
"1","4","5000",2009,11291.8,10.16262
"1","5","5000",2009,620.2,0.55818
"1","6","5000",2009,56508.8,50.85792
"1","7","5000",2009,10581,9.5229
"1","1","200",2009,10,0.009
"1","7","200",2009,14,0.0126
"1","1","400",2009,41,0.0369
"1","2","400",2009,22,0.0198
"1","7","400",2009,140,0.126
"1","2","1000",2009,91,0.0819
"1","5","2000",2009,27,0.0243
"1","1","1000",2010,85,0.0765
"1","4","1000",2010,682,0.6138
"1","6","1000",2010,1879,1.6911
"1","7","1000",2010,701,0.6309
"1","1","10000",2010,2342,2.1078
"1","2","10000",2010,42220.4,37.99836
"1","3","10000",2010,505.2,0.45468
"1","4","10000",2010,51215,46.0935
"1","5","10000",2010,2548.8,2.29392
"1","6","10000",2010,205754.2,185.17878
"1","7","10000",2010,38807.4,34.92666
"1","4","200",2010,68,0.0612
"1","6","200",2010,46,0.0414
"1","1","2000",2010,97,0.0873
"1","2","2000",2010,336,0.3024
"1","4","2000",2010,1878,1.6902
"1","6","2000",2010,9186,8.2674
"1","7","2000",2010,2207,1.9863
"1","4","400",2010,132,0.1188
"1","6","400",2010,216,0.1944
"1","1","5000",2010,357,0.3213
"1","2","5000",2010,6510.6,5.85954
"1","4","5000",2010,11287.4,10.15866
"1","5","5000",2010,624.6,0.56214
"1","6","5000",2010,56506.4,50.85576
"1","7","5000",2010,10581,9.5229
"1","1","200",2010,10,0.009
"1","7","200",2010,14,0.0126
"1","1","400",2010,41,0.0369
"1","2","400",2010,22,0.0198
"1","7","400",2010,140,0.126
"1","2","1000",2010,91,0.0819
"1","5","2000",2010,27,0.0243
"1","1","1000",2011,85,0.0765
"1","4","1000",2011,682,0.6138
"1","6","1000",2011,1879,1.6911
"1","7","1000",2011,701,0.6309
"1","1","10000",2011,2341,2.1069
"1","2","10000",2011,42347,38.1123
"1","3","10000",2011,469,0.4221
"1","4","10000",2011,51163,46.0467
"1","5","10000",2011,2569,2.3121
"1","6","10000",2011,205695,185.1255
"1","7","10000",2011,38809,34.9281
"1","4","200",2011,68,0.0612
"1","6","200",2011,46,0.0414
"1","1","2000",2011,97,0.0873
"1","2","2000",2011,336,0.3024
"1","4","2000",2011,1878,1.6902
"1","6","2000",2011,9186,8.2674
"1","7","2000",2011,2207,1.9863
"1","4","400",2011,132,0.1188
"1","6","400",2011,216,0.1944
"1","1","5000",2011,357,0.3213
"1","2","5000",2011,6513,5.8617
"1","4","5000",2011,11283,10.1547
"1","5","5000",2011,629,0.5661
"1","6","5000",2011,56504,50.8536
"1","7","5000",2011,10581,9.5229
"1","1","200",2011,10,0.009
"1","7","200",2011,14,0.0126
"1","1","400",2011,41,0.0369
"1","2","400",2011,22,0.0198
"1","7","400",2011,140,0.126
"1","2","1000",2011,91,0.0819
"1","5","2000",2011,27,0.0243
"10","1","1000",1992,489,0.4401
"10","2","1000",1992,929,0.8361
"10","3","1000",1992,404,0.3636
"10","1","10000",1992,307738,276.9642
"10","2","10000",1992,11559,10.4031
"10","3","10000",1992,7058,6.3522
"10","4","10000",1992,11128,10.0152
"10","5","10000",1992,101,0.0909
"10","7","10000",1992,1811,1.6299
"10","1","2000",1992,5134,4.6206
"10","2","2000",1992,2547,2.2923
"10","3","2000",1992,582,0.5238
"10","4","2000",1992,5222,4.6998
"10","5","2000",1992,15,0.0135
"10","7","2000",1992,143,0.1287
"10","1","400",1992,63,0.0567
"10","1","5000",1992,66923,60.2307
"10","2","5000",1992,3620,3.258
"10","3","5000",1992,596,0.5364
"10","4","5000",1992,7620,6.858
"10","5","5000",1992,101,0.0909
"10","7","5000",1992,368,0.3312
"10","1","200",1992,0,0
"10","2","200",1992,0,0
"10","3","200",1992,0,0
"10","4","400",1992,0,0
"10","2","400",1992,0,0
"10","3","400",1992,0,0
"10","4","1000",1992,0,0
"10","6","10000",1992,813,0.7317
"10","1","1000",1993,488.444444444444,0.4396
"10","2","1000",1993,930.555555555556,0.8375
"10","3","1000",1993,406.222222222222,0.3656
"10","1","10000",1993,307730.222222222,276.9572
"10","2","10000",1993,11668.5555555556,10.5017
"10","3","10000",1993,7101.88888888889,6.3917
"10","4","10000",1993,11006.3333333333,9.9057
"10","5","10000",1993,112,0.1008
"10","7","10000",1993,1843.22222222222,1.6589
"10","1","2000",1993,5134,4.6206
"10","2","2000",1993,2594,2.3346
"10","3","2000",1993,590.222222222222,0.5312
"10","4","2000",1993,5174.77777777778,4.6573
"10","5","2000",1993,15.8888888888889,0.0143
"10","7","2000",1993,144.555555555556,0.1301
"10","1","400",1993,63.6666666666667,0.0573
"10","1","5000",1993,66924.6666666667,60.2322
"10","2","5000",1993,3699,3.3291
"10","3","5000",1993,604.222222222222,0.5438
"10","4","5000",1993,7515.33333333333,6.7638
"10","5","5000",1993,112,0.1008
"10","7","5000",1993,384.888888888889,0.3464
"10","1","200",1993,0,0
"10","2","200",1993,0,0
"10","3","200",1993,0,0
"10","4","400",1993,0,0
"10","2","400",1993,0,0
"10","3","400",1993,0,0
"10","4","1000",1993,0,0
"10","6","10000",1993,757.888888888889,0.6821
"10","1","1000",1994,487.888888888889,0.4391
"10","2","1000",1994,932.111111111111,0.8389
"10","3","1000",1994,408.444444444444,0.3676
