"year","GEOID","site","reclass","buffer","total"
1992,"18029","47","1",200,0
1992,"18029","47","1",400,0
1992,"18029","47","1",1000,0
1992,"18029","47","1",2000,0
1992,"18029","47","1",5000,0
1992,"18029","47","1",10000,530
1992,"18047","47","1",200,0
1992,"18047","47","1",400,0
1992,"18047","47","1",1000,0
1992,"18047","47","1",2000,0
1992,"18047","47","1",5000,0
1992,"18047","47","1",10000,0
1992,"21023","123","1",200,0
1992,"21023","123","1",400,0
1992,"21023","123","1",1000,0
1992,"21023","123","1",2000,0
1992,"21023","123","1",5000,6700
1992,"21023","123","1",10000,11914
1992,"21135","138","1",200,0
1992,"21135","138","1",400,0
1992,"21135","138","1",1000,0
1992,"21135","138","1",2000,0
1992,"21135","138","1",5000,0
1992,"21135","138","1",10000,11044
1992,"21135","144","1",200,0
1992,"21135","144","1",400,0
1992,"21135","144","1",1000,0
1992,"21135","144","1",2000,0
1992,"21135","144","1",5000,0
1992,"21135","144","1",10000,3210
1992,"21191","123","1",200,0
1992,"21191","123","1",400,0
1992,"21191","123","1",1000,0
1992,"21191","123","1",2000,0
1992,"21191","123","1",5000,0
1992,"21191","123","1",10000,0
1992,"26115","109","1",200,0
1992,"26115","109","1",400,0
1992,"26115","109","1",1000,0
1992,"26115","109","1",2000,0
1992,"26115","109","1",5000,0
1992,"26115","109","1",10000,0
1992,"26115","117","1",200,0
1992,"26115","117","1",400,0
1992,"26115","117","1",1000,0
1992,"26115","117","1",2000,0
1992,"26115","117","1",5000,0
1992,"26115","117","1",10000,0
1992,"26115","84","1",200,0
1992,"26115","84","1",400,0
1992,"26115","84","1",1000,0
1992,"26115","84","1",2000,0
1992,"26115","84","1",5000,0
1992,"26115","84","1",10000,0
1992,"39001","136","1",200,0
1992,"39001","136","1",400,0
1992,"39001","136","1",1000,0
1992,"39001","136","1",2000,27
1992,"39001","136","1",5000,110
1992,"39001","136","1",10000,315
1992,"39001","138","1",200,0
1992,"39001","138","1",400,0
1992,"39001","138","1",1000,0
1992,"39001","138","1",2000,0
1992,"39001","138","1",5000,0
1992,"39001","138","1",10000,689
1992,"39001","144","1",200,0
1992,"39001","144","1",400,0
1992,"39001","144","1",1000,0
1992,"39001","144","1",2000,0
1992,"39001","144","1",5000,0
1992,"39001","144","1",10000,0
1992,"39001","146","1",200,0
1992,"39001","146","1",400,0
1992,"39001","146","1",1000,0
1992,"39001","146","1",2000,0
1992,"39001","146","1",5000,225
1992,"39001","146","1",10000,1286
1992,"39003","100","1",200,0
1992,"39003","100","1",400,0
1992,"39003","100","1",1000,106
1992,"39003","100","1",2000,730
1992,"39003","100","1",5000,3791
1992,"39003","100","1",10000,4522
1992,"39003","127","1",200,8
1992,"39003","127","1",400,149
1992,"39003","127","1",1000,430
1992,"39003","127","1",2000,1537
1992,"39003","127","1",5000,3763
1992,"39003","127","1",10000,4524
1992,"39003","128","1",200,0
1992,"39003","128","1",400,29
1992,"39003","128","1",1000,31
1992,"39003","128","1",2000,979
1992,"39003","128","1",5000,3386
1992,"39003","128","1",10000,4499
1992,"39003","13","1",200,0
1992,"39003","13","1",400,0
1992,"39003","13","1",1000,0
1992,"39003","13","1",2000,0
1992,"39003","13","1",5000,0
1992,"39003","13","1",10000,3003
1992,"39003","21","1",200,0
1992,"39003","21","1",400,0
1992,"39003","21","1",1000,0
1992,"39003","21","1",2000,0
1992,"39003","21","1",5000,2674
1992,"39003","21","1",10000,4322
1992,"39003","48","1",200,0
1992,"39003","48","1",400,0
1992,"39003","48","1",1000,-2
1992,"39003","48","1",2000,745
1992,"39003","48","1",5000,3788
1992,"39003","48","1",10000,4515
1992,"39007","119","1",200,0
1992,"39007","119","1",400,0
1992,"39007","119","1",1000,0
1992,"39007","119","1",2000,0
1992,"39007","119","1",5000,0
1992,"39007","119","1",10000,74
1992,"39007","16","1",200,0
1992,"39007","16","1",400,0
1992,"39007","16","1",1000,0
1992,"39007","16","1",2000,0
1992,"39007","16","1",5000,0
1992,"39007","16","1",10000,0
1992,"39011","128","1",200,0
1992,"39011","128","1",400,0
1992,"39011","128","1",1000,0
1992,"39011","128","1",2000,0
1992,"39011","128","1",5000,0
1992,"39011","128","1",10000,0
1992,"39011","13","1",200,0
1992,"39011","13","1",400,0
1992,"39011","13","1",1000,0
1992,"39011","13","1",2000,0
1992,"39011","13","1",5000,0
1992,"39011","13","1",10000,0
1992,"39011","21","1",200,0
1992,"39011","21","1",400,0
1992,"39011","21","1",1000,0
1992,"39011","21","1",2000,0
1992,"39011","21","1",5000,0
1992,"39011","21","1",10000,23
1992,"39015","123","1",200,0
1992,"39015","123","1",400,0
1992,"39015","123","1",1000,0
1992,"39015","123","1",2000,0
1992,"39015","123","1",5000,0
1992,"39015","123","1",10000,0
1992,"39015","136","1",200,0
1992,"39015","136","1",400,0
1992,"39015","136","1",1000,0
1992,"39015","136","1",2000,0
1992,"39015","136","1",5000,0
1992,"39015","136","1",10000,0
1992,"39015","77","1",200,0
1992,"39015","77","1",400,0
1992,"39015","77","1",1000,0
1992,"39015","77","1",2000,0
1992,"39015","77","1",5000,0
1992,"39015","77","1",10000,0
1992,"39015","85","1",200,0
1992,"39015","85","1",400,0
1992,"39015","85","1",1000,0
1992,"39015","85","1",2000,0
1992,"39015","85","1",5000,0
1992,"39015","85","1",10000,0
1992,"39017","19","1",200,0
1992,"39017","19","1",400,0
1992,"39017","19","1",1000,0
1992,"39017","19","1",2000,0
1992,"39017","19","1",5000,0
1992,"39017","19","1",10000,141
1992,"39017","40","1",200,0
1992,"39017","40","1",400,0
1992,"39017","40","1",1000,0
1992,"39017","40","1",2000,0
1992,"39017","40","1",5000,0
1992,"39017","40","1",10000,0
1992,"39017","47","1",200,0
1992,"39017","47","1",400,0
1992,"39017","47","1",1000,0
1992,"39017","47","1",2000,0
1992,"39017","47","1",5000,0
1992,"39017","47","1",10000,86
1992,"39017","74","1",200,0
1992,"39017","74","1",400,0
1992,"39017","74","1",1000,0
1992,"39017","74","1",2000,24
1992,"39017","74","1",5000,712
1992,"39017","74","1",10000,6322
1992,"39017","83","1",200,0
1992,"39017","83","1",400,0
1992,"39017","83","1",1000,0
1992,"39017","83","1",2000,0
1992,"39017","83","1",5000,0
1992,"39017","83","1",10000,74
1992,"39017","88","1",200,0
1992,"39017","88","1",400,0
1992,"39017","88","1",1000,0
1992,"39017","88","1",2000,0
1992,"39017","88","1",5000,0
1992,"39017","88","1",10000,36
1992,"39021","112","1",200,0
1992,"39021","112","1",400,0
1992,"39021","112","1",1000,0
1992,"39021","112","1",2000,0
1992,"39021","112","1",5000,1090
1992,"39021","112","1",10000,1295
1992,"39021","91","1",200,0
1992,"39021","91","1",400,0
1992,"39021","91","1",1000,945
1992,"39021","91","1",2000,1632
1992,"39021","91","1",5000,1904
1992,"39021","91","1",10000,2124
1992,"39021","96","1",200,0
1992,"39021","96","1",400,0
1992,"39021","96","1",1000,553
1992,"39021","96","1",2000,1208
1992,"39021","96","1",5000,1909
1992,"39021","96","1",10000,2113
1992,"39023","112","1",200,0
1992,"39023","112","1",400,0
1992,"39023","112","1",1000,0
1992,"39023","112","1",2000,0
1992,"39023","112","1",5000,0
1992,"39023","112","1",10000,452
1992,"39023","149","1",200,0
1992,"39023","149","1",400,0
1992,"39023","149","1",1000,0
1992,"39023","149","1",2000,0
1992,"39023","149","1",5000,0
1992,"39023","149","1",10000,949
1992,"39023","34","1",200,0
1992,"39023","34","1",400,0
1992,"39023","34","1",1000,0
1992,"39023","34","1",2000,0
1992,"39023","34","1",5000,0
1992,"39023","34","1",10000,35
1992,"39025","123","1",200,0
1992,"39025","123","1",400,0
1992,"39025","123","1",1000,0
1992,"39025","123","1",2000,0
1992,"39025","123","1",5000,0
1992,"39025","123","1",10000,2811
1992,"39025","28","1",200,0
1992,"39025","28","1",400,0
1992,"39025","28","1",1000,0
1992,"39025","28","1",2000,47
1992,"39025","28","1",5000,371
1992,"39025","28","1",10000,945
1992,"39025","40","1",200,0
1992,"39025","40","1",400,0
1992,"39025","40","1",1000,0
1992,"39025","40","1",2000,0
1992,"39025","40","1",5000,379
1992,"39025","40","1",10000,977
1992,"39025","77","1",200,0
1992,"39025","77","1",400,0
1992,"39025","77","1",1000,0
1992,"39025","77","1",2000,0
1992,"39025","77","1",5000,4379
1992,"39025","77","1",10000,9613
1992,"39025","78","1",200,0
1992,"39025","78","1",400,0
1992,"39025","78","1",1000,0
1992,"39025","78","1",2000,0
1992,"39025","78","1",5000,8436
1992,"39025","78","1",10000,9839
1992,"39025","85","1",200,0
1992,"39025","85","1",400,0
1992,"39025","85","1",1000,0
1992,"39025","85","1",2000,2330
1992,"39025","85","1",5000,8941
1992,"39025","85","1",10000,9846
1992,"39035","101","1",200,0
1992,"39035","101","1",400,0
1992,"39035","101","1",1000,0
1992,"39035","101","1",2000,5959
1992,"39035","101","1",5000,39516
1992,"39035","101","1",10000,161959
1992,"39035","120","1",200,0
1992,"39035","120","1",400,0
1992,"39035","120","1",1000,0
1992,"39035","120","1",2000,0
1992,"39035","120","1",5000,299
1992,"39035","120","1",10000,706
1992,"39035","125","1",200,0
1992,"39035","125","1",400,0
1992,"39035","125","1",1000,0
1992,"39035","125","1",2000,0
1992,"39035","125","1",5000,0
1992,"39035","125","1",10000,0
1992,"39035","126","1",200,0
1992,"39035","126","1",400,0
1992,"39035","126","1",1000,0
1992,"39035","126","1",2000,0
1992,"39035","126","1",5000,0
1992,"39035","126","1",10000,0
1992,"39035","14","1",200,0
1992,"39035","14","1",400,0
1992,"39035","14","1",1000,0
1992,"39035","14","1",2000,0
1992,"39035","14","1",5000,449
1992,"39035","14","1",10000,923
1992,"39035","2","1",200,0
1992,"39035","2","1",400,0
1992,"39035","2","1",1000,97
1992,"39035","2","1",2000,215
1992,"39035","2","1",5000,546
1992,"39035","2","1",10000,1126
1992,"39035","29","1",200,0
1992,"39035","29","1",400,0
1992,"39035","29","1",1000,72
1992,"39035","29","1",2000,286
1992,"39035","29","1",5000,367
1992,"39035","29","1",10000,2002
1992,"39035","3","1",200,0
1992,"39035","3","1",400,0
1992,"39035","3","1",1000,0
1992,"39035","3","1",2000,0
1992,"39035","3","1",5000,0
1992,"39035","3","1",10000,179
1992,"39035","30","1",200,0
1992,"39035","30","1",400,0
1992,"39035","30","1",1000,72
1992,"39035","30","1",2000,286
1992,"39035","30","1",5000,367
1992,"39035","30","1",10000,2002
1992,"39035","31","1",200,0
1992,"39035","31","1",400,0
1992,"39035","31","1",1000,72
1992,"39035","31","1",2000,286
1992,"39035","31","1",5000,367
1992,"39035","31","1",10000,2002
1992,"39035","32","1",200,0
1992,"39035","32","1",400,0
1992,"39035","32","1",1000,72
1992,"39035","32","1",2000,286
1992,"39035","32","1",5000,367
1992,"39035","32","1",10000,2002
1992,"39035","4","1",200,0
1992,"39035","4","1",400,0
1992,"39035","4","1",1000,0
1992,"39035","4","1",2000,55
1992,"39035","4","1",5000,332
1992,"39035","4","1",10000,8414
1992,"39035","50","1",200,0
1992,"39035","50","1",400,0
1992,"39035","50","1",1000,0
1992,"39035","50","1",2000,88
1992,"39035","50","1",5000,504
1992,"39035","50","1",10000,3242
1992,"39035","59","1",200,0
1992,"39035","59","1",400,0
1992,"39035","59","1",1000,0
1992,"39035","59","1",2000,0
1992,"39035","59","1",5000,0
1992,"39035","59","1",10000,1409
1992,"39035","6","1",200,0
1992,"39035","6","1",400,0
1992,"39035","6","1",1000,2
1992,"39035","6","1",2000,91
1992,"39035","6","1",5000,554
1992,"39035","6","1",10000,1267
1992,"39035","7","1",200,0
1992,"39035","7","1",400,0
1992,"39035","7","1",1000,0
1992,"39035","7","1",2000,0
1992,"39035","7","1",5000,0
1992,"39035","7","1",10000,211
1992,"39035","76","1",200,0
1992,"39035","76","1",400,0
1992,"39035","76","1",1000,0
1992,"39035","76","1",2000,0
1992,"39035","76","1",5000,23315
1992,"39035","76","1",10000,126577
1992,"39035","87","1",200,0
1992,"39035","87","1",400,0
1992,"39035","87","1",1000,0
1992,"39035","87","1",2000,0
1992,"39035","87","1",5000,1139
1992,"39035","87","1",10000,51663
1992,"39035","93","1",200,0
1992,"39035","93","1",400,0
1992,"39035","93","1",1000,0
1992,"39035","93","1",2000,21
1992,"39035","93","1",5000,501
1992,"39035","93","1",10000,1315
1992,"39035","99","1",200,0
1992,"39035","99","1",400,0
1992,"39035","99","1",1000,0
1992,"39035","99","1",2000,0
1992,"39035","99","1",5000,0
1992,"39035","99","1",10000,720
1992,"39039","45","1",200,0
1992,"39039","45","1",400,0
1992,"39039","45","1",1000,0
1992,"39039","45","1",2000,0
1992,"39039","45","1",5000,3530
1992,"39039","45","1",10000,7712
1992,"39041","106","1",200,0
1992,"39041","106","1",400,0
1992,"39041","106","1",1000,0
1992,"39041","106","1",2000,0
1992,"39041","106","1",5000,69
1992,"39041","106","1",10000,9530
1992,"39041","148","1",200,0
1992,"39041","148","1",400,0
1992,"39041","148","1",1000,0
1992,"39041","148","1",2000,0
1992,"39041","148","1",5000,0
1992,"39041","148","1",10000,7619
1992,"39041","52","1",200,0
1992,"39041","52","1",400,0
1992,"39041","52","1",1000,0
1992,"39041","52","1",2000,116
1992,"39041","52","1",5000,359
1992,"39041","52","1",10000,10128
1992,"39041","53","1",200,0
1992,"39041","53","1",400,0
1992,"39041","53","1",1000,0
1992,"39041","53","1",2000,0
1992,"39041","53","1",5000,0
1992,"39041","53","1",10000,2829
1992,"39041","97","1",200,0
1992,"39041","97","1",400,0
1992,"39041","97","1",1000,0
1992,"39041","97","1",2000,0
1992,"39041","97","1",5000,351
1992,"39041","97","1",10000,13184
1992,"39043","10","1",200,0
1992,"39043","10","1",400,63
1992,"39043","10","1",1000,489
1992,"39043","10","1",2000,5134
1992,"39043","10","1",5000,66923
1992,"39043","10","1",10000,185608
1992,"39043","103","1",200,0
1992,"39043","103","1",400,0
1992,"39043","103","1",1000,0
1992,"39043","103","1",2000,0
1992,"39043","103","1",5000,0
1992,"39043","103","1",10000,28632
1992,"39043","111","1",200,29
1992,"39043","111","1",400,149
1992,"39043","111","1",1000,1160
1992,"39043","111","1",2000,4830
1992,"39043","111","1",5000,33016
1992,"39043","111","1",10000,126454
1992,"39043","22","1",200,0
1992,"39043","22","1",400,0
1992,"39043","22","1",1000,0
1992,"39043","22","1",2000,1112
1992,"39043","22","1",5000,24740
1992,"39043","22","1",10000,134673
1992,"39043","23","1",200,0
1992,"39043","23","1",400,0
1992,"39043","23","1",1000,12
1992,"39043","23","1",2000,219
1992,"39043","23","1",5000,2259
1992,"39043","23","1",10000,42369
1992,"39043","24","1",200,0
1992,"39043","24","1",400,0
1992,"39043","24","1",1000,0
1992,"39043","24","1",2000,851
1992,"39043","24","1",5000,27520
1992,"39043","24","1",10000,138921
1992,"39043","25","1",200,0
1992,"39043","25","1",400,0
1992,"39043","25","1",1000,142
1992,"39043","25","1",2000,3664
1992,"39043","25","1",5000,36127
1992,"39043","25","1",10000,153107
1992,"39043","46","1",200,0
1992,"39043","46","1",400,0
1992,"39043","46","1",1000,160
1992,"39043","46","1",2000,3415
1992,"39043","46","1",5000,69081
1992,"39043","46","1",10000,199357
1992,"39043","9","1",200,129
1992,"39043","9","1",400,363
1992,"39043","9","1",1000,1497
1992,"39043","9","1",2000,2042
1992,"39043","9","1",5000,10442
1992,"39043","9","1",10000,62534
1992,"39045","108","1",200,0
1992,"39045","108","1",400,0
1992,"39045","108","1",1000,0
1992,"39045","108","1",2000,0
1992,"39045","108","1",5000,0
1992,"39045","108","1",10000,-1
1992,"39045","122","1",200,0
1992,"39045","122","1",400,0
1992,"39045","122","1",1000,0
1992,"39045","122","1",2000,0
1992,"39045","122","1",5000,0
1992,"39045","122","1",10000,0
1992,"39045","124","1",200,0
1992,"39045","124","1",400,0
1992,"39045","124","1",1000,0
1992,"39045","124","1",2000,0
1992,"39045","124","1",5000,231
1992,"39045","124","1",10000,733
1992,"39045","35","1",200,0
1992,"39045","35","1",400,0
1992,"39045","35","1",1000,0
1992,"39045","35","1",2000,0
1992,"39045","35","1",5000,0
1992,"39045","35","1",10000,293
1992,"39045","39","1",200,0
1992,"39045","39","1",400,0
1992,"39045","39","1",1000,0
1992,"39045","39","1",2000,0
1992,"39045","39","1",5000,0
1992,"39045","39","1",10000,0
1992,"39045","43","1",200,0
1992,"39045","43","1",400,0
1992,"39045","43","1",1000,0
1992,"39045","43","1",2000,0
1992,"39045","43","1",5000,231
1992,"39045","43","1",10000,733
1992,"39045","54","1",200,0
1992,"39045","54","1",400,0
1992,"39045","54","1",1000,0
1992,"39045","54","1",2000,0
1992,"39045","54","1",5000,55
1992,"39045","54","1",10000,219
1992,"39045","56","1",200,0
1992,"39045","56","1",400,0
1992,"39045","56","1",1000,0
1992,"39045","56","1",2000,0
1992,"39045","56","1",5000,0
1992,"39045","56","1",10000,0
1992,"39045","60","1",200,0
1992,"39045","60","1",400,0
1992,"39045","60","1",1000,0
1992,"39045","60","1",2000,0
1992,"39045","60","1",5000,0
1992,"39045","60","1",10000,282
1992,"39045","90","1",200,0
1992,"39045","90","1",400,0
1992,"39045","90","1",1000,0
1992,"39045","90","1",2000,0
1992,"39045","90","1",5000,0
1992,"39045","90","1",10000,124
1992,"39049","106","1",200,0
1992,"39049","106","1",400,0
1992,"39049","106","1",1000,0
1992,"39049","106","1",2000,0
1992,"39049","106","1",5000,327
1992,"39049","106","1",10000,3824
1992,"39049","148","1",200,0
1992,"39049","148","1",400,0
1992,"39049","148","1",1000,0
1992,"39049","148","1",2000,0
1992,"39049","148","1",5000,2758
1992,"39049","148","1",10000,3376
1992,"39049","17","1",200,0
1992,"39049","17","1",400,0
1992,"39049","17","1",1000,0
1992,"39049","17","1",2000,0
1992,"39049","17","1",5000,0
1992,"39049","17","1",10000,1152
1992,"39049","35","1",200,0
1992,"39049","35","1",400,0
1992,"39049","35","1",1000,0
1992,"39049","35","1",2000,0
1992,"39049","35","1",5000,333
1992,"39049","35","1",10000,1526
1992,"39049","52","1",200,0
1992,"39049","52","1",400,0
1992,"39049","52","1",1000,0
1992,"39049","52","1",2000,0
1992,"39049","52","1",5000,0
1992,"39049","52","1",10000,1384
1992,"39049","53","1",200,0
1992,"39049","53","1",400,0
1992,"39049","53","1",1000,0
1992,"39049","53","1",2000,152
1992,"39049","53","1",5000,1288
1992,"39049","53","1",10000,3520
1992,"39049","54","1",200,0
1992,"39049","54","1",400,0
1992,"39049","54","1",1000,0
1992,"39049","54","1",2000,0
1992,"39049","54","1",5000,0
1992,"39049","54","1",10000,363
1992,"39049","65","1",200,0
1992,"39049","65","1",400,0
1992,"39049","65","1",1000,0
1992,"39049","65","1",2000,0
1992,"39049","65","1",5000,734
1992,"39049","65","1",10000,1197
1992,"39049","71","1",200,18
1992,"39049","71","1",400,57
1992,"39049","71","1",1000,131
1992,"39049","71","1",2000,231
1992,"39049","71","1",5000,429
1992,"39049","71","1",10000,5738
1992,"39049","90","1",200,0
1992,"39049","90","1",400,0
1992,"39049","90","1",1000,0
1992,"39049","90","1",2000,0
1992,"39049","90","1",5000,0
1992,"39049","90","1",10000,2744
1992,"39049","97","1",200,0
1992,"39049","97","1",400,0
1992,"39049","97","1",1000,0
1992,"39049","97","1",2000,0
1992,"39049","97","1",5000,225
1992,"39049","97","1",10000,3629
1992,"39051","107","1",200,0
1992,"39051","107","1",400,0
1992,"39051","107","1",1000,0
1992,"39051","107","1",2000,0
1992,"39051","107","1",5000,0
1992,"39051","107","1",10000,-5
1992,"39051","109","1",200,0
1992,"39051","109","1",400,0
1992,"39051","109","1",1000,0
1992,"39051","109","1",2000,0
1992,"39051","109","1",5000,0
1992,"39051","109","1",10000,0
1992,"39051","151","1",200,0
1992,"39051","151","1",400,0
1992,"39051","151","1",1000,0
1992,"39051","151","1",2000,0
1992,"39051","151","1",5000,-6
1992,"39051","151","1",10000,115
1992,"39051","26","1",200,0
1992,"39051","26","1",400,0
1992,"39051","26","1",1000,0
1992,"39051","26","1",2000,0
1992,"39051","26","1",5000,4
1992,"39051","26","1",10000,115
1992,"39051","67","1",200,0
1992,"39051","67","1",400,0
1992,"39051","67","1",1000,0
1992,"39051","67","1",2000,0
1992,"39051","67","1",5000,20
1992,"39051","67","1",10000,127
1992,"39051","84","1",200,0
1992,"39051","84","1",400,0
1992,"39051","84","1",1000,0
1992,"39051","84","1",2000,0
1992,"39051","84","1",5000,0
1992,"39051","84","1",10000,0
1992,"39055","11","1",200,0
1992,"39055","11","1",400,0
1992,"39055","11","1",1000,0
1992,"39055","11","1",2000,0
1992,"39055","11","1",5000,0
1992,"39055","11","1",10000,520
1992,"39055","113","1",200,0
1992,"39055","113","1",400,0
1992,"39055","113","1",1000,0
1992,"39055","113","1",2000,0
1992,"39055","113","1",5000,0
1992,"39055","113","1",10000,341
1992,"39055","114","1",200,0
1992,"39055","114","1",400,0
1992,"39055","114","1",1000,0
1992,"39055","114","1",2000,0
1992,"39055","114","1",5000,0
1992,"39055","114","1",10000,396
1992,"39055","115","1",200,0
1992,"39055","115","1",400,0
1992,"39055","115","1",1000,0
1992,"39055","115","1",2000,0
1992,"39055","115","1",5000,0
1992,"39055","115","1",10000,396
1992,"39055","118","1",200,0
1992,"39055","118","1",400,0
1992,"39055","118","1",1000,55
1992,"39055","118","1",2000,188
1992,"39055","118","1",5000,1225
1992,"39055","118","1",10000,4589
1992,"39055","119","1",200,0
1992,"39055","119","1",400,0
1992,"39055","119","1",1000,0
1992,"39055","119","1",2000,83
1992,"39055","119","1",5000,474
1992,"39055","119","1",10000,3554
1992,"39055","120","1",200,0
1992,"39055","120","1",400,0
1992,"39055","120","1",1000,0
1992,"39055","120","1",2000,0
1992,"39055","120","1",5000,471
1992,"39055","120","1",10000,1363
1992,"39055","14","1",200,0
1992,"39055","14","1",400,0
1992,"39055","14","1",1000,0
1992,"39055","14","1",2000,0
1992,"39055","14","1",5000,0
1992,"39055","14","1",10000,824
1992,"39055","29","1",200,0
1992,"39055","29","1",400,0
1992,"39055","29","1",1000,0
1992,"39055","29","1",2000,0
1992,"39055","29","1",5000,18
1992,"39055","29","1",10000,91
1992,"39055","30","1",200,0
1992,"39055","30","1",400,0
1992,"39055","30","1",1000,0
1992,"39055","30","1",2000,0
1992,"39055","30","1",5000,18
1992,"39055","30","1",10000,91
1992,"39055","31","1",200,0
1992,"39055","31","1",400,0
1992,"39055","31","1",1000,0
1992,"39055","31","1",2000,0
1992,"39055","31","1",5000,18
1992,"39055","31","1",10000,91
1992,"39055","32","1",200,0
1992,"39055","32","1",400,0
1992,"39055","32","1",1000,0
1992,"39055","32","1",2000,0
1992,"39055","32","1",5000,18
1992,"39055","32","1",10000,91
1992,"39055","4","1",200,0
1992,"39055","4","1",400,0
1992,"39055","4","1",1000,0
1992,"39055","4","1",2000,0
1992,"39055","4","1",5000,18
1992,"39055","4","1",10000,68
1992,"39055","5","1",200,0
1992,"39055","5","1",400,0
1992,"39055","5","1",1000,0
1992,"39055","5","1",2000,35
1992,"39055","5","1",5000,1112
1992,"39055","5","1",10000,2814
1992,"39055","6","1",200,0
1992,"39055","6","1",400,0
1992,"39055","6","1",1000,0
1992,"39055","6","1",2000,0
1992,"39055","6","1",5000,44
1992,"39055","6","1",10000,308
1992,"39055","66","1",200,0
1992,"39055","66","1",400,0
1992,"39055","66","1",1000,0
1992,"39055","66","1",2000,0
1992,"39055","66","1",5000,0
1992,"39055","66","1",10000,380
1992,"39055","7","1",200,0
1992,"39055","7","1",400,0
1992,"39055","7","1",1000,0
1992,"39055","7","1",2000,0
1992,"39055","7","1",5000,94
1992,"39055","7","1",10000,392
1992,"39055","8","1",200,0
1992,"39055","8","1",400,0
1992,"39055","8","1",1000,0
1992,"39055","8","1",2000,0
1992,"39055","8","1",5000,0
1992,"39055","8","1",10000,411
1992,"39055","93","1",200,0
1992,"39055","93","1",400,0
1992,"39055","93","1",1000,0
1992,"39055","93","1",2000,0
1992,"39055","93","1",5000,5
1992,"39055","93","1",10000,227
1992,"39055","99","1",200,0
1992,"39055","99","1",400,0
1992,"39055","99","1",1000,0
1992,"39055","99","1",2000,-1
1992,"39055","99","1",5000,474
1992,"39055","99","1",10000,2583
1992,"39057","135","1",200,0
1992,"39057","135","1",400,0
1992,"39057","135","1",1000,0
1992,"39057","135","1",2000,0
1992,"39057","135","1",5000,0
1992,"39057","135","1",10000,82
1992,"39057","149","1",200,0
1992,"39057","149","1",400,0
1992,"39057","149","1",1000,0
1992,"39057","149","1",2000,0
1992,"39057","149","1",5000,0
1992,"39057","149","1",10000,1603
1992,"39057","34","1",200,0
1992,"39057","34","1",400,0
1992,"39057","34","1",1000,18
1992,"39057","34","1",2000,18
1992,"39057","34","1",5000,105
1992,"39057","34","1",10000,2371
1992,"39057","51","1",200,0
1992,"39057","51","1",400,0
1992,"39057","51","1",1000,0
1992,"39057","51","1",2000,0
1992,"39057","51","1",5000,660
1992,"39057","51","1",10000,975
1992,"39059","132","1",200,0
1992,"39059","132","1",400,0
1992,"39059","132","1",1000,0
1992,"39059","132","1",2000,0
1992,"39059","132","1",5000,33
1992,"39059","132","1",10000,125
1992,"39059","133","1",200,0
1992,"39059","133","1",400,0
1992,"39059","133","1",1000,0
1992,"39059","133","1",2000,0
1992,"39059","133","1",5000,33
1992,"39059","133","1",10000,125
1992,"39059","134","1",200,0
1992,"39059","134","1",400,0
1992,"39059","134","1",1000,0
1992,"39059","134","1",2000,0
1992,"39059","134","1",5000,33
1992,"39059","134","1",10000,125
1992,"39059","69","1",200,0
1992,"39059","69","1",400,0
1992,"39059","69","1",1000,0
1992,"39059","69","1",2000,0
1992,"39059","69","1",5000,0
1992,"39059","69","1",10000,161
1992,"39059","98","1",200,0
1992,"39059","98","1",400,0
1992,"39059","98","1",1000,0
1992,"39059","98","1",2000,0
1992,"39059","98","1",5000,0
1992,"39059","98","1",10000,96
1992,"39061","19","1",200,0
1992,"39061","19","1",400,0
1992,"39061","19","1",1000,0
1992,"39061","19","1",2000,0
1992,"39061","19","1",5000,151
1992,"39061","19","1",10000,3462
1992,"39061","28","1",200,0
1992,"39061","28","1",400,0
1992,"39061","28","1",1000,0
1992,"39061","28","1",2000,0
1992,"39061","28","1",5000,0
1992,"39061","28","1",10000,2031
1992,"39061","40","1",200,0
1992,"39061","40","1",400,0
1992,"39061","40","1",1000,0
1992,"39061","40","1",2000,0
1992,"39061","40","1",5000,457
1992,"39061","40","1",10000,2357
1992,"39061","47","1",200,0
1992,"39061","47","1",400,0
1992,"39061","47","1",1000,0
1992,"39061","47","1",2000,0
1992,"39061","47","1",5000,708
1992,"39061","47","1",10000,5343
1992,"39061","74","1",200,0
1992,"39061","74","1",400,0
1992,"39061","74","1",1000,0
1992,"39061","74","1",2000,0
1992,"39061","74","1",5000,0
1992,"39061","74","1",10000,0
1992,"39063","129","1",200,0
1992,"39063","129","1",400,0
1992,"39063","129","1",1000,0
1992,"39063","129","1",2000,0
1992,"39063","129","1",5000,374
1992,"39063","129","1",10000,585
1992,"39063","73","1",200,0
1992,"39063","73","1",400,0
1992,"39063","73","1",1000,0
1992,"39063","73","1",2000,0
1992,"39063","73","1",5000,93
1992,"39063","73","1",10000,4352
1992,"39073","124","1",200,0
1992,"39073","124","1",400,0
1992,"39073","124","1",1000,0
1992,"39073","124","1",2000,0
1992,"39073","124","1",5000,111
1992,"39073","124","1",10000,430
1992,"39073","39","1",200,0
1992,"39073","39","1",400,0
1992,"39073","39","1",1000,0
1992,"39073","39","1",2000,0
1992,"39073","39","1",5000,0
1992,"39073","39","1",10000,408
1992,"39073","43","1",200,0
1992,"39073","43","1",400,0
1992,"39073","43","1",1000,0
1992,"39073","43","1",2000,0
1992,"39073","43","1",5000,111
1992,"39073","43","1",10000,430
1992,"39073","60","1",200,0
1992,"39073","60","1",400,0
1992,"39073","60","1",1000,0
