"year","GEOID","site","reclass","buffer","total"
2001,"39089","122","2",400,110
2001,"39089","122","2",1000,584
2001,"39089","122","2",2000,1284
2001,"39089","122","2",5000,10271
2001,"39089","122","2",10000,62879
2001,"39089","35","2",200,0
2001,"39089","35","2",400,0
2001,"39089","35","2",1000,0
2001,"39089","35","2",2000,0
2001,"39089","35","2",5000,4384
2001,"39089","35","2",10000,16460
2001,"39089","42","2",200,24
2001,"39089","42","2",400,75
2001,"39089","42","2",1000,927
2001,"39089","42","2",2000,3826
2001,"39089","42","2",5000,13474
2001,"39089","42","2",10000,66888
2001,"39089","53","2",200,0
2001,"39089","53","2",400,0
2001,"39089","53","2",1000,0
2001,"39089","53","2",2000,0
2001,"39089","53","2",5000,0
2001,"39089","53","2",10000,590
2001,"39089","56","2",200,69
2001,"39089","56","2",400,220
2001,"39089","56","2",1000,546
2001,"39089","56","2",2000,1435
2001,"39089","56","2",5000,9375
2001,"39089","56","2",10000,64112
2001,"39091","62","2",200,12
2001,"39091","62","2",400,27
2001,"39091","62","2",1000,83
2001,"39091","62","2",2000,862
2001,"39091","62","2",5000,6716
2001,"39091","62","2",10000,42830
2001,"39091","91","2",200,0
2001,"39091","91","2",400,0
2001,"39091","91","2",1000,0
2001,"39091","91","2",2000,0
2001,"39091","91","2",5000,0
2001,"39091","91","2",10000,347
2001,"39091","96","2",200,0
2001,"39091","96","2",400,0
2001,"39091","96","2",1000,0
2001,"39091","96","2",2000,0
2001,"39091","96","2",5000,0
2001,"39091","96","2",10000,2
2001,"39093","1","2",200,0
2001,"39093","1","2",400,22
2001,"39093","1","2",1000,91
2001,"39093","1","2",2000,336
2001,"39093","1","2",5000,6333
2001,"39093","1","2",10000,39477
2001,"39093","130","2",200,81
2001,"39093","130","2",400,212
2001,"39093","130","2",1000,1420
2001,"39093","130","2",2000,5971
2001,"39093","130","2",5000,35084
2001,"39093","130","2",10000,110050
2001,"39095","107","2",200,0
2001,"39095","107","2",400,25
2001,"39095","107","2",1000,480
2001,"39095","107","2",2000,1785
2001,"39095","107","2",5000,9008
2001,"39095","107","2",10000,36271
2001,"39095","109","2",200,0
2001,"39095","109","2",400,0
2001,"39095","109","2",1000,376
2001,"39095","109","2",2000,1644
2001,"39095","109","2",5000,12305
2001,"39095","109","2",10000,82926
2001,"39095","117","2",200,21
2001,"39095","117","2",400,170
2001,"39095","117","2",1000,1739
2001,"39095","117","2",2000,10442
2001,"39095","117","2",5000,75281
2001,"39095","117","2",10000,226129
2001,"39095","151","2",200,17
2001,"39095","151","2",400,50
2001,"39095","151","2",1000,187
2001,"39095","151","2",2000,846
2001,"39095","151","2",5000,9894
2001,"39095","151","2",10000,32274
2001,"39095","26","2",200,39
2001,"39095","26","2",400,70
2001,"39095","26","2",1000,259
2001,"39095","26","2",2000,1517
2001,"39095","26","2",5000,12609
2001,"39095","26","2",10000,36962
2001,"39095","57","2",200,0
2001,"39095","57","2",400,0
2001,"39095","57","2",1000,0
2001,"39095","57","2",2000,18
2001,"39095","57","2",5000,323
2001,"39095","57","2",10000,6218
2001,"39095","67","2",200,27
2001,"39095","67","2",400,58
2001,"39095","67","2",1000,149
2001,"39095","67","2",2000,897
2001,"39095","67","2",5000,10727
2001,"39095","67","2",10000,32923
2001,"39095","84","2",200,0
2001,"39095","84","2",400,0
2001,"39095","84","2",1000,376
2001,"39095","84","2",2000,1644
2001,"39095","84","2",5000,12305
2001,"39095","84","2",10000,82926
2001,"39095","95","2",200,0
2001,"39095","95","2",400,0
2001,"39095","95","2",1000,0
2001,"39095","95","2",2000,0
2001,"39095","95","2",5000,0
2001,"39095","95","2",10000,19
2001,"39097","17","2",200,0
2001,"39097","17","2",400,0
2001,"39097","17","2",1000,0
2001,"39097","17","2",2000,0
2001,"39097","17","2",5000,1050
2001,"39097","17","2",10000,9489
2001,"39097","65","2",200,0
2001,"39097","65","2",400,0
2001,"39097","65","2",1000,0
2001,"39097","65","2",2000,0
2001,"39097","65","2",5000,630
2001,"39097","65","2",10000,7963
2001,"39103","1","2",200,0
2001,"39103","1","2",400,0
2001,"39103","1","2",1000,0
2001,"39103","1","2",2000,0
2001,"39103","1","2",5000,0
2001,"39103","1","2",10000,122
2001,"39103","12","2",200,0
2001,"39103","12","2",400,0
2001,"39103","12","2",1000,0
2001,"39103","12","2",2000,0
2001,"39103","12","2",5000,0
2001,"39103","12","2",10000,1837
2001,"39103","126","2",200,0
2001,"39103","126","2",400,0
2001,"39103","126","2",1000,0
2001,"39103","126","2",2000,0
2001,"39103","126","2",5000,0
2001,"39103","126","2",10000,1194
2001,"39103","86","2",200,24
2001,"39103","86","2",400,105
2001,"39103","86","2",1000,677
2001,"39103","86","2",2000,3195
2001,"39103","86","2",5000,15782
2001,"39103","86","2",10000,68736
2001,"39109","149","2",200,0
2001,"39109","149","2",400,0
2001,"39109","149","2",1000,0
2001,"39109","149","2",2000,0
2001,"39109","149","2",5000,325
2001,"39109","149","2",10000,5057
2001,"39109","55","2",200,0
2001,"39109","55","2",400,0
2001,"39109","55","2",1000,0
2001,"39109","55","2",2000,0
2001,"39109","55","2",5000,0
2001,"39109","55","2",10000,7082
2001,"39109","91","2",200,0
2001,"39109","91","2",400,0
2001,"39109","91","2",1000,0
2001,"39109","91","2",2000,0
2001,"39109","91","2",5000,0
2001,"39109","91","2",10000,1399
2001,"39109","96","2",200,0
2001,"39109","96","2",400,0
2001,"39109","96","2",1000,0
2001,"39109","96","2",2000,0
2001,"39109","96","2",5000,0
2001,"39109","96","2",10000,1399
2001,"39113","135","2",200,41
2001,"39113","135","2",400,201
2001,"39113","135","2",1000,2568
2001,"39113","135","2",2000,11784
2001,"39113","135","2",5000,76690
2001,"39113","135","2",10000,195367
2001,"39113","149","2",200,136
2001,"39113","149","2",400,555
2001,"39113","149","2",1000,3290
2001,"39113","149","2",2000,12061
2001,"39113","149","2",5000,57865
2001,"39113","149","2",10000,165753
2001,"39113","34","2",200,0
2001,"39113","34","2",400,0
2001,"39113","34","2",1000,0
2001,"39113","34","2",2000,0
2001,"39113","34","2",5000,0
2001,"39113","34","2",10000,20703
2001,"39113","37","2",200,0
2001,"39113","37","2",400,0
2001,"39113","37","2",1000,291
2001,"39113","37","2",2000,1410
2001,"39113","37","2",5000,4525
2001,"39113","37","2",10000,21803
2001,"39113","51","2",200,0
2001,"39113","51","2",400,0
2001,"39113","51","2",1000,0
2001,"39113","51","2",2000,0
2001,"39113","51","2",5000,0
2001,"39113","51","2",10000,40437
2001,"39113","55","2",200,11
2001,"39113","55","2",400,55
2001,"39113","55","2",1000,878
2001,"39113","55","2",2000,4959
2001,"39113","55","2",5000,44448
2001,"39113","55","2",10000,143892
2001,"39113","83","2",200,0
2001,"39113","83","2",400,0
2001,"39113","83","2",1000,160
2001,"39113","83","2",2000,744
2001,"39113","83","2",5000,7449
2001,"39113","83","2",10000,17272
2001,"39113","88","2",200,14
2001,"39113","88","2",400,27
2001,"39113","88","2",1000,118
2001,"39113","88","2",2000,569
2001,"39113","88","2",5000,5421
2001,"39113","88","2",10000,16647
2001,"39115","132","2",200,0
2001,"39115","132","2",400,0
2001,"39115","132","2",1000,0
2001,"39115","132","2",2000,0
2001,"39115","132","2",5000,0
2001,"39115","132","2",10000,1672
2001,"39115","133","2",200,0
2001,"39115","133","2",400,0
2001,"39115","133","2",1000,0
2001,"39115","133","2",2000,0
2001,"39115","133","2",5000,0
2001,"39115","133","2",10000,1672
2001,"39115","134","2",200,0
2001,"39115","134","2",400,0
2001,"39115","134","2",1000,0
2001,"39115","134","2",2000,0
2001,"39115","134","2",5000,0
2001,"39115","134","2",10000,1672
2001,"39115","61","2",200,0
2001,"39115","61","2",400,0
2001,"39115","61","2",1000,0
2001,"39115","61","2",2000,0
2001,"39115","61","2",5000,0
2001,"39115","61","2",10000,215
2001,"39115","98","2",200,0
2001,"39115","98","2",400,0
2001,"39115","98","2",1000,0
2001,"39115","98","2",2000,0
2001,"39115","98","2",5000,0
2001,"39115","98","2",10000,931
2001,"39119","132","2",200,0
2001,"39119","132","2",400,2
2001,"39119","132","2",1000,113
2001,"39119","132","2",2000,689
2001,"39119","132","2",5000,3039
2001,"39119","132","2",10000,9011
2001,"39119","133","2",200,0
2001,"39119","133","2",400,2
2001,"39119","133","2",1000,113
2001,"39119","133","2",2000,689
2001,"39119","133","2",5000,3039
2001,"39119","133","2",10000,9011
2001,"39119","134","2",200,0
2001,"39119","134","2",400,2
2001,"39119","134","2",1000,113
2001,"39119","134","2",2000,689
2001,"39119","134","2",5000,3039
2001,"39119","134","2",10000,9011
2001,"39119","61","2",200,13
2001,"39119","61","2",400,37
2001,"39119","61","2",1000,82
2001,"39119","61","2",2000,436
2001,"39119","61","2",5000,6734
2001,"39119","61","2",10000,22984
2001,"39119","69","2",200,1
2001,"39119","69","2",400,58
2001,"39119","69","2",1000,221
2001,"39119","69","2",2000,547
2001,"39119","69","2",5000,2911
2001,"39119","69","2",10000,16224
2001,"39119","98","2",200,0
2001,"39119","98","2",400,0
2001,"39119","98","2",1000,168
2001,"39119","98","2",2000,608
2001,"39119","98","2",5000,3904
2001,"39119","98","2",10000,11826
2001,"39121","132","2",200,0
2001,"39121","132","2",400,0
2001,"39121","132","2",1000,0
2001,"39121","132","2",2000,0
2001,"39121","132","2",5000,878
2001,"39121","132","2",10000,4863
2001,"39121","133","2",200,0
2001,"39121","133","2",400,0
2001,"39121","133","2",1000,0
2001,"39121","133","2",2000,0
2001,"39121","133","2",5000,878
2001,"39121","133","2",10000,4863
2001,"39121","134","2",200,0
2001,"39121","134","2",400,0
2001,"39121","134","2",1000,0
2001,"39121","134","2",2000,0
2001,"39121","134","2",5000,878
2001,"39121","134","2",10000,4863
2001,"39121","69","2",200,0
2001,"39121","69","2",400,0
2001,"39121","69","2",1000,0
2001,"39121","69","2",2000,0
2001,"39121","69","2",5000,0
2001,"39121","69","2",10000,40
2001,"39121","98","2",200,0
2001,"39121","98","2",400,0
2001,"39121","98","2",1000,0
2001,"39121","98","2",2000,0
2001,"39121","98","2",5000,53
2001,"39121","98","2",10000,2708
2001,"39123","10","2",200,0
2001,"39123","10","2",400,0
2001,"39123","10","2",1000,0
2001,"39123","10","2",2000,0
2001,"39123","10","2",5000,0
2001,"39123","10","2",10000,8214
2001,"39123","103","2",200,75
2001,"39123","103","2",400,343
2001,"39123","103","2",1000,1468
2001,"39123","103","2",2000,4010
2001,"39123","103","2",5000,10630
2001,"39123","103","2",10000,31904
2001,"39123","23","2",200,0
2001,"39123","23","2",400,0
2001,"39123","23","2",1000,0
2001,"39123","23","2",2000,0
2001,"39123","23","2",5000,0
2001,"39123","23","2",10000,0
2001,"39123","46","2",200,0
2001,"39123","46","2",400,0
2001,"39123","46","2",1000,0
2001,"39123","46","2",2000,0
2001,"39123","46","2",5000,0
2001,"39123","46","2",10000,5946
2001,"39123","57","2",200,10
2001,"39123","57","2",400,50
2001,"39123","57","2",1000,180
2001,"39123","57","2",2000,790
2001,"39123","57","2",5000,3610
2001,"39123","57","2",10000,14835
2001,"39123","79","2",200,0
2001,"39123","79","2",400,0
2001,"39123","79","2",1000,65
2001,"39123","79","2",2000,1275
2001,"39123","79","2",5000,13955
2001,"39123","79","2",10000,29968
2001,"39123","9","2",200,0
2001,"39123","9","2",400,0
2001,"39123","9","2",1000,0
2001,"39123","9","2",2000,0
2001,"39123","9","2",5000,0
2001,"39123","9","2",10000,2776
2001,"39123","95","2",200,0
2001,"39123","95","2",400,99
2001,"39123","95","2",1000,1136
2001,"39123","95","2",2000,2997
2001,"39123","95","2",5000,6309
2001,"39123","95","2",10000,17456
2001,"39125","45","2",200,0
2001,"39125","45","2",400,0
2001,"39125","45","2",1000,0
2001,"39125","45","2",2000,0
2001,"39125","45","2",5000,0
2001,"39125","45","2",10000,15
2001,"39127","122","2",200,0
2001,"39127","122","2",400,0
2001,"39127","122","2",1000,0
2001,"39127","122","2",2000,0
2001,"39127","122","2",5000,0
2001,"39127","122","2",10000,5033
2001,"39127","56","2",200,0
2001,"39127","56","2",400,0
2001,"39127","56","2",1000,0
2001,"39127","56","2",2000,0
2001,"39127","56","2",5000,0
2001,"39127","56","2",10000,4949
2001,"39129","108","2",200,0
2001,"39129","108","2",400,11
2001,"39129","108","2",1000,102
2001,"39129","108","2",2000,400
2001,"39129","108","2",5000,7724
2001,"39129","108","2",10000,37607
2001,"39129","39","2",200,0
2001,"39129","39","2",400,0
2001,"39129","39","2",1000,0
2001,"39129","39","2",2000,0
2001,"39129","39","2",5000,0
2001,"39129","39","2",10000,971
2001,"39129","54","2",200,0
2001,"39129","54","2",400,22
2001,"39129","54","2",1000,69
2001,"39129","54","2",2000,474
2001,"39129","54","2",5000,2673
2001,"39129","54","2",10000,10499
2001,"39129","64","2",200,35
2001,"39129","64","2",400,138
2001,"39129","64","2",1000,387
2001,"39129","64","2",2000,801
2001,"39129","64","2",5000,8279
2001,"39129","64","2",10000,33835
2001,"39129","65","2",200,0
2001,"39129","65","2",400,0
2001,"39129","65","2",1000,0
2001,"39129","65","2",2000,0
2001,"39129","65","2",5000,0
2001,"39129","65","2",10000,1391
2001,"39129","90","2",200,13
2001,"39129","90","2",400,25
2001,"39129","90","2",1000,132
2001,"39129","90","2",2000,359
2001,"39129","90","2",5000,2877
2001,"39129","90","2",10000,11340
2001,"39133","110","2",200,0
2001,"39133","110","2",400,0
2001,"39133","110","2",1000,0
2001,"39133","110","2",2000,69
2001,"39133","110","2",5000,3188
2001,"39133","110","2",10000,16310
2001,"39133","120","2",200,0
2001,"39133","120","2",400,0
2001,"39133","120","2",1000,0
2001,"39133","120","2",2000,0
2001,"39133","120","2",5000,0
2001,"39133","120","2",10000,8446
2001,"39133","14","2",200,0
2001,"39133","14","2",400,0
2001,"39133","14","2",1000,0
2001,"39133","14","2",2000,0
2001,"39133","14","2",5000,0
2001,"39133","14","2",10000,1974
2001,"39133","66","2",200,7
2001,"39133","66","2",400,36
2001,"39133","66","2",1000,131
2001,"39133","66","2",2000,824
2001,"39133","66","2",5000,8298
2001,"39133","66","2",10000,32046
2001,"39135","37","2",200,0
2001,"39135","37","2",400,0
2001,"39135","37","2",1000,0
2001,"39135","37","2",2000,0
2001,"39135","37","2",5000,197
2001,"39135","37","2",10000,5145
2001,"39135","83","2",200,0
2001,"39135","83","2",400,0
2001,"39135","83","2",1000,0
2001,"39135","83","2",2000,0
2001,"39135","83","2",5000,0
2001,"39135","83","2",10000,3555
2001,"39135","88","2",200,0
2001,"39135","88","2",400,0
2001,"39135","88","2",1000,0
2001,"39135","88","2",2000,0
2001,"39135","88","2",5000,182
2001,"39135","88","2",10000,5102
2001,"39141","39","2",200,0
2001,"39141","39","2",400,0
2001,"39141","39","2",1000,0
2001,"39141","39","2",2000,0
2001,"39141","39","2",5000,0
2001,"39141","39","2",10000,626
2001,"39141","64","2",200,0
2001,"39141","64","2",400,0
2001,"39141","64","2",1000,0
2001,"39141","64","2",2000,0
2001,"39141","64","2",5000,0
2001,"39141","64","2",10000,104
2001,"39143","23","2",200,0
2001,"39143","23","2",400,0
2001,"39143","23","2",1000,0
2001,"39143","23","2",2000,3
2001,"39143","23","2",5000,1124
2001,"39143","23","2",10000,7864
2001,"39143","79","2",200,0
2001,"39143","79","2",400,0
2001,"39143","79","2",1000,0
2001,"39143","79","2",2000,0
2001,"39143","79","2",5000,0
2001,"39143","79","2",10000,34
2001,"39143","80","2",200,30
2001,"39143","80","2",400,61
2001,"39143","80","2",1000,184
2001,"39143","80","2",2000,680
2001,"39143","80","2",5000,5157
2001,"39143","80","2",10000,22976
2001,"39143","82","2",200,30
2001,"39143","82","2",400,61
2001,"39143","82","2",1000,184
2001,"39143","82","2",2000,680
2001,"39143","82","2",5000,5157
2001,"39143","82","2",10000,22976
2001,"39143","9","2",200,0
2001,"39143","9","2",400,0
2001,"39143","9","2",1000,0
2001,"39143","9","2",2000,1
2001,"39143","9","2",5000,1041
2001,"39143","9","2",10000,5726
2001,"39145","138","2",200,18
2001,"39145","138","2",400,36
2001,"39145","138","2",1000,102
2001,"39145","138","2",2000,305
2001,"39145","138","2",5000,1869
2001,"39145","138","2",10000,5350
2001,"39145","144","2",200,0
2001,"39145","144","2",400,62
2001,"39145","144","2",1000,241
2001,"39145","144","2",2000,678
2001,"39145","144","2",5000,3348
2001,"39145","144","2",10000,11115
2001,"39147","80","2",200,0
2001,"39147","80","2",400,0
2001,"39147","80","2",1000,0
2001,"39147","80","2",2000,0
2001,"39147","80","2",5000,521
2001,"39147","80","2",10000,7634
2001,"39147","82","2",200,0
2001,"39147","82","2",400,0
2001,"39147","82","2",1000,0
2001,"39147","82","2",2000,0
2001,"39147","82","2",5000,521
2001,"39147","82","2",10000,7634
2001,"39149","91","2",200,0
2001,"39149","91","2",400,0
2001,"39149","91","2",1000,0
2001,"39149","91","2",2000,0
2001,"39149","91","2",5000,0
2001,"39149","91","2",10000,1984
2001,"39149","96","2",200,0
2001,"39149","96","2",400,0
2001,"39149","96","2",1000,0
2001,"39149","96","2",2000,0
2001,"39149","96","2",5000,0
2001,"39149","96","2",10000,1473
2001,"39151","110","2",200,87
2001,"39151","110","2",400,361
2001,"39151","110","2",1000,2103
2001,"39151","110","2",2000,7495
2001,"39151","110","2",5000,27226
2001,"39151","110","2",10000,61373
2001,"39151","18","2",200,0
2001,"39151","18","2",400,23
2001,"39151","18","2",1000,115
2001,"39151","18","2",2000,439
2001,"39151","18","2",5000,4860
2001,"39151","18","2",10000,15829
2001,"39151","58","2",200,89
2001,"39151","58","2",400,313
2001,"39151","58","2",1000,2706
2001,"39151","58","2",2000,11310
2001,"39151","58","2",5000,69781
2001,"39151","58","2",10000,232222
2001,"39153","110","2",200,0
2001,"39153","110","2",400,0
2001,"39153","110","2",1000,0
2001,"39153","110","2",2000,0
2001,"39153","110","2",5000,1366
2001,"39153","110","2",10000,47561
2001,"39153","12","2",200,140
2001,"39153","12","2",400,541
2001,"39153","12","2",1000,1725
2001,"39153","12","2",2000,6649
2001,"39153","12","2",5000,44661
2001,"39153","12","2",10000,176367
2001,"39153","120","2",200,0
2001,"39153","120","2",400,0
2001,"39153","120","2",1000,0
2001,"39153","120","2",2000,0
2001,"39153","120","2",5000,0
2001,"39153","120","2",10000,4267
2001,"39153","125","2",200,3
2001,"39153","125","2",400,27
2001,"39153","125","2",1000,277
2001,"39153","125","2",2000,2390
2001,"39153","125","2",5000,24154
2001,"39153","125","2",10000,151300
2001,"39153","126","2",200,9
2001,"39153","126","2",400,63
2001,"39153","126","2",1000,474
2001,"39153","126","2",2000,1630
2001,"39153","126","2",5000,16185
2001,"39153","126","2",10000,123111
2001,"39153","14","2",200,0
2001,"39153","14","2",400,0
2001,"39153","14","2",1000,0
2001,"39153","14","2",2000,0
2001,"39153","14","2",5000,0
2001,"39153","14","2",10000,9910
2001,"39153","2","2",200,0
2001,"39153","2","2",400,0
2001,"39153","2","2",1000,0
2001,"39153","2","2",2000,0
2001,"39153","2","2",5000,2651
2001,"39153","2","2",10000,30382
2001,"39153","27","2",200,0
2001,"39153","27","2",400,60
2001,"39153","27","2",1000,257
2001,"39153","27","2",2000,2896
2001,"39153","27","2",5000,29330
2001,"39153","27","2",10000,171952
2001,"39153","3","2",200,82
2001,"39153","3","2",400,245
2001,"39153","3","2",1000,539
2001,"39153","3","2",2000,1748
2001,"39153","3","2",5000,18644
2001,"39153","3","2",10000,139891
2001,"39153","50","2",200,0
2001,"39153","50","2",400,0
2001,"39153","50","2",1000,0
2001,"39153","50","2",2000,0
2001,"39153","50","2",5000,0
2001,"39153","50","2",10000,0
2001,"39153","59","2",200,0
2001,"39153","59","2",400,0
2001,"39153","59","2",1000,0
2001,"39153","59","2",2000,0
2001,"39153","59","2",5000,0
2001,"39153","59","2",10000,990
2001,"39153","86","2",200,0
2001,"39153","86","2",400,0
2001,"39153","86","2",1000,0
2001,"39153","86","2",2000,0
2001,"39153","86","2",5000,1085
2001,"39153","86","2",10000,37766
2001,"39157","18","2",200,0
2001,"39157","18","2",400,0
2001,"39157","18","2",1000,0
2001,"39157","18","2",2000,0
2001,"39157","18","2",5000,0
2001,"39157","18","2",10000,2876
2001,"39159","62","2",200,0
2001,"39159","62","2",400,0
2001,"39159","62","2",1000,0
2001,"39159","62","2",2000,0
2001,"39159","62","2",5000,0
2001,"39159","62","2",10000,227
2001,"39161","13","2",200,0
2001,"39161","13","2",400,0
2001,"39161","13","2",1000,0
2001,"39161","13","2",2000,0
2001,"39161","13","2",5000,0
2001,"39161","13","2",10000,4482
2001,"39163","63","2",200,0
2001,"39163","63","2",400,0
2001,"39163","63","2",1000,0
2001,"39163","63","2",2000,0
2001,"39163","63","2",5000,536
2001,"39163","63","2",10000,4772
2001,"39165","135","2",200,0
2001,"39165","135","2",400,0
2001,"39165","135","2",1000,0
2001,"39165","135","2",2000,0
2001,"39165","135","2",5000,0
2001,"39165","135","2",10000,13155
2001,"39165","40","2",200,0
2001,"39165","40","2",400,0
2001,"39165","40","2",1000,0
2001,"39165","40","2",2000,0
2001,"39165","40","2",5000,0
2001,"39165","40","2",10000,6660
2001,"39165","83","2",200,0
2001,"39165","83","2",400,0
2001,"39165","83","2",1000,0
2001,"39165","83","2",2000,0
2001,"39165","83","2",5000,0
2001,"39165","83","2",10000,4002
2001,"39165","88","2",200,0
2001,"39165","88","2",400,0
2001,"39165","88","2",1000,0
2001,"39165","88","2",2000,0
2001,"39165","88","2",5000,0
2001,"39165","88","2",10000,280
2001,"39169","18","2",200,0
2001,"39169","18","2",400,0
2001,"39169","18","2",1000,0
2001,"39169","18","2",2000,457
2001,"39169","18","2",5000,1674
2001,"39169","18","2",10000,6692
2001,"39173","107","2",200,0
2001,"39173","107","2",400,0
2001,"39173","107","2",1000,0
2001,"39173","107","2",2000,0
2001,"39173","107","2",5000,0
2001,"39173","107","2",10000,7989
2001,"39173","129","2",200,0
2001,"39173","129","2",400,0
2001,"39173","129","2",1000,0
2001,"39173","129","2",2000,0
2001,"39173","129","2",5000,668
2001,"39173","129","2",10000,11349
2001,"39175","73","2",200,0
2001,"39175","73","2",400,0
2001,"39175","73","2",1000,0
2001,"39175","73","2",2000,0
2001,"39175","73","2",5000,0
2001,"39175","73","2",10000,2221
2006,"18029","47","2",200,0
2006,"18029","47","2",400,0
2006,"18029","47","2",1000,0
2006,"18029","47","2",2000,0
2006,"18029","47","2",5000,0
2006,"18029","47","2",10000,3007
2006,"18047","47","2",200,0
2006,"18047","47","2",400,0
2006,"18047","47","2",1000,0
2006,"18047","47","2",2000,0
2006,"18047","47","2",5000,0
2006,"18047","47","2",10000,750
2006,"21023","123","2",200,0
2006,"21023","123","2",400,0
2006,"21023","123","2",1000,0
2006,"21023","123","2",2000,127
2006,"21023","123","2",5000,1423
2006,"21023","123","2",10000,7055
2006,"21135","138","2",200,0
2006,"21135","138","2",400,0
2006,"21135","138","2",1000,0
2006,"21135","138","2",2000,0
2006,"21135","138","2",5000,656
2006,"21135","138","2",10000,11271
2006,"21135","144","2",200,0
2006,"21135","144","2",400,0
2006,"21135","144","2",1000,0
2006,"21135","144","2",2000,0
2006,"21135","144","2",5000,0
2006,"21135","144","2",10000,363
2006,"21191","123","2",200,0
2006,"21191","123","2",400,0
2006,"21191","123","2",1000,0
2006,"21191","123","2",2000,0
2006,"21191","123","2",5000,0
2006,"21191","123","2",10000,229
2006,"26091","109","2",200,0
2006,"26091","109","2",400,0
2006,"26091","109","2",1000,0
2006,"26091","109","2",2000,0
2006,"26091","109","2",5000,8
2006,"26091","109","2",10000,2594
2006,"26091","117","2",200,0
2006,"26091","117","2",400,0
2006,"26091","117","2",1000,0
2006,"26091","117","2",2000,0
2006,"26091","117","2",5000,0
2006,"26091","117","2",10000,3
2006,"26091","84","2",200,0
2006,"26091","84","2",400,0
2006,"26091","84","2",1000,0
2006,"26091","84","2",2000,0
2006,"26091","84","2",5000,8
2006,"26091","84","2",10000,2594
2006,"26115","109","2",200,0
2006,"26115","109","2",400,0
2006,"26115","109","2",1000,0
2006,"26115","109","2",2000,0
2006,"26115","109","2",5000,0
2006,"26115","109","2",10000,3896
2006,"26115","117","2",200,0
2006,"26115","117","2",400,0
2006,"26115","117","2",1000,0
2006,"26115","117","2",2000,0
2006,"26115","117","2",5000,0
2006,"26115","117","2",10000,22716
2006,"26115","84","2",200,0
2006,"26115","84","2",400,0
2006,"26115","84","2",1000,0
2006,"26115","84","2",2000,0
2006,"26115","84","2",5000,0
2006,"26115","84","2",10000,3896
2006,"39001","136","2",200,14
2006,"39001","136","2",400,29
2006,"39001","136","2",1000,88
2006,"39001","136","2",2000,460
2006,"39001","136","2",5000,3770
2006,"39001","136","2",10000,18183
2006,"39001","138","2",200,0
2006,"39001","138","2",400,0
2006,"39001","138","2",1000,56
2006,"39001","138","2",2000,185
2006,"39001","138","2",5000,1311
2006,"39001","138","2",10000,4655
2006,"39001","144","2",200,0
2006,"39001","144","2",400,0
2006,"39001","144","2",1000,0
2006,"39001","144","2",2000,0
2006,"39001","144","2",5000,165
2006,"39001","144","2",10000,3353
2006,"39001","146","2",200,0
2006,"39001","146","2",400,13
2006,"39001","146","2",1000,421
2006,"39001","146","2",2000,1234
2006,"39001","146","2",5000,3991
2006,"39001","146","2",10000,13954
2006,"39003","100","2",200,61
2006,"39003","100","2",400,328
2006,"39003","100","2",1000,1588
2006,"39003","100","2",2000,6255
2006,"39003","100","2",5000,40824
2006,"39003","100","2",10000,113218
2006,"39003","127","2",200,103
2006,"39003","127","2",400,368
2006,"39003","127","2",1000,1262
2006,"39003","127","2",2000,5250
2006,"39003","127","2",5000,37486
2006,"39003","127","2",10000,110379
2006,"39003","128","2",200,6
2006,"39003","128","2",400,140
2006,"39003","128","2",1000,1378
2006,"39003","128","2",2000,4872
2006,"39003","128","2",5000,31191
2006,"39003","128","2",10000,108694
2006,"39003","13","2",200,0
2006,"39003","13","2",400,0
2006,"39003","13","2",1000,189
2006,"39003","13","2",2000,864
2006,"39003","13","2",5000,5133
2006,"39003","13","2",10000,19472
2006,"39003","21","2",200,77
2006,"39003","21","2",400,409
2006,"39003","21","2",1000,2670
2006,"39003","21","2",2000,8718
2006,"39003","21","2",5000,45760
2006,"39003","21","2",10000,125007
2006,"39003","48","2",200,99
2006,"39003","48","2",400,300
2006,"39003","48","2",1000,1669
2006,"39003","48","2",2000,6911
2006,"39003","48","2",5000,43869
2006,"39003","48","2",10000,115350
2006,"39007","119","2",200,0
2006,"39007","119","2",400,0
2006,"39007","119","2",1000,0
2006,"39007","119","2",2000,0
2006,"39007","119","2",5000,0
2006,"39007","119","2",10000,1822
2006,"39007","16","2",200,0
2006,"39007","16","2",400,0
2006,"39007","16","2",1000,0
2006,"39007","16","2",2000,0
2006,"39007","16","2",5000,0
2006,"39007","16","2",10000,118
2006,"39011","128","2",200,0
2006,"39011","128","2",400,0
2006,"39011","128","2",1000,0
2006,"39011","128","2",2000,0
2006,"39011","128","2",5000,0
2006,"39011","128","2",10000,525
2006,"39011","13","2",200,0
2006,"39011","13","2",400,0
2006,"39011","13","2",1000,0
2006,"39011","13","2",2000,0
2006,"39011","13","2",5000,0
2006,"39011","13","2",10000,1606
2006,"39011","21","2",200,0
2006,"39011","21","2",400,0
2006,"39011","21","2",1000,0
2006,"39011","21","2",2000,0
2006,"39011","21","2",5000,0
2006,"39011","21","2",10000,4732
2006,"39015","123","2",200,0
2006,"39015","123","2",400,0
2006,"39015","123","2",1000,0
2006,"39015","123","2",2000,0
2006,"39015","123","2",5000,0
2006,"39015","123","2",10000,685
2006,"39015","136","2",200,0
2006,"39015","136","2",400,0
2006,"39015","136","2",1000,0
2006,"39015","136","2",2000,0
2006,"39015","136","2",5000,0
2006,"39015","136","2",10000,7
2006,"39015","77","2",200,0
2006,"39015","77","2",400,0
